text,label
"How Rick Sloane was allowed to make five movies is harder to believe than cold fusion. This film is absolutely criminal. Before watching this movie I thought Manos: Hands of Fate was the worse piece of crap I ever saw, but at least Manos moves so slowly you might fall asleep, thereby rescuing your eyes from the pain it will suffer. The greatest tragedy of this movie is that the old man that keeps the Hobgoblins ""locked"" up makes it to the final scene. The time I spent watching this movie was an absolute waste of my life.",0
This is a low budget film with a cast of unknowns and a minimum of on location shoots. The Philippines substitute for Thailand and nobody actually goes to Hong Kong. The stock shot of a Cathay Pacific jumbo jet landing at the old airport makes the transition perfectly. This film proves that you need neither mega budgets nor a headliner star to produce an excellent movie. It contains neither the gaffes nor the excesses that young filmakers often stumble into. Solid workmanship from people who know all the aspects of movie making and who understand the compromises between art and box office. An excellent piece of work!,1
"A very funny east-meets-west film influenced by the closure of GM's Flint, Michigan plant in the eighties and the rise and integration of Japanese automakers in the US. Set in western Pennsylvania, it features great performances by Michael Keaton, Gedde Watanabe, and George Wendt. Music by blues legend Stevie Ray Vaughan.",1
"In the aftermath of Watergate, a number of conspiracy movies appeared, such as this one, written by the late Adam Kennedy ( based on his novel ). <br /><br />Gene Hackman plays ex-Vietnam veteran 'Roy Tucker', a loser who has wound up in prison. He receives visits from Marvin Tagge ( Richard Widmark ), who claims to represent an organisation designed to assist the wrongly convicted. They offer him freedom, and despite distrusting Tagge he accepts. But he brings along a fellow cell mate by the name of Spiventa ( Mickey Rooney ). Exactly why is hard to see, as Spiventa is an irritating little man who drives Tucker mad with persistent talk of sex, not what you want to hear when you are behind bars.<br /><br />Tagge's benefactors kill Spiventa before Tucker's astonished eyes. Reunited with wife Ellie ( Candice Bergen ), and given a new identity ( strangely, he does not attempt to change his appearance. Shaving off that cheesy moustache would have been a start ), he settles down, but finds there is a catch - Tagge wants Tucker to do no less than assassinate the President of the United States. He refuses, so Tagge has Ellie abducted...<br /><br />I will leave the synopsis here, but I am sure you can guess the rest for yourself. The script has enough plot holes to make you want to read the book ( neat trick that! ). The people Tagge represents are never revealed. The allusions to J.F.K.'s killing are unmistakable. Despite the findings of The Warren Commission, the doubt as to whether Lee Harvey Oswald acted alone persists to this day.<br /><br />This was Stanley Kramer's first movie in years, and while no turkey, it lacks the grip of say John Frankenheimer's 'The Manchurian Candidate' or Alan J.Pakula's 'The Parallax View'. Being a left-wing conspiracy movie, it tends to skirt around its subject matter instead of getting to grips with it. I prefer right-wing ones myself - they are funnier! 'Domino' has the look and feel of a made-for-T.V. movie, and boasts what must be the easiest prison escape in movie history not to mention an ending copped from the Michael Caine classic 'Get Carter'.<br /><br />What makes it watchable are Gene Hackman and Richard Widmark. The latter, who sadly passed away earlier this year, is superb as the mysterious Tagge, who initially appears to be behind the operation until he too is ruthlessly eliminated, beginning a chain of deaths designed to remove all trace of evidence as one by one the perpetrators of this evil plot fall - just like dominoes. As Tucker, the innocent pawn, Hackman is marvellous. You have to wonder though why he chose to hide out in such an obvious place. In his shoes, I'd have fled to the other side of the world, anywhere to get away from these fanatics. Hackman's love scenes with Bergen slow the plot down, and it is almost a relief when she gets snatched. Presumably the producers thought so too, which explains why it opens with a bizarre prologue setting out the film's entire premise - voiced by British actor Patrick Allen - warning the audience that 'they' are out there, and that 'they' are out to get us. Comedian Les Dawson later spoofed this opening in his B.B.C. show 'The Dawson Watch'.<br /><br />Mickey Rooney had earlier worked with Kramer on 'Its A Mad, Mad, Mad, Mad, Mad World'. His 'death' scene here resembles like an outtake from that picture, with the actor looking as though he has been stung by a wasp rather than shot dead.<br /><br />Conspiracy movies used to be only made by the left, but now the right are getting in on the act too. Last year, 'Taking Liberties', an absurd concoction of lies and half-truths about Tony Blair's Government turned out to be Britain's answer to 'Reefer Madness'. At least, 'Domino' had lovely Candice Bergen. The best Chris Atkins' film could offer was Anne Widdecombe!<br /><br />Surprisingly, 'The Domino Principle' was made by Sir Lew Grade, the legendary British television mogul behind 'The Saint', 'Jesus Of Nazareth' and 'The Muppet Show'. He worked with Adam Kennedy again in 1980 on 'Raise The Titanic!', whose failure was so great it sank Grade's ambitions of being the new Louis B.Meyer. Being somewhat open-minded, I would not rule out the possibility of a conspiracy.",1
"This guy has no idea of cinema. Okay, it seems he made a few interestig theater shows in his youth, and about two acceptable movies that had success more of political reasons cause they tricked the communist censorship. This all is very good, but look carefully: HE DOES NOT KNOW HIS JOB! The scenes are unbalanced, without proper start and and, with a disordered content and full of emptiness. He has nothing to say about the subject, so he over-licitates with violence, nakedness and gutter language. How is it possible to keep alive such a rotten corpse who never understood anything of cinematographic profession and art? Why don't they let him succumb in piece?",0
"I was surprised at how fascinating this movie was. The performances were extremely good, especially by Rea as the compassionate no-nonsense detective.<br /><br />Despite a low budget, no big FX or flashy camerawork, Citizen X somehow manages to surpass the majority of similar big Hollywood films by just. Telling. The. Story.<br /><br />True stories tend to end with a whimper rather than a bang, and that's the case here, but apart from that, this is a highly recommended detective yarn.",1
"After 30 seconds, you already realize that there was no real budget for this cheap knock-off. The story is taken from great movies like ""Texas Chainsaw Massacre"" and ""Hills have Eyes"". I like those kind of movies, even if they're duplicated well (Wrong Turn, Timber Falls, Carver). <br /><br />But ""Side Sho"" is hard to watch: the actors are really bad, the dialogue is cheesy and the music is stupid and totally misplaced. You do not care at all what happens to the characters. The so-called bad guys are also not interesting at all and rather stereotypical. So how about the blood and gore ? Well there is some, although it is rather cheap and the action is executed very poorly. 2 Points, just for the gore and blood but do understand that this is hardly worth a look, even for the gore-hounds..",0
"The third Fred MacMurray/Carole Lombard film is a bit more serious than Hands Across the Table and The Princess Comes Across. It's yet another adaption of the play Burlesque which apparently was popular back in the day.<br /><br />The original play Burlesque ran on Broadway in the 1927-1928 season for 372 performances and it's the role that Carole Lombard plays that Barbara Stanwyck originated on Broadway that brought her to Hollywood. A version starred Nancy Carroll in the early days of talkies and later on Betty Grable and Dan Dailey did still another version of it in When My Baby Smiles At Me.<br /><br />In fact I have a vinyl album of a radio version that Al Jolson and Ruby Keeler did for the Lux Radio Theater. That's an interesting work, believe me.<br /><br />Anyway MacMurray and Lombard do fine by the old chestnut, the story is now set in a nightclub where Lombard is a singer and MacMurray is a jazz trumpeter. Note a nice performance by Dorothy Lamour as the Latin vixen who gets between Fred and Carole. Also Anthony Quinn is in one of his earliest films as a wolf on the make for Lombard.<br /><br />Swing High, Swing Low holds up real nice today and I wouldn't be surprised if we see yet another version of Burlesque for the Twenty First Century.",1
"This is a great documentary film. Any fan of car racing should own a copy of this outstanding film. Director ""Stephen Low"" did a great job,as well as the main stars of the film, Father & Son, Mario & Michael Andretti. The DVD looks & sounds amazing. And best of all it's IMAX! Great home theater test disc.",1
"This is a film.., not porn.<br /><br />This is a wonderful film!!! Full of tender moments and memories!! A beautiful piece of work!!! Excellent!!! For intelligent, viewers only!!!<br /><br />If you are a film lover. A romantic. A person who has loved deeply, this is your film!!!!<br /><br />It has a beautiful surreal quality. Fine acting and directing. Watching this film made me remember my first love.<br /><br />Thi is a film for those who want to reflect on life, love and the meaning of loss.<br /><br />Highly recommended for all film lovers.",1
"Ben a out-of-town cop is convinced his sister was brutally killed and wants to bring her killer to justice, but he's approached by Stefan who believes his sister was a victim of a werewolf cult. So Ben, his sister's best friend and Stefan travel to Transylvania to put a end to this evil.<br /><br />This is incredibly awful B-grade stuff and I wondered how it even got released. It makes the original 'Howling' look like a masterpiece. What was Christopher Lee thinking, as this has to be his worst performance I've seen.<br /><br />There was a lot wrong with this real cheap-ass film, ranging from the really hammy and wooden performances from Annie McEnroe, Reb Brown, Marsha A. Hunt and Sybil Danning (not to forgot Lee), cheesy fashion (those sunnies), cheap and lame special effects, bad use of lighting, the humour... if there was any, trashy 80s music (with some of the film just focusing on some unknown band playing), werewolf's having orgies which is a sight to see and a tiresome story with flat and annoying dialogue. I thought if it was that bad it would be awfully funny, but I was wrong. <br /><br />The positives were the location and settings of the film looked great, but that's about it... actually I'll add Sybil Danning short stripping scene too.<br /><br />During the end credits the band plays their crap-house song during a weird montage of scenes from the film, which I beckon the question why?<br /><br />An awful piece of mess, however at least it isn't boring.<br /><br />1/5",0
"1975's MASTER OF THE FLYING GUILLOTINE is an amazing and wonderful film to watch. This isn't because the fighting is particularly inspired or because the film makes any sense at all. It's because the film is so silly and so over-the-top that it is a camp classic--bad, but enjoyably bad. The film stars a blind guy who has a Frisbee-like device on a chain that chops off people's heads as he expertly throws this at his foes! Who cares that the physics are impossible or that the film features such silly things as fighters with 12 foot long papier-mache arms or that the guy was blind! It's just a ball to watch from start to finish--and one of my favorite ""bad"" films and great to see with friends.<br /><br />Because of this film, I was eager to see THE FATAL FLYING GUILLOTINES (1977), though sadly it turned out NOT to be a sequel but a bit of a knock-off--taking many of the ideas from the original but neglecting to make the film as coherent or watchable. Sure, it's silly fun, but it never comes close to MASTER OF THE FLYING GUILLOTINE in entertainment value. Like the original film, there are these weird flying devices that sever heads, but they are quite different--with circular saw blades and almost a mind of their own. There also is no blind guy but instead are a bunch of baddies who really have no depth nor does the audience understand exactly what's occurring in this English-dubbed version, as the plot is completely incomprehensible. However, at the same time, some of the martial arts action is very good. While not up to the high standards of most Bruce Lee or Sonny Chiba films, the action is worthwhile despite the ludicrous and often confusing plot.<br /><br />Overall, this is a film that martial arts fans may like (despite its many, many, many, many shortcomings), but also one that others will probably turn off or laugh hysterically at instead of enjoying the action because the film is just so ludicrous. BUT, most importantly, it never comes close to being as funny or watchable as MASTER OF THE FLYING GUILLOTINE. Too bad.",0
"Absolute garbage. The reason that this is so terrible is not because it deviated from the formula, but because the plot was just pathetic. <br /><br />The supposed star didn't do anything to solve the case - and neither did anyone else really - it was just routine police work. Utterly tedious.<br /><br />You sat right till the end hoping for a twist - and got nothing but a huge sense of disappointment. <br /><br />There was so much potential in having a relative in apparent kidnap. Could the Lt's personal involvement finally cloud his judgement? <br /><br />All the obvious signs were of a stranger doing it. But surely a genius like Lt C, by constant conversation with the wronged husband, would gradually uncover a fiendish plot involving a tape recorder playing in the shower room while a masked groom surprises the bride, hides the body and then plants subtle clues. It could have been good. It was a complete waste of time.",0
"Despite being released on DVD by Blue Underground some five years ago, I have never come across this Italian ""sword and sorcery"" item on late-night Italian TV and, now that I have seen it for myself, I know exactly why. Not because of its director's typical predilection for extreme gore (of which there is some examples to be sure) or the fact that the handful of women in it parade topless all the time (it is set in the Dark Ages after all)it is, quite simply, very poor stuff indeed. In fact, I would go so far as to say that it may very well be the worst of its kind that I have yet seen and, believe me, I have seen plenty (especially in the last few years i.e. following my excursion to the 2004 Venice Film Festival)! Reading about how the film's failure at the time of initial release is believed to have led to its director's subsequent (and regrettable) career nosedive into mindless low-budget gore, I can see their point: I may prefer Fulci's earlier ""giallo"" period (1968-77) to his more popular stuff horror (1979-82) myself but, even on the latter, his commitment was arguably unquestionable. On the other hand, CONQUEST seems not to have inspired Fulci in the least  seeing how he decided to drape the proceedings with an annoyingly perpetual mist, sprinkle it with incongruent characters (cannibals vs. werewolves, anyone?), irrelevant gore (we are treated to a gratuitous, nasty cannibal dinner just before witnessing the flesh-eating revelers having their brains literally beaten out by their hairy antagonists!) and even some highly unappetizing intimacy between the masked, brain-slurping villainess (don't ask) and her slimy reptilian pet!! For what it is worth, we have two heroes for the price of one here: a young magic bow-carrying boy on some manhood-affirming odyssey (Andrea Occhipinti) and his rambling muscle-bound companion (Jorge Rivero i.e. Frenchy from Howard Hawks' RIO LOBO [1970]!) who, despite being called Mace (short for Maciste, perhaps?), seems to be there simply to drop in on his cavewoman from time to time and get his younger protégé out of trouble (particularly during an exceedingly unpleasant attack of the 'boils'). Unfortunately, even the usual saving grace of such lowbrow material comes up short here as ex-Goblin Claudio Simonetti's electronic score seems awfully inappropriate at times. Fulci even contrives to give the film a laughably hurried coda with the surviving beefy hero going aimlessly out into the wilderness (after defeating one and all with the aid of the all-important magic bowso much for his own supposed physical strength!) onto his next  and thankfully unfilmed  adventure!",0
"The accountant Shohei Sugiyama (Kôji Yakusho) is feeling bored with his routine life, limited to hard work and stay at home with his wife Masako Sugiyama (Hideko Hara) and his teenager's daughter. One night, while traveling home by train, he sees the beautiful face of Mai Kishikawa (Tamiyo Kusakari) in the balcony of a dance school, and a couple of days later, he decides to visit the school and secretly take ballroom dance lessons every Wednesdays night. However, he becomes ashamed to tell his family his secret. Meanwhile, Masako feels the changes in the behavior of her happier husband, and hires a private eye to investigate whether Shohei is having an affair.<br /><br />I have just finished watching ""Shall We Dansu?"" and I really loved it. What a lovely and delightful movie! The story is amazingly good, with drama, comedy and romance. The cast is excellent, and I was particularly impressed with the cold beauty and graciousness of the wife of the director Masayuki Suo and professional ballet dancer Tamiyo Kusakari. On last September 06th, I saw the American remake of ""Shall We Dansu?"" for the first time, and I found it a delightful entertainment. But now I can say that it is another unnecessary remake, and I recommend this original film instead. My vote is ten.<br /><br />Title (Brazil): ""Dança Comigo?"" (""Dance With Me?"")",1
"This is just the best movie of all times! Sorry, Hollywood! I've seen it in early 70's, as soon as it appeared on the Bulgarian TV, and I loved it immediately (I was 14 then). 25 years later I bought it on a video tape, and a few months ago it finally appeared on a DVD here in Bulgaria. I live with this movie 35 years already, and so do all my friends and my family. My son was a teenager when he saw it for the first time, and he loved it immediately, too (and this is the generation that grew up watching practically only Hollywood movies and not speaking or understanding Russian at all!). What makes this masterpiece of Danelia so special? It's difficult to say, as it is difficult to describe what the beauty is... But the fact is that you can watch this movie dozens of times with the same pleasure as it was the first time. I can't remember any other such movie, no matter how many millions it cost or how great the cast was... Chapeau, Maestro Danelia! Bulgaria loves you!",1
"A hilarious Action comedy in which Damian Szifron takes into the lives of Díaz, a cop whose wife has cheated on him. He is living in a hotel feeling guilty about his wife's unfaithfulness, falling into depression he stops caring, running red lights just for fun, feeling sorry for himself. And Silberman, a Jewish shrink on probation, a leftist liberal who does not trust cops at all. He is told to accompany Díaz in his daily duties, unable to refuse due to the terms of his probation. Soon the situation reverts when Silberman himself finds out his wife is cheating on him, and ends up being comforted by the very person he was supposed to help, a person he did not trust at all in the beginning. A nuclear conspiracy, car thieves, international spies, a hysterical wife. Weird characters in a delightful comedy about friendship and heroism.",1
"I caught this movie late at night on cable, and I was pleasantly surprised. I can only imagine the reason this movie was not better known, is because the subject matter is very disturbing. But if you can handle the sexual abuse topic, it is a well acted, suspenseful and very interesting movie. Both Richard Gere and Claire Daines are very good in it. And although the subject matter is not for the faint of heart, the movie doesn't go out of its way to be brutal either (like 8mm for instance).<br /><br />I highly recommend it to anyone who enjoys serial killer and suspense type movies.",1
"I managed to grab a viewing of this with the aid of MST3K, and oh boy, even with the riffing this movie was excruciatingly bad. Imagine someone whose competence with a camera could be out done by a monkey.<br /><br />The highlights (what little there were) came from the special effects, which were ""OK"". The acting for the most part was also ""OK""; though nothing special, it was of a higher quality than other B-Movies I have seen in the past.<br /><br />The rest of this movie is dismally bad, The camera work often looks like they've just put the camera man on roller skates and pushed him along. The story (if it can be called that) is so full of holes it's almost funny, It never really explains why the hell he survived in the first place, or needs human flesh in order to survive. The script is poorly written and the dialogue verges on just plane stupid. The climax to movie (if there is one) is absolutely laughable.<br /><br />If you can't find the MST3K version, avoid this at all costs.",0
"That's right. A movie written, directed and produced by Fred Tepper and family. (Fred should have known better, having worked the sets of 'Titantic' and 'Dogma'.) <br /><br />So, the plot. There are some scientists, and some forest rangers, and a hot chick with huge fake breasts. They are all really bad at their jobs, including the hot chick(who I think is supposed to be a photographer, but who cares because she wears a bikini). One of the forest rangers comments that the scientists are ""professional people,"" which is good, because it would be horrible if they were professional grubs or jellybeans or Ewoks.<br /><br />They are hiking through the woods in search of some strange ape-like bones, and no one even once mentions that the bones just might be those of the infamous Bigfoot. They just wander around and one of the rangers unabashedly hits on the hottie. We all hope he dies real soon (along with his sister who's meant to be the cute naive one, but is really just annoying). Then they, *gasp*, find a Sasqu... I mean, Ape-like Animal Burial Ground. Of course, no mentions that it might just be Bigfoot bones they're messing with... I guess scientists and forest rangers just don't think about those types of things.<br /><br />Then Sasquatch and his tribe get really angry and kill all the people we dislike, chases the other losers away and buries his Great Aunt Muriel and Cousin Josh (who died in an unfortunate trout accident) all over again.<br /><br />Insipid, boring dialogue (I zoned out several times), inane plot, unlikable characters, bad CGI (a man in a monkey suit would look better), and acting that just wasn't very good all add up to make a movie I won't be watching again.<br /><br />You check it out though; it's good for some unintentional laughs.",0
"OK this movie was really ""unique"" shall we say. Carrie Fisher was by far the most talented in the movie, even though it is said she had a coke problem during the movie. but she said that she can't remember to much of it. well thats her excuse but whats everyone else's??? i can't imagine they all had a coke problem.whatever it wasn't all that bad i mean i guess the plot was OK and it had some pretty funny moments. although the part where the guy gets that thing shoved in his head was a little too violent for my taste. oh well i guess i was disappointed cause Carrie fisher is like so awesome and this movie did nothing for her.",0
"It's only 2 episodes into a 5 part drama, but I can already state that this is one of the best things I've ever seen. That's on TV, silver screen or even in real life.<br /><br />As a writer, it's so good it's almost demoralising! As a viewer it's so entertaining that I'm annoyed the episodes are over a fortnight instead of Monday to Friday. It's clear that all these negatives are actually positives.<br /><br />I'm a modern guy who previously turned over from TV dramas. In comparison to movies, TV dramas always seemed to be dated, quite tame, and well, generally boring! ""Five Days"" has really brought TV drama into the 21st Century, so for me at least, it's mind changing. Go watch it.",1
"I can't really condemn the movie because it does work. There is enough film noir elements to consider it a noir movie, but I think it's only just in the category.<br /><br />There's nothing sinister in this piece, and that's where the noir elements fail. Sure, the disease might be considered sinister, but I have a hard time seeing that. The movie hints at a darker side: Blackie may be trafficking human beings, the New Orleans police are only too willing to arrest a reporter, the specter of the plague hangs over all of the people in the movie... but those are really only hints.<br /><br />There's no attempt made to question Reed's motivations, as one with do with Marlowe or Spade, nor is there any attempt to bring a humans side to Blackie, which would make him even more contemptuous if the human trafficking was actually played out.<br /><br />That lack of depth is what fails the movie in the end.<br /><br />The story is decent, the acting is good, the writing and direction are well done... but there is nothing to make this a movie you should return to over and over. Worth watching once, maybe twice if you don't remember it from years ago, and then putting away.",1
"Fred Astaire and Ginger Rogers, Hollywood's premiere dance team, were usually dressed to the nines and gliding through elaborately exaggerated Art Deco sets in the 1930's. However, they go a bit more downscale for this 1936 outing, the fifth of their ten musicals together. This time, Astaire foregoes his top hat, white tie and tails to become a bubblegum-chewing sailor named ""Bake"" Baker; and Rogers plays dance hall entertainer Sherry Martin, who was Bake's partner - dancing and otherwise - before he enlisted. Consequently, unlike the mistaken identity ploys and romantic hesitancies prevalent in most of their previous pairings, they are already a couple from the film's outset.<br /><br />Directed by Mark Sandrich (who guided five of their pairings), the film bears a narrative similarity to 1935's ""Roberta"" in which they are but one of two couples featured in the storyline. In fact, Randolph Scott plays the other male lead in both films, this time as Bake's womanizing crewmate, ""Bilge"" Smith. He is partnered with not Irene Dunne (who understandably turned down this follow-up) but Harriet Hilliard. Just married to Ozzie Nelson in real life and decades before Ozzie & Harriet, Hilliard plays Sherry's spinsterish sister Connie who falls hard for Bilge. In the silly plot, she is given a makeover by a young, bleached blonde Lucille Ball, and there is s classic three-way shot of Hilliard, Ball and a kewpie-doll adorable Betty Grable in front of a mirror.<br /><br />Speaking of the story, what there is of one is credited to Allan Scott and Dwight Taylor and goes something like this...Bake and Bilge are on shore leave in San Francisco where they end up in a dance hall with their rowdy shipmates. Bake finds Sherry working there, while Bilge runs into Connie first when she comes in as a dowdy spinster and then showing up as a glamour girl. Romance blooms for both couples. Connie and Sherry inherit a steamer from their father, but they need money to keep it afloat. Multiple misunderstandings occur in both relationships, but it all works out when they turn the steamer into a theater and put on a fundraising musical revue. It's about as silly as it sounds, but it does provide a good excuse for some memorable Irving Berlin tunes and a trio of Astaire-Rogers dances.<br /><br />The first two are casual in tone - a dance contest set to the percolating ""Let Yourself Go"" where they show off mercilessly to win and a physical shipboard comedy routine set to the toe-tapping ""I'm Putting All My Eggs in One Basket"". However, their last dance is a classic return to formality with a melodramatic piece beautifully set to a stunning arrangement of ""Let's Face the Music and Dance"". Intriguingly, this movie contains not only an Astaire dance solo but the only time Rogers ever had a dance solo to herself in one of their movies, an energetic tap routine again set to ""Let Yourself Go"". Dressed in a creamy satin sailor outfit, she also sings the same song most winningly near the beginning of the film.<br /><br />Acting-wise, Astaire and Rogers are in typically zesty comic form here. While Scott plays his role with his trademark cock-eyed virility, Hilliard is an extremely dull presence, and as a former band singer, she performs two Berlin love songs in a frustratingly diffident manner. Regardless, the magic generated by Astaire and Rogers in their prime make this essential viewing. The 2005 DVD has several good extras beginning with a thirteen-minute featurette, ""Follow the Fleet: The Origins of Those Dancing Feet,"" about how Astaire and Rogers started to work together. There is also a live-action ""soundie"" called ""Melody Master: Jimmie Lunceford and his Dance Orchestra"", a poultry-themed cartoon called ""Let It Be Me,"" and the original theatrical trailer.",1
"You do realize that you've been watching the EXACT SAME SHOW for eight years, right? I could understand the initial curiosity of seeing strangers co-exist on an Island, but you'd think that after watching unkempt, stink-ladened heroes run roughshod through the bush with an egg on a spoon for half a decade would be enough to get you to commit to something a little more original (and interesting).<br /><br />And I'm not even speaking of the shows validity which for the record I find questionable. It's just hard to suspend disbelief for ""Bushy Bill"" eating a rat when the entire crew of producers and camera people are housed in an air conditioned make-shift bio-dome sipping frosty mochcinno's with moxy.<br /><br />What's the appeal here? I don't care about these people or their meandering lives. I just don't get it. But if you DO find yourself being captivated by hairy, unwashed people, I suggest you turn off your TV and just take a trip to your local bus station where you can see people like this in their TRUE habitat. They call them HOMELESS PEOPLE, and free of charge, you can sit back and marvel in their uncanny ability to retrieve various cigarette debris from a plethora of garbage canisters, eventually striking ""pay-dirt"" and fashioning a homemade Dr. Frankenstein-styled cancer-stick, all the while begging people for change for food when the stink of ""Aqua Velva"" on their breath is enough to suggest otherwise. And the best part? Much like Survivor, every week one member of the tribe ""Leaves"" the ""Island"" when they are unceremoniously sent packing to the local Institution when the frightening unmedicated state of full-blown schizophrenia kicks into gear! Now THAT'S ENTERTAINMENT!",0
"After seeing You've Got Mail and feeling disappointed, I decided to see the original movie which inspired this one, The Shop Around the Corner. I was amazed at this movie. It's a true gem and from this moment one of my favorite movies of all times. The acting is so perfect, the story is so beautiful, that if you haven't seen it, I wish to urge you to see it today. I'm not against re-makes and sometimes I like the new version more than the original one, but this time have to admit that You've Got Mail is a poor adaption of this classic. Don't miss it, go to your video store and rent The Shop Around the Corner today!",1
"I would have given it a one instead of a two, but I suppose it COULD have been worse. I guess the acting isn't all that bad, but the plot lacks anything even remotely close to interesting. It is a terrible movie!! TERRIBLE! Complete waste of time! I strongly suggest you do not watch this movie.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",0
"I was glad to watch this movie free of charge as I am working in the hotel industry and this movie came lately to our movie library. Nothing against low budget movies, but this movie has horrible acting and directing. How can a movie as this one ever be made. The director should be blacklisted, and for all the poor actors, it is for sure not a jumping board into a career. Please make sure that you'll not watch this movie, the acting is lame, the camera and directing awful. There are just a few more movies out there which deserve to be called the ""LOW 10"". Another example would be ""Dracula 3000"". People who make money with this movie should give it to charity, so at least it serves for a good reason. <br /><br />In this case I would watch it even another 10 (or at least one more time).",0
"This program didn't do it for me, although I'm a fan of the genre. The major factor that disappointed me was that there was not a single scene which was not dominated by the main character. This made it a bit two-dimensional and I gave up before the program was over.<br /><br />I was hoping to leave my critique there as I'm no movie critic, however, the guidelines on IMDb state that you must put in 10 lines of commentary. It did remind me of Hudson Hawk in the way the main character is in every single scene, and I would hope that the writers of this program could employ some more diversity to engage with the viewers. I don't doubt the talent of any of the cast and crew, it's just that after watching things like ""the wire"", I've come to expect great things from cop drama.",0
"This was in short a terrible disappointment. By far the worst adaptation of one of my favourite novels. The dialogue was horribly clumsy; I could sense no feeling behind the words expressed by the characters. The lines were delivered too hastily and felt rather out of place. They could just as well have been cited by statues. The chemistry between George C. Scott and Susannah York was non-existent and watching an American Rochester felt strange. He could have at least tried to do a British accent. I like George C. Scott as an actor, but this simply did not work. I felt like I was watching highlights from Jane Eyre, where the main pieces of the story had been randomly put together with no regard to the flow of the story. The scenery and music were all very nice, but I could feel none of the passion and love that is supposed to be between Jane and Rochester and the movie left me totally unmoved.<br /><br />If you want to see a good version of Jane Eyre I suggest you watch the 1983 BBC version with Timothy Dalton and Zelah Clarke or the 1997 version with Ciarán Hinds and Samantha Morton. Now these two are brilliant adaptations.",0
"Okay, 'enjoy' is a pretty relative term, but flexibility is in order when you're dealing with a filmmaker of James Glickenhaus' calibre.<br /><br />McBain is truly one of the most ridiculous, over the top action films I've ever seen, without the nasty edge of The Exterminator. Other reviews have commented on a suspension of disbelief regarding the film's heroic middle aged commandos, but how about making a film in the Philippines that is set in Colombia? All the extras are Filipino. In fact the only character who looks remotely Hispanic is good ol' Victor Argo as the much reviled 'El Presidente'! Oh yes, we also have Maria Conchita Alonso overemoting like crazy as a rebel leader. There are tons of explosions and bodies flying everywhere in this amusing paean to the glories of American imperialism.",0
"This story is a familiar one in the long-running Tom and Jerry cartoons, especially in the 1940s, the only difference being that two cats instead of one are threatened to be evicted if they don't catch the mouse (Jerry). Tom has an unnamed buddy (""Butch?"") living in the house with him, so this really upsets ""Mammy Two Shoes"" who can't believe that they have a mouse despite TWO cats in the house.<br /><br />Anyway, the one who catches Jerry can stay while the other gets the boot, so the competition is on!<br /><br />Even though it's familiar territory I still enjoyed this because the cartoon had enough original sight gags to make entertaining. You not only had the cats competing against each but Jerry in the equation as well, so there were enough good gags to definitely recommend if you are a Tom & Jerry fan.",1
"OK, the movie is good but I give it a 1 because the idea of a computer virus becoming an organic virus is pure fairy tale. This kind of crap just adds to those uncomputer savvy moron's paranoid delusions that a computer virus is exactly like an organic virus. First of all, strings of code and dozens of 1s and 0s add up to computer virus. An organic virus is much more complex, even though it's way tinier. Though, it's considered one of the simplest forms in the universe, organic virus's attach burrow into your cells and attach themselves to the RNA, then change your own RNA code. Explain to me how something like that could be processed from a monitor? Maybe the radiation has some effect on the user's cornea that turns your eyeballs into these viruses? I could see that, but obviously, the writer didn't think of that.",0
"There is a lot to like here. The actors are first rate and the script provides good dialog best capturing the ambiance of a tightly knit, likable family. However, for that reason the film does not ring true. We see Leo, who apparently just learned of his HIV positive diagnosis, essentially react in a way that is not in tune to the supportive atmosphere for which he finds himself. As well, the film ends somewhat abruptly avoiding what Leo, his brother and the rest of this close family must have dealt with in light of their love for him. The young actor who plays Leo's brother, Marcel, is impressive as generally is the rest of the cast. Unfortunately, the scriptwriters could not decide onwhether they wanted an insightful dissertation on the effects of HIV on a functional, appealing family or what the devastation HIV is on the victim - so it only hints at both. While this film provides food for thought it leaves the viewer wanting much more than it delivers.",0
"B Movie? Yes. DIY? Yes. First Movie? Yes. But Aestheically A+. This movie definitely had some bad sound/editing/lighting/acting/etc. etc. problems. However, this movie has many positive things about it. First off, the most annoying character dies first! Second, its made to be a parody/funny B Rated Horror movie. The comments our killer makes to his victims left me and my friends rolling around on the floor laughing.<br /><br />The problem is a lot of people try to take every independent movie and expect it to be a masterpiece. Take it for what it is, a bunch of kids right out of high school made their first movie. For what it is, just that, it is really good.",1
"Rene Clair's groundbreaking musical. If you want to see where songs first drove a story this is the place. This is the story of a starving young artist who finds he's won the lottery just as his creditors come calling. Unfortunately his ticket is in his coat, which is in his girlfriends apartment and has been given to an on the run convict who then... oh but that would be telling.<br /><br />This is a light and frothy story where much of the dialog is sung (most people think this didn't happen until Oklahoma or Andrew Lloyd Webber). Its the sort of movie that they don't make any more, and rarely did when they did. Its sound a film from the early days that plays like a movie from five or six years later. Clair moves his camera around in ways that not even Busby Berkeley was doing (though to be honest comparing the two film makers is unfair since Berkeley was doing essentially stage bound dance numbers and Clair was moving the camera through ""the real world""). Its an amazing little movie. and its a charming movie that will just make you smile. Its just a fluffy piece of enjoyment.<br /><br />I'm sorry I can't say more. Its just a nice little movie and thats really all you need to know.",1
