description,label
"Any provision of this Agreement which is illegal, invalid, prohibited or unenforceable in any jurisdiction shall, as to such jurisdiction, be ineffective to the extent of such illegality, invalidity, prohibition or unenforceability without invalidating the remaining provisions hereof and any such illegality, invalidity, prohibition or unenforceability in any jurisdiction shall not invalidate or render unenforceable such provision in any other jurisdiction.",Severability
"Neither the execution and delivery of this Agreement, nor the consummation of the transactions contemplated hereby, does or will violate any constitution, statute, regulation, rule, injunction, judgment, order, decree, ruling, charge or other restriction of any government, governmental agency, or court to which Releasor is subject or any provision of its organizational documents or other similar governing instruments, or conflict with, violate or constitute a default under any agreement, credit facility, debt or other instrument or understanding to which Releasor is a party. Releasor has consulted such legal, tax and investment advisors as it, in its sole discretion, has deemed necessary or appropriate in connection with the transactions contemplated hereby.",No Conflicts
"This Agreement, and any provisions hereof, may not be modified, amended, waived, extended, changed, discharged or terminated orally or by any act or failure to act on the part of Indemnitor or any Indemnified Party. Any such modification, amendment, waiver, extension, change, discharge or termination shall only be effective by an agreement in writing signed by the party against whom enforcement of any modification, amendment, waiver, extension, change, discharge or termination is sought. This Agreement constitutes the entire agreement between the parties with respect to the subject matter hereof. This Agreement is, and shall be construed to be, in addition to (and not in lieu of) any and all other duties, responsibilities, obligations and/or liability which Indemnitor may have to any of Indemnified Parties pursuant to the other Loan Documents or otherwise. To the extent, if any that the terms and conditions of this Agreement conflict with the terms and conditions of any of the other Loan Documents, the terms and conditions imposing the broader duties, responsibilities, obligations and/or liability on Indemnitor shall prevail.",Entire Agreements
"Upon the terms and subject to the conditions set forth in this Amendment No. 1, Lender hereby waives any Event of Default resulting from the failure to deposit Collections of Accounts received by Borrower in the account designated by Lender through December 6, 2016. This waiver shall be effective only in this specific instance and for the specific purpose for which it is given, and shall not entitle Borrower to any other or further waiver in any similar or other circumstances.",Waivers
"The Executive agrees to cooperate, at the request and expense of the Company, in the prosecution and/or defense of any claim or litigation in which the Company or any affiliate is involved on the Termination Date or thereafter that includes subject matter as to which the Executive has knowledge and/or expertise.",Cooperation
"Executive understands and agrees that money damages may not be a sufficient remedy for a breach by Executive of the provisions of Article 4 and that, in the event of any breach or threatened or attempted breach of any provision of Article 4 by Executive, the Bank shall, in addition to and not to the exclusion of any other rights and remedies at law or in equity, be entitled to seek and receive from any court of competent jurisdiction (i) full temporary and permanent injunctive relief enjoining and restraining Executive and each and every other Person concerned therein from the continuation of such violative acts and (ii) a decree for specific performance of the applicable provisions of this Agreement, without being required to furnish any bond or other security.  In the event of any litigation brought by either party to enforce rights under this Agreement, the prevailing party shall recover from the other party its reasonable attorneys’ fees and costs incurred in connection with such litigation.",Remedies
Capitalized terms used but not defined herein shall have the meaning s given to such terms in the Company’s 20 1 5 Omnibus Incentive Plan (the “Plan”) .,Definitions
"The parties hereto shall not assign this Agreement or their interest in the PSAs, in whole or in part, without the prior written consent of the other party, except to an affiliate. Neither Griffin, Tenant nor Subtenant (nor their applicable affiliates) shall assign their respective interests under the PSA without the prior written consent of the other party except (i) pursuant to the Assignment or (ii) with respect to a further assignment to an affiliate.",Assignments
"To the knowledge of the Parent Borrower, each of Holdings, the Parent Borrower and its Restricted Subsidiaries has filed or caused to be filed all other material tax returns which are required to be filed by it and has paid (a) all taxes shown to be due and payable on such returns and (b) all taxes shown to be due and payable on any assessments of which it has received notice made against it or any of its property (including the Mortgaged Fee Properties) and all other taxes, fees or other charges imposed on it or any of its property by any Governmental Authority (other than any (i) taxes, fees or other charges with respect to which the failure to pay, in the aggregate, would not have a Material Adverse Effect or (ii) taxes, fees or other charges the amount or validity of which are currently being contested in good faith by appropriate proceedings diligently conducted and with respect to which reserves in conformity with GAAP have been provided on the books of Holdings, the Parent Borrower or its Restricted Subsidiaries, as the case may be); and no tax Liens have been filed (except for Liens for taxes not yet due and payable), and no claim is being asserted in writing, with respect to any such tax, fee or other charge.",Taxes
"This Agreement shall be governed by and construed in accordance with the laws of the State of New Jersey, without reference to principles of conflict of laws that would result in the application of any law other than that of the State of New Jersey. In construing this Agreement, if any portion of this Agreement shall be found to be invalid or unenforceable, the remaining terms and provisions of this Agreement shall be given effect to the maximum extent permitted without considering the void, invalid or unenforceable provision.",Severability
"Neither (a) any assets of Sellers, including the Assets, nor (b) any funds to be used by Sellers with respect to the transactions contemplated pursuant to this Agreement, are, or at the Closing will be, pursuant to ERISA or the Code, considered for any purpose of ERISA or Section 4975 of the Code to be assets of a Plan. Sellers are not executing this Agreement nor will they be performing their obligations or exercising their rights or remedies under this Agreement on behalf of or for the benefit of any Plan. Neither the execution nor delivery of this Agreement by Sellers, nor the performance by Sellers of its obligations or the exercise of its rights or remedies under this Agreement, nor any transaction contemplated under this Agreement, is or will be a “prohibited transaction” within the meaning of Section 406 of ERISA or Section 4975 of the Code.",Erisa
"This Agreement, including Schedule 1 hereto, and the Plan contain the entire understanding of the parties with respect to the subject matter hereof and supersede all prior agreements, understandings and negotiations between the parties.",Entire Agreements
Each Participant shall be fully (100%) vested in his Account (including any subaccount) balance attributable to Deferral Elections at all times. Vesting with respect to Company Matching Contributions and other matching contributions credited as Ralcorp Amounts is described in Section 3.5.,Vesting
"Subtenant shall indemnify, protect, defend, and hold harmless Sublandlord and each of its affiliates, partners, members, directors, officers, employees, and agents, from and against any and all claims, suits, demands, liabilities, damages and expenses of every kind and description, including reasonable attorneys’ fees and costs, arising from or in connection with (i) Subtenant’s use of the Sublease Premises or the conduct of its business therein; (ii) any activity performed or permitted by Subtenant or any of its affiliates, partners, members, directors, officers, employees, agents, contractors or licensees in or around the Building; (iii) any Event of Default; or (iv) the willful misconduct or negligent acts or omissions of Subtenant or any of its affiliates, partners, members, directors, officers, employees, agents, contractors, or licensees. Sublandlord shall indemnify, protect, defend, and hold harmless Subtenant and each of its affiliates, partners, members, directors, officers, employees, and agents, from and against any and all claims, suits, demands, liabilities, damages and expenses of every kind and description, including reasonable attorneys’ fees and costs, arising from or in connection with (i) Sublandlord’s breach of this Sublease or the Master Lease after the expiration of any applicable notice and cure period or (ii) the gross negligence or willful misconduct of any Sublandlord Party within the Sublease Premises.",Indemnity
"Upon the 30 th day following the Executive’s receipt of notice of the Company’s termination due to Disability (as defined in this Section); provided that , the Executive has not returned to full-time performance of her duties within thirty (30) days after receipt of such notice. If the Company determines in good faith that the Executive’s Disability has occurred during the term of this Agreement, it will give the Executive written notice of its intention to terminate her employment.  For purposes of this Agreement, “ Disability ” shall occur when the Board determines that the Executive has become physically or mentally incapable of performing the essential functions of her job duties under this Agreement with or without reasonable accommodation, for ninety (90) consecutive days or one hundred twenty (120) nonconsecutive days in any twelve (12) month period. For purposes of this Section, at the Company’s request, the Executive agrees to make himself available and to cooperate in a reasonable examination by an independent qualified physician selected by the Board.",Disability
The Committee will keep or cause to be kept accurate and complete books and records.,Records
"The Borrower and its Subsidiaries have filed all United States federal tax returns, and all other tax returns, required to be filed and have paid all taxes, assessments and governmental charges or levies due pursuant to such returns or pursuant to any assessment received by the Borrower or any Subsidiary, except such taxes, if any, as are being contested in good faith and for which adequate reserves have been provided. No notices of tax liens have been filed and no claims are being asserted concerning any such taxes, assessments and governmental charges or levies, which liens or claims could reasonably be expected, individually or in the aggregate, to have a Material Adverse Effect. The charges, accruals and reserves on the books of the Borrower and its Subsidiaries for any taxes or other governmental charges are adequate.",Taxes
"The Borrower shall apply, concurrently with the making of the Incremental Term A-3 Facility Loans, the proceeds of the Incremental Term A-3 Facility Loans and the New Senior Notes, without differentiation, to (a) repay the Borrower’s existing Senior Unsecured Notes, (b) repay the Term A-3 Facility Loans held immediately prior to the effectiveness of this Fourth Amendment by certain non-consenting Lenders, (c) repay outstanding revolving loans under the Revolving Facility to the extent of available proceeds and (d) pay fees and expenses in connection with the Transactions.",Use Of Proceeds
"All indemnities set forth herein including, without limitation, in Sections 1.10 2.10 , 1.11 2.11 , 2.06 3.06 , 4.04 5.04 , 12.06, 13.01 and 13.06 shall, subject to Section 13.15 (to the extent applicable) survive the execution, delivery and termination of this Agreement and the Notes and the making and repayment of the Loans.",Survival
"By the issuance of a Letter of Credit (or an amendment to a Letter of Credit increasing the amount thereof) and without any further action on the part of the Applicable Issuing Bank or the Revolving Lenders, the Applicable Issuing Bank hereby grants to each Revolving Lender, and each Revolving Lender hereby acquires from the Applicable Issuing Bank, a participation in such Letter of Credit equal to such Lender’s Pro Rata Percentage of the aggregate amount available to be drawn under such Letter of Credit. In consideration and in furtherance of the foregoing, each Revolving Lender hereby absolutely and unconditionally agrees to pay to the Administrative Agent, for the account of the Applicable Issuing Bank, such Lender’s Pro Rata Percentage of each LC Disbursement made by the Applicable Issuing Bank and not reimbursed by the Borrower on the date due as provided in paragraph (e)  of this Section, or of any reimbursement payment required to be refunded to the Borrower for any reason. Each Revolving Lender acknowledges and agrees that its obligation to acquire participations pursuant to this paragraph in respect of Letters of Credit is absolute and unconditional and shall not be affected by any circumstance whatsoever, including any amendment, renewal or extension of any Letter of Credit or the occurrence and continuance of a Default or reduction or termination of the Commitments, and that each such payment shall be made without any offset, abatement, withholding or reduction whatsoever.",Participations
"Assuming that the consents referred to in clauses (a) and (b) of ‎Section 5.5 are obtained, the execution and delivery by such Commitment Party of this Agreement and each other Transaction Agreement to which such Commitment Party is a party, the compliance by such Commitment Party with all of the provisions hereof and thereof and the consummation of the transactions contemplated herein and therein (a) will not conflict with, or result in breach, modification, termination or violation of, any of the terms or provisions of, or constitute a default under (with or without notice or lapse of time or both), or result in the acceleration of, or the creation of any Lien under, any Contract to which such Commitment Party is party or is bound or to which any of the property or assets or such Commitment Party are subject, (b) will not result in any violation of the provisions of the certificate of incorporation or bylaws (or comparable constituent documents) of such Commitment Party and (c) will not result in any material violation of any Law or Order applicable to such Commitment Party or any of its properties, except in each of the cases described in clauses (a) or (c), for any conflict, breach, modification, violation, default, acceleration or Lien which would not reasonably be expected, individually or in the aggregate, to prohibit or materially and adversely impact such Commitment Party’s performance of its obligations under this Agreement.",No Conflicts
"All notices, approvals and other communications required or permitted to be given under this Agreement shall be in writing and shall be validly served or given if delivered in person, electronically (with read receipt acknowledgment), mailed by first class mail (registered or certified, return receipt requested), or overnight air courier with proof of delivery (i) if to the Companies, at 2717 Commercial Center Blvd., Suite E200, Katy, TX 77494 (Attn: Christy Hyett) and (ii) if to you, at your home address as such address may appear on the records of the Companies, or to such other address as such party may hereafter specify in written notice to the other party.",Notices
"Subject to applicable law, Executive will be provided indemnification but on terms no less favorable than provided to any other Company executive officer and subject to the terms of any separate written indemnification agreement as well as the Company’s charter.",Indemnifications
"If a Change in Control occurs, the Participant will be immediately 100 percent vested in his Account and the earnings credited with respect thereto as of the date of such Change in Control.  Any Supplemental or Discretionary Contributions credited to the Participant’s Account and any earnings credited with respect thereto after the date of a Change in Control will continue to vest in accordance with the vesting schedule set forth in subsection (a) hereof.",Change In Control
"Upon and after any increase in the aggregate Commitments pursuant to this Section 2.19 , the representation and warranties contained in Sections 4.04(a)  and ( b ) shall be deemed to refer to the financial statements furnished most recently prior to the Increase Effective Date, pursuant to Section 5.01(b)  and (a) , respectively.",Warranties
All amounts due under this Section 11.3 [Expenses; Indemnity; Damage; Waiver] shall be payable not later than ten (10) days after demand therefor.,Payments
"GUARANTOR AND (BY ACCEPTANCE OF THIS GUARANTEE) THE COMPANY HEREBY WAIVES, TO THE FULLEST EXTENT PERMITTED BY APPLICABLE LAW, ANY RIGHT IT MAY HAVE TO A TRIAL BY JURY IN RESPECT OF ANY SUIT, ACTION OR OTHER PROCEEDING ARISING OUT OF THIS GUARANTEE .",Waiver Of Jury Trials
"Each Lender as of the Closing Date represents and warrants as of the Closing Date to the Administrative Agent and the Joint Lead Arrangers and their respective Affiliates, and not, for the avoidance of doubt, for the benefit of the Company or any other Loan Party, that such Lender is not and will not be (i) an employee benefit plan subject to Title I of ERISA; (ii) a plan or account subject to Section 4975 of the Code; (iii) an entity deemed to hold “plan assets” of any such plans or accounts for purposes of ERISA or the Code; or (iv) a “governmental plan” within the meaning of ERISA.",Erisa
"Executive shall be entitled to twenty (20) vacation days per calendar year, accruing in accordance with the Company’s vacation policy. Executive may carry over up to a maximum of 200 hours of annual leave (including sick pay) at any time, and any unused vacation time beyond that will be forfeited.",Vacations
"As used in this Agreement, unless the context otherwise requires: (a) the terms defined herein will have the meanings set forth herein for all purposes; (b) references to “Section” are to a section hereof; (c) “include,” “includes” and “including” are deemed to be followed by “without limitation” whether or not they are in fact followed by such words or words of like import; (d) “writing,” “written” and comparable terms refer to printing, typing, lithography and other means of reproducing words in a visible form; (e) “hereof,” “herein,” “hereunder” and comparable terms refer to the entirety of this Agreement and not to any particular section or other subdivision hereof or attachment hereto; (f) references to any gender include references to all genders; and (g) references to any agreement or other instrument or statute or regulation are referred to as amended or supplemented from time to time (and, in the case of a statute or regulation, to any successor provision).",Construction
"Notwithstanding anything in this Agreement or the Plan to the contrary, in the event that a Change in Control occurs, outstanding Options will terminate upon the effective time of such Change in Control unless provision is made in connection with the transaction for the continuation or assumption of such Options by, or for the substitution of equivalent options, as determined in the sole discretion of the Committee, of, the surviving or successor entity or a parent thereof. In the event of such termination, (i) the outstanding Options that will terminate upon the effective time of the Change in Control shall, immediately before the effective time of the Change in Control, become fully exercisable, (ii) you will be permitted, immediately before the Change in Control, to exercise the Options, and (iii) the Committee may take any of the actions set forth in Section 9(a) and 9(b) with respect to any or all of the Options. Implementation of the provisions of the immediately foregoing sentence shall be conditioned upon consummation of the Change in Control.",Change In Control
"The Option Term shall expire on the tenth anniversary of the Grant Date (the “ Term ”). The Option shall vest and become exercisable in              [equal] installment[s] on [each of]                      ([each a] “ Vesting Date ”); provided, however, that the Option shall only vest and become exercisable with respect to a whole number of Shares on each Vesting Date and the Company shall accordingly allocate such vesting across the Vesting Dates as evenly as possible. Except as otherwise provided herein, the Option may be exercised on or following the applicable Vesting Dates with respect to the vested portion, as long as such exercise occurs prior to the expiration of the Option as provided in this Agreement and the Plan.",Terms
"Upon the occurrence of any Event of Default, (a) the entire unpaid balance of principal of the Notes, together with all accrued but unpaid interest thereon, and all other Indebtedness owing to Lender by Borrower at such time will, at the option of Lender, become immediately due and payable without further notice, demand, presentation, notice of dishonor, notice of intent to accelerate, notice of acceleration, protest or notice of protest of any kind, all of which are expressly waived by Borrower, (b) Lender may, at its option, cease further Advances under any of the Notes, (c) reduce any claim to judgment, and (d) exercise any and all rights and remedies afforded by any of the Loan Documents, or by law or equity or otherwise, as Lender will deem appropriate.  All rights and remedies of Lender set forth in this Loan Agreement and in any of the other Loan Documents may be exercised by Lender at its option and in its sole discretion, upon the occurrence of an Event of Default.",Remedies
"Commencing on the second anniversary of the Funding Date and continuing on the last day of each three-month period thereafter until the Term Loan Maturity Date, the Borrower shall pay to the Bank installments of principal as set forth on the amortization schedule annexed to the Note as Schedule I; provided , however , that the final principal installment shall be in an amount equal to the aggregate principal amount, plus accrued unpaid interest to date, of the Term Loan outstanding on the Term Loan Maturity Date. Commencing on the last day of the first Interest Period after the Funding Date and on the last day of each Interest Period thereafter, the Borrower shall pay to the Bank interest as provided in Section 4.1 on the unpaid principal amount of the Loan.",Interests
"THIS AGREEMENT AND THE NOTE SHALL BE A CONTRACT MADE UNDER AND GOVERNED BY THE INTERNAL LAWS OF THE STATE OF ILLINOIS APPLICABLE TO CONTRACTS MADE AND TO BE PERFORMED ENTIRELY WITHIN SUCH STATE, WITHOUT REGARD TO CONFLICT OF LAWS PRINCIPLES.",Governing Laws
"This Amendment shall be dated as of and shall be binding, effective and enforceable upon the date of satisfaction of all conditions set forth in Section 4 hereof, and from and after such date this Amendment shall be binding upon the Borrowers, each Lender and the Administrative Agent, and their respective successors and assigns permitted by the Credit Agreement.",Effective Dates
"This Plan may be executed in several counterparts, each of which shall be deemed to be an original but all of which together shall constitute one and the same instrument.",Counterparts
"The proceeds of the Loans made under this Agreement will be used by the Borrower for general corporate purposes. None of such proceeds will be used, directly or indirectly, in violation of the Margin Regulations. The Borrower will not request any Borrowing or Letter of Credit, and the Borrower shall not use, and shall procure that its Subsidiaries and its or their respective directors, officers, employees and agents shall not use, the proceeds of any Borrowing or Letter of Credit (A) in furtherance of an offer, payment, promise to pay, or authorization of the payment or giving of money, or anything else of value, to any Person in violation of any Anti-Corruption Laws, (B) for the purpose of funding, financing or facilitating any activities, business or transaction of or with any Sanctioned Person, or in any Sanctioned Country, in violation of applicable law or regulation, or (C) in any manner that would result in the violation of any Sanctions applicable to any party hereto.",Use Of Proceeds
"This Amendment Number Nineteen may be executed by each of the parties hereto on any number of separate counterparts, each of which shall be an original and all of which taken together shall constitute one and the same instrument.",Counterparts
"Tenant represents and warrants that it has not dealt with any broker or agent in the negotiation for or the obtaining of this Amendment and agrees to reimburse, indemnify, save, defend (at Landlord’s option and with counsel reasonably acceptable to Landlord, at Tenant’s sole cost and expense) and hold harmless Landlord and its affiliates, employees, agents, contractors, lenders, and mortgagees for, from and against any and all cost or liability for compensation claimed by any such broker or agent employed or engaged by it or claiming to have been employed or engaged by it.",Brokers
"The Company will, and will cause each of the Subsidiaries to, comply with all laws, rules, regulations and orders of any Governmental Authority applicable to it or its property, including, without limitation, all Environmental Laws, Anti-Corruption Laws and applicable Sanctions Laws, except where the failure to do so, individually or in the aggregate, could not reasonably be expected to result in a Material Adverse Effect.",Compliance With Laws
"The Borrower will use the proceeds of the Term B Loans, after the Second Amendment Effective Date, (x) to repurchase in a tender offer, redemption, defeasance, satisfaction and discharge or other repayment  (the “ Note Refinancing ”) all or a portion of the Borrower’s outstanding 3.875% Senior Notes due 2018 (the “ Existing Notes ”), and (y) to pay fees and expenses in connection with the foregoing and the other transactions contemplated herein and, to the extent that any such proceeds are remaining after giving effect to the transactions, the Borrower may use such proceeds for general corporate and working capital purposes .",Use Of Proceeds
"Notwithstanding the vesting schedule [and Performance Goals] provided in paragraph (a), if the Employee's employment with the Employer terminates as a result of the Employee's death [prior to the end of the applicable Performance Period], 100% of the unvested Restricted Stock Units shall vest as of the date of the Employee's death.",Death
"The Company presently intends to use the net proceeds from the Offering to fund the ongoing development of pipeline products, for working capital and other general corporate purposes.",Use Of Proceeds
"Executive acknowledges and agrees that the terms and provisions of this Agreement shall not be divulged or disclosed by Executive except as set forth herein. Executive further acknowledges and agrees that the Company may disclose the existence and terms of this Agreement, as well as the circumstances to which it relates, as required by applicable laws and regulations, including without limitation, rules and regulations of the U.S. Securities and Exchange Commission (the Company shall use its best efforts to provide Executive with advance copies of such disclosure, to the extent practicable). Notwithstanding the foregoing, nothing in this paragraph or its subparts shall prevent the following disclosures of this Agreement by Executive: (i) Executive may disclose the terms of this Agreement to his attorneys, immediate family members, and tax advisors, and (ii) Executive shall be permitted to disclose the terms of this Agreement as required by any court of competent jurisdiction or government agency. Other than the exceptions set forth in this Section, Executive agrees this Agreement shall not be voluntarily introduced as evidence in any proceeding or in any lawsuit unless required by law or court order or to enforce the terms of this Agreement. Executive covenants and agrees that this confidentiality agreement is contractual and its terms are material to this Agreement.",Confidentiality
"(a) The Borrower agrees to pay to each Lender (other than any Defaulting Lender), through the Administrative Agent, on the date that is the last Business Day of March, June, September and December in each year and on the date on which the Revolving Facility Commitments of all the Lenders shall be terminated as provided herein, a commitment fee (a “ Commitment Fee ”) on the daily amount of the applicable Available Unused Commitment of such Lender during the preceding quarter (or other period commencing with the Closing Date or ending with the date on which the last of the Commitments of such Lender shall be terminated) at a rate equal to the Applicable Commitment Fee. All Commitment Fees shall be computed on the basis of the actual number of days elapsed in a year of 360 days. The Commitment Fee due to each Lender shall commence to accrue on the Closing Date and shall cease to accrue on the date on which the last of the Commitments of such Lender shall be terminated as provided herein.",Fees
"This Agreement may be executed in multiple counterparts, each of which shall be considered an original document.",Counterparts
"Each provision of this Agreement shall be considered severable, and if for any reason any provision that is not essential to the effectuation of the basic purposes of the Agreement is determined by a court of competent jurisdiction to be invalid or unenforceable under existing or future applicable law, such invalidity shall not impair the operation of or affect those provisions of this Agreement that are valid. In that case, this Agreement shall be construed so as to limit any term or provision so as to make it enforceable or valid within the requirements of any applicable law, and in the event such term or provision cannot be so limited, this Agreement shall be construed to omit such invalid or unenforceable provisions.",Severability
"The Buyer is a Delaware limited liability company duly incorporated, validly existing and in good standing under the applicable Laws of Delaware and has all requisite corporate power and authority to carry on its business as it is now being conducted in all material respects. The Buyer is duly licensed or qualified and (where applicable) in good standing as a foreign corporation in each jurisdiction in which the ownership of its property or the character of its activities is such as to require it to be so licensed or qualified, except where the failure to be so licensed or qualified would not reasonably be expected to have a material adverse effect on the Buyer’s ability to timely complete the transactions contemplated herein.",Existence
"This Agreement may be executed by the parties in separate counterparts, each of which when so executed and delivered shall be deemed an original, but all such counterparts shall together constitute but one and the same instrument. A telecopy or facsimile transmission of a signed counterpart of this Agreement shall be sufficient to bind the party or parties whose signature(s) appear(s) thereon.",Counterparts
"This Amendment may be executed in several counterparts, each of which shall be deemed an original, but all of which taken together shall constitute one and the same agreement, it being understood that all of the parties need not sign the same counterpart. This Amendment may be delivered by facsimile transmission or electronic mail with the same force and effect as if originally executed copies of this Amendment were delivered to all parties hereto.",Counterparts
"Each Stock Award shall be evidenced by a written agreement, in form approved by the Administrator which shall be subject to the following express terms and conditions and to such other terms and conditions as the Administrator may deem appropriate. Stock Awards may be granted singularly or in combination with an Option.",Terms
"On the first day of each Calendar month beginning on February 1, 2017 (each such date, a “ Payment Due Date ”), the Company shall make a payment to the Holder in the amount of $50,000 of Principal plus all accrued and unpaid Interest outstanding under this Note as of such payment date by wire transfer of immediately available funds to the account listed on Schedule I hereto (or to any other account specified by the Holder to the Company in writing) to be received on or before such Payment Due Date.",Interests
"This Agreement may be executed in two or more counterparts, each of which shall constitute an original, but all of which, when taken together, shall constitute but one instrument, and shall become effective when one or more counterparts have been signed by each party hereto and delivered to the other party. Facsimile signatures shall be deemed originals for all purposes hereunder.",Counterparts
"This Agreement constitutes the entire agreement among the parties hereto with respect to the subject matter hereof and supersedes and cancels any and all prior agreements and understandings, both written and oral, among them relating to the subject matter hereof, except as otherwise specifically provided herein.",Entire Agreements
"Unless required by Law or the rules of any stock exchange upon which the relevant party’s securities are listed, (in which case each of Purchaser and the Company, or following the Closing, the Sellers’ Representative shall, to the fullest extent permitted by Law, consult with the other party prior to any such disclosure as to the form and content of such disclosure), (a) from and after the date hereof until the Closing, no announcements to the employees, customers or suppliers of the Business or other releases of information related to this Agreement or the transactions contemplated hereby, and (b) from and after the date hereof (through the Closing Date), no press releases or other public disclosure related to this Agreement or the transactions contemplated hereby, in each case, will be issued or released without the consent of both Purchaser and the Company, or following the Closing Date, the Sellers’ Representative, except as reasonably necessary for the Company to obtain the consents and approvals of third parties contemplated by this Agreement.  Notwithstanding the foregoing, (i) Purchaser shall be permitted to issue a press release or otherwise make any public announcement or filing of or concerning this Agreement or the transactions contemplated hereby; provided, that Purchaser provides the Sellers’ Representative a reasonable opportunity to review such press release or other public announcement or filing and considers in good faith any comments thereto, (ii) this Section 8.2 shall not apply to any press release or other public disclosure made by the Company or the Purchaser which is consistent with prior disclosure and does not contain any information relating to the transactions contemplated hereby that has not been previously announced or made public in accordance with the terms of this Agreement and (ii) after the public announcement of the Merger, the Sellers’ Representative shall be permitted to publicly announce that it has been engaged to serve as the Sellers’ Representative in connection with the Merger as long as such announcement does not disclose any of the other terms of the Merger or the other transactions contemplated herein. The parties hereto acknowledge that following the date hereof, that certain mutual confidentiality agreement by and between the Company and Purchaser, dated as of January 16, 2017 (the “ Confidentiality Agreement ”), shall survive the termination of this Agreement and shall remain in full force and effect in accordance with its terms.  The terms of the Confidentiality Agreement shall continue in full force and effect until the Closing, at which time such Confidentiality Agreement shall terminate.",Confidentiality
"The Borrower will, and will cause each of its Subsidiaries to, do or cause to be done all things necessary to preserve, renew and keep in full force and effect (a) its legal existence and good standing in its jurisdiction of organization and (b) the rights, qualifications, licenses, permits, privileges, franchises, governmental authorizations and intellectual property rights material to the conduct of business of the Borrower and its Subsidiaries, and maintain all requisite authority to conduct its business in each other jurisdiction in which its business is conducted, except, in the case of this clause (b), as could not reasonably be expected to have a Material Adverse Effect; provided that the foregoing shall not prohibit any merger, consolidation, liquidation or dissolution permitted under Section 6.03.",Existence
The Company does not have any subsidiaries.,Subsidiaries
"Interest hereunder on each Prime Rate Loan shall be due and payable on the last calendar day of each month during the term hereof (each a “ Prime Rate Payment Date ”), commencing on December 31, 2017. Interest hereunder on each LIBOR Loan shall be due and payable on the last day of each Interest Period applicable to such LIBOR Loan; provided , however , that in the case of any Interest Period greater than three (3) months in duration, interest shall be payable at three (3) month intervals after the commencement of the applicable Interest Period and on the last day of such Interest Period. Bank shall, at its option, charge such interest, all Bank Expenses, and all Periodic Payments against any of Borrower’s deposit accounts. Any interest not paid when due shall be compounded by becoming a part of the Obligations, and such interest shall thereafter accrue interest at the rate then applicable hereunder.",Payments
"Except as otherwise expressly provided in this paragraph, the parties agree that the terms and conditions of this Separation Agreement are and shall be deemed to be confidential and hereafter shall not be disclosed to any other person or entity. The only disclosures excepted by this paragraph are (a) as may be required by law; (b) the parties may tell prospective employers the dates of the E XECUTIVE ’s employment, positions held, the E XECUTIVE ’s duties and responsibilities and salary history with the C OMPANY ; (c) the E XECUTIVE is able to disclose Sections 9 and 10 of the Employment Agreement, as referenced herein, to potential or future employers; (d) the parties may disclose the terms and conditions of this Separation Agreement to their attorneys, accountants, tax advisors, and/or any other person necessary to enforce such terms and conditions; and (e) the parties may disclose the terms and conditions of this Separation Agreement to their respective spouses, if any, provided, however, that the E XECUTIVE makes the E XECUTIVE ’s spouse aware of the confidentiality provisions of this paragraph and the E XECUTIVE ’s spouse agrees to keep the terms of this Separation Agreement confidential.",Confidentiality
"Unless otherwise noted, capitalized terms used in this Appendix A shall have the same meanings ascribed to them in the Plan.",Defined Terms
"Amyris maintains insurance policies with reputable insurance carriers who are financially solvent. Amyris has not received written notice that such policies are not in full force and effect, and all premiums due on such policies have been paid and Amyris is otherwise in compliance in all material respects with the terms of such policies.",Insurances
"This Agreement, including the appendices hereto, contains and comprises the entire understanding and agreement between Executive and SHO and fully supersedes any and all other prior agreements or understandings between Executive and SHO (including Executive’s Executive Severance Agreement dated August 2, 2012 between Executive and Sears Holdings Corporation, which had been assigned to, and assumed by, SHO), in each case with respect to the subject matter contained herein, and may be amended only by a writing signed by (a) one of the Vice President of Human Resources or the Vice President, General Counsel and Secretary (or equivalent) of SHO and (b) Executive.",Entire Agreements
"The transactions contemplated by this Agreement are unique. Accordingly, each of the Company and the Investor acknowledges and agrees that, in addition to all other remedies to which it may be entitled, each of the parties hereto is entitled to seek a decree of specific performance, provided that the party seeking specific performance is not in material default hereunder. The Company and the Investor agree that, if for any reason a party shall have failed to perform its obligations under this Agreement, then the party seeking to enforce this Agreement against such nonperforming party shall be entitled to specific performance and injunctive and other equitable relief, and the parties further agree to waive any requirement for the securing or posting of any bond in connection with the obtaining of any such injunctive or other equitable relief. This provision is without prejudice to any other rights that any party may have against another party for any failure to perform its obligations under this Agreement, including the right to seek damages for a breach of any provision of this Agreement, and all rights, powers and remedies available (at law or in equity) to a party in respect hereof by the other party shall be cumulative and not alternative or exclusive, and the exercise or beginning of the exercise of any thereof by a party shall not preclude the simultaneous or later exercise of any other rights, powers or remedies by such party.",Specific Performance
