description,label,llm_labeled_successfully,llm_label,llm_confidence
"This, for lack of a better term, movie is lousy. Where do I start......<br /><br />Cinemaphotography - This was, perhaps, the worst I've seen this year. It looked like the camera was being tossed from camera man to camera man. Maybe they only had one camera. It gives you the sensation of being a volleyball.<br /><br />There are a bunch of scenes, haphazardly, thrown in with no continuity at all. When they did the 'split screen', it was absurd. Everything was squished flat, it looked ridiculous.<br /><br />The color tones were way off. These people need to learn how to balance a camera. This 'movie' is poorly made, and poorly done.<br /><br />The plot - You got to be kidding. If I was an SS agent, I'd sue the producers. looked like the Marks Brothers with radios and guns. Sutherland was in his '24' mode - I can see this for free. Eva Longoria would have been better with a little less on, and a lot more showing. As an action bimbo she wasn't much.<br /><br />I couldn't see a real plot, other than Douglas boinking the Presidents wife. Never did say why the mercenaries were trying to kill the pres. I just don't see the President of the United States running for his life in the utility tunnels of a building, like a rat in a maze. p-l-e-a-s-e.<br /><br />Hollywood is dead. This movie is the proof. I like 'the big screen'. Have since I was a kid. Many more 'movies' like this and I'll quit going. Whats the matter Hollywood, made so many chick flicks, forget how to make a real movie? If I owned a theater, I'd start running the old movies. The one with real actors, good story lines - and good Cinemaphotography.<br /><br />This 'movie' is a dog. Don't waste your time or money on it. I rate this 'movie' a zero! Douglas isn't suited for this role. I can over look his age, but his just is to much of a wimp to carry this off.",Negative,yes,Negative,0.9997739582670163
"I don't believe they made this film. Completely unnecessary. The first film was okay. But there was no need for a sequel, certainly not after a television series that was already a sequel to the first film. This film feels like a soap-opera. The writing is so bad, it's utterly simple. The jokes don't come across, the acting is flat, it's shot like a soap, it lacks any direction. The first film had a good emotional spine behind it. Every character had a little arc. It was very simple then but somehow it worked and I could see the merit of that film. But this time around, there is no cohesive story-line. The characters are dull stereotypes and nothing interesting happens. One good thing: the Brazilian boy who plays Axel Daeseleire's son is pretty well cast. That was their one moment of creative success on this film. I hear they already shot a second television series as a sequel to 'Team Spirit 2' but please God, don't let them make a third feature installment...",Negative,yes,Negative,0.9997721317557796
"I picked this title up from a friend who had it sitting in his exhaustive DVD/Video/Laserdisc collection, so luckily I didn't personally have to pay for it. I had an inkling that it would be a bad film, but I KNOW what a truly bad film is after watching greats like Children Shouldn't Play With Dead Things and The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies, and now there is truly nothing that fazes me unless it is astoundingly bad.<br /><br />Solar Crisis is bad, but it doesn't reach that sweet spot of absolute pain that some movies are at.<br /><br />Anyway, the general plot is that the sun is about to unleash a huge solar flare towards the earth that will essentially destroy it. In order to counter-act this imminent threat, humanity has assembled a spaceship and crew whose duty it is to fire an antimatter bomb (which the opening describes as ""the biggest explosive ever"") into the sun, which through some convoluted sci-fi logic will cause the flare to shoot out at a different angle, leaving earth unharmed.<br /><br />Never mind that what I have just described to you sounds like a bad episode of the original Star Trek. Even with an ensemble cast (Charlton Heston, Peter Boyle, and Jack Palance), Solar Crisis can barely manage that level of mediocrity, thanks to a plot that starts simple, yet becomes increasingly nonsensical as time wears on.<br /><br />The crowning achievement of this debacle of a movie is the addition of a villain character (played by Boyle) who insists on sabotaging the mission. Through means that are never explained, he sends an evil minion with an embarrassingly bad haircut to exercise some sort of vague electronic mind control over the space crew's genetically engineered scientist, played by female lead Annabel Schofield. Why is he sabotaging the mission? Because by his moronic viewpoint, he believes the flare won't happen and that when it doesn't, he will become fabulously wealthy because he has dug his evil claws into the stock market. In effect, you have a villain with the most absurdly stupid motivation imaginable.<br /><br />The film's plot becomes amazingly convoluted and develops very slowly, in time tapping the use of characters who have only vague or uselessly brief roles in the storyline. I could sit here and explain in detail precisely what happens to demonstrate the sheer inability of the screenwriter to make a plot that actually clicks or holds your attention, but I am sitting here writing this review on Microsoft Word and I know for a fact that this would take three pages, and I would only succeed in losing your interest. But then again, you would probably get the same effect from watching the film.<br /><br />Anyway, the film is miserably bogged down with exceedingly poor dialogue. Imagine if all that ever happened on the Star Trek Enterprise was that the characters spewed sci-fi jargon back and forth at each-other. Yes, I know, they already do that, but imagine if that's ALL they did, and that they used said jargon to set up vague and near-nonsensical scenes that produce no excitement, tension, or interest in the viewer whatsoever.<br /><br />This is best exemplified at the point when a character in a Zero-G environment screws a bolt back onto a metal box before proceeding to cry in agony for a couple of minutes before suddenly exploding. The script alludes previously to the character risking an explosion, but doesn't bother to give any solid answer as to why or how this occurs, nor why he can't really escape. In totality, you have a sorry cross between the bizarre and the laughable.<br /><br />Then we have several scenes where dramatic build-up leads to nothing. Jack Palance's performance is wasted on a character that serves only to drive the boy hero (don't ask) around the desert, before getting roughed up and killed by a bunch of suits. On his death-bed, Palance finally tells our boy hero his last name (while wearing a horrible bruised makeup job that makes it look like somebody put a balloon under his eyeball), which he kept quiet about before. Colonel Travis J. Richards. The boy repeats it quietly after he expires, giving viewers the impression that the name is of some significance later on in the film. Perhaps Charlton Heston's grizzled admiral character knows him and the plot will advance thereby once his name is repeated. Something. Anything.<br /><br />Nope. Sorry. Any hopes you have will be dashed when this moment turns out only to be another of many pathetic, failed attempts at creating dramafor a character so flat and hackneyed that it will forever be a stain on Palance's career, just as those of the rest of the cast are similarly marred.<br /><br />Completing the film is a painfully abrupt ending featuring Schofield piloting the bomb into the center of the sun in an effort to redeem her deeds while under the villain's spell, a climax which features another of the film's considerably well-done visual effects sequences that, even for the visibly elaborate care put into them, still always manage to make the film look just as chintzy as it really is. The saddest part about this film is the obviously large budget, tragically wasted on a stinker of a script and a supporting cast behind Boyle, Heston, and Palance that manage to nail the coffin shut with pure over-acting.<br /><br />Grade: D-",Negative,yes,Negative,0.999747205305698
"Well well well. As good as John Carpenter's season 1 outing in ""Masters of Horror"" was, this is the complete opposite. He certainly proved he was still a master of horror with ""Cigarette Burns"" but ""Pro-Life"" is perhaps the worst I have seen from him.<br /><br />It's stupid, totally devoid of creepy atmosphere and tension and it overstays it's welcome, despite the less-than-an-hour running time. The script is nonsense, the characters are irritable and un-appealing and the conclusion is beyond absurd.<br /><br />And for those suckers who actually bought the DVD (one of them being me); did you see how Carpenter describes the film? He's actually proud of it and he talks about it as his best work for a long time, and he praises the script. And in the commentary track, where he notices an obvious screw up that made it to the final cut, he just says he didn't feel it essential to rectify the mistake and he just let it be there. I fear the old master has completely lost his touch. I sincerely hope I'm proved wrong.<br /><br />I want to leave on a positive note and mention that the creature effects are awesome, though. Technically speaking, this film is top notch, with effective lighting schemes and make up effects.",Negative,yes,Negative,0.9997878532083138
"Here is a favorite Tom & Jerry cartoon perfect for Halloween. I know it dosen't have much creepiness, but has the 'trick' as in ""Trick or Treat,"" as Jerry did to Tom with the window blind and the vacuum-cleaner with a collared-shirt hanging on it to make it like a ghost; but still like to put it on my list of Halloween cartoons. In this short, Tom was listening to the ""Witching Hour,"" a ghost-story program on the radio, and being frightened by the horror story being told. Halfway into the story, the dramatics (hair standing on end, heart leaping into throat, icy chills on spine) begin happening to Tom . . . literally. And Jerry has been observing the whole thing and laughing to himself, thought he highen Tom fears by scaring him.<br /><br />I love the ending, it was a little funny. And you know, This short is the first of four cartoons in which Tom attacks Mammy Two Shoes; the others being The Lonesome Mouse, A Mouse in the House and Nit-Witty Kitty. And also This short is the first of twenty-five cartoons where Tom speaks. The others are The Lonesome Mouse, The Zoot Cat, The Million Dollar Cat, The Bodyguard, Mouse Trouble, The Mouse Comes to Dinner, Quiet Please!, Trap Happy, Solid Serenade, Mouse Cleaning, Texas Tom, Mucho Mouse, and The Cat Above and the Mouse Below directed by Chuck Jones.",Positive,yes,Positive,0.9997336640657137
"A teenager who seems to have it all commits suicide. It leaves his family and his best friend (Keanu Reeves) asking a lot of questions...and blaming themselves.<br /><br />Good idea, badly handled. For starters this HAS been done before 1988--mostly in TV movies and After School Specials. Aside from some swearing and dialogue (hence the PG-13 rating) this added nothing new. The outcome is predictable and Reeve's attempts at acting were truly painful to watch. He's good NOW but not in 1988. Aside from that his character was dressed like a slob and always looked so dirty is was hard to build up sympathy.<br /><br />That aside the movie is dull. I saw every scene coming and every ""surprise"" was telegraphed. I basically couldn't wait for this thing to get over.<br /><br />I have a vague recollection of seeing it in a theatre in 1988 and hating it (it bombed BADLY). It still looks lousy almost 20 years later. The subject is worth handling but it's been done better (with better acting) in countless other movies. ""Ordinary People"" comes to mind. You can skip this one.",Negative,yes,Negative,0.999799500379236
"This movie is a blatant attempt by the left in Hollywood to portray Reagan's administration as incompetent and bungling. Some mistakes may have been made at the time of the crisis, but I'm sure not to the extent portrayed in this lame movie. My first reaction was that this movie had to have been directed by Oliver Stone, but I was wrong this time. There are apparently many others.",Negative,yes,Negative,0.9998827333164417
Ariauna Albright is a really good actress but why she participated in this lame written travesty is a mystery. What could have been entertaining winds up as classic boredom. The unique thing about Ariauna is that she can act as well as look real sexy as opposed to her partner Lilith Stabs who looks fine but it is obvious she spent the money for acting school at the spa or beautician. This was a production that cried out for some T & A & with a imaginative script writer could have achieved it in the flow of things. However Ariauna does what she can under the circumstances & to a extent salvages her reputation. The Tempe company should be aware that when you dress two attractive women in skimpy fetish cop uniforms the viewers will expect some fetish play & T & A. Nough said.,Negative,yes,Negative,0.9990095939314955
"I doubt this will ever even be a cult film. I loved Gram Parsons to be sure and I did not expect much out of this film and got even less. What could have been clever and moving was campy. It was devoid of the music that made Gram and had more filler than cheap dog food. There was no background on Gram or the colorful people of that era. The characters shown were not familiar to me even as a fan of Gram's and all the versions of his ""afterlife adventures"" I have heard. Rock and roll is full of tales, good ones too but they should taken with a grain of salt. They can be great stories even though exaggerated. However, this movie took a good story and turned into tripe. Stealing any dead body and the ensuing implications should never be a dull tale but they made it dull, somehow. I am tempted to steal every copy of Grand Theft Parsons, head out to the desert and burn them all.",Negative,yes,Negative,0.9998297913145755
"Well, I have to say, this movie was so bad that I would have walked out if i didn't have to review it for work. ANd the worst part is, I wanted to see it so badly that I drove all over the city, paid $10 parking two times because the newspaper listings were wrong. Vince Vaughn plays the guy he always does -- the only time I've seen him play someone else was in that movie with John Travolta. Anyways, the plot has potential -- it sounded great in the preview, but it is filled with totally ridiculous, predictable, weak plot turn points. And I was hoping that this would be one Christmas movie where Christmas DIDN""t have to be saved, and that Santa didn't need a replacdmetn, but nope. The only cool part was the sleigh rides, and the little bladck kid was the best character. I'm sure this movie would be great for young kids, but for adults it's so lame that it's chore to sit through.",Negative,yes,Negative,0.9998376017704204
"I just got the UK 4-disc special edition of Superman 1 for about $5. The additional stuff includes the 1951 feature Superman and the Mole-Men. So I slapped it into the DVD player last night, and here are my findings.<br /><br />Some initial disappointment - I hadn't checked, and I think I had it mentally tagged as one of the Kirk Alyn serials. I'm not a huge fan of George Reeves as Superman, and I hadn't seen anything other than the odd clip of Kirk Alyn - but hey ho, never mind.<br /><br />This black and white production runs for less than an hour. It has the feel of a couple of episodes of one of Reeves' early TV series, a two-parter, put together for cinema release, although IMDb says it was filmed as a cinema release in advance of the first TV series. In any event, it's an odd choice for reasons I'll get to later. I'm of an age where I recall TV and movie productions which are limited to one or two locations and sets, so there were no major surprises here. Even so, for a low budget movie, this one is REALLY low budget.<br /><br />The story concerns the small town of Silsby - population 1,430 - which, puzzlingly, is also home to the world's deepest oil well (6 miles). The story opens with the well's foreman hurriedly taking steps to close the well down. This conflicts with the arrival of Metropolis reporters Kent and Lane to report on the well, at the behest of the oil company. As Clark is sniffing out the fact that the drill has emerged into a radioactive cavern 6 miles down, a couple of odd little guys (small in stature, big in head, black in jumpsuit, and bushy in eyebrow) emerge from the capped-off drillshaft, and start mooching round town with puzzled expressions on their faces.<br /><br />A deep breath now, here is the remaining plot of the picture. The little guys scare some kids, so Jeff Corey (playing the town's rampant xenophobe) incites some pals to kill these ""creatures"". Superman steps in (moderately ineffectually) and catches one of the little guys who has been shot and takes him to the local hospital. Corey's pals burn down the shack the other little fellow has hidden in and assume he is killed, but he escapes and legs it down the shaft. Corey incites a lynch mob (despite the sheriff arresting him) to hang the hospitalised Mole-Man. Superman stops them entering the hospital and takes the injured chappie to the shaft to return him to his fellows. A total of 4 Mole-Men emerge with a weapon of some sort which they fire at Jeff Corey (I call this an Aargh! gun because its sole effect seems to be to make Corey go ""Aargh!"") and Superman saves him. He immediately changes his ways because of amazement at Superman saving him after the way he has behaved, the Mole-men go back down the shaft. The end.<br /><br />Despite the film only being an hour long, there is an inordinate amount of creeping around, bewareing and pursuing - I have left out all the ""Mole-Man 1 creeps from A to B, looking out to make sure no-one is following him"" stuff. The Mole-Men are never engaged in any way whatsoever - they have no dialogue - they just turn up, get persecuted, and go back. They do look a little creepy, but they are hardly the bug-eyed monsters that the town's reaction implies.<br /><br />Reeves is quite a good Clark Kent - very much a hard-nosed reporter, much more so than Phyllis Coates' rather indifferent Lois Lane. But he is a terrible, terrible Superman. Not only does he not look the part (at least his hair is dyed black in this, which is an improvement from the rather light hair he sported in some of the TV episodes), the way he plays it is all wrong in my book. I'm sure he was told to ""strike the pose"" (which Superman does constantly), but someone should have told him that it should be fists on hips, not fists on ribs. And he plays Superman as a rather strict and touchy schoolteacher - he doesn't actually wag his finger in remonstration, but he may as well have done.<br /><br />And Superman does a huge amount of walking around (I say a huge amount - he isn't actually in it all that much), and a bit of running. He takes off and lands a couple of times, but isn't seen in flight at any point. Oh, some bullets bounce off him, and he uses telescopic vision as Clark, but with no accompanying visual effect. In fact, visual effects are conspicuous by their absence, and the few which are present aren't very good.<br /><br />I've tried to consider this effort by reference to the standards of the time: but even by those standards I think it's a pretty threadbare effort. Thankfully, production standards on the TV series were higher, and at least they took the trouble to come up with stories which had a bit more to them.<br /><br />Something of a disappointment - I shan't be watching it again.",Negative,yes,Negative,0.9997736864443105
"Space Camp, which had the unfortunate luck to be planned around the time of the Challenger accident, deserves such luck. The ""stars"" make a mockery of acting, Lea Thomson actually being turned sideways, when asked for more than her usual wide-eyed innocent smile, presumably to mask her risible attempts. The movie is at times hilarious, when it begins to ask far too much of you. A small boy keeps a multi-million dollar robot in his closet which breaks when given too many commands by the hordes of cliched dorm-mates. This hackneyed and unlovable machine, ""Jinx"", is a major player in the ridiculous premise of the movie, which seems part Short Circuit, part 2001 by the Airplane team. I shan't bore you with this, suffice it to say you can only laugh when faced with it. Having said all of this, it is enjoyable to watch, in a SeaQuest, Saved by the Bell kind of way. The romance and technology, beware, are as unbelievable as each other. Also, if you're an eighties freak, its unmissable for the amusing performances of Kate Capshaw (Willie from Temple of Doom) and, obviously, Lea Thompson. Also, Joaquin Phoenix puts in a dodgy turn as a sort of wannabe Goonie who befriends Jinx. Do not go near this movie if you are not a fan of trash.",Negative,yes,Negative,0.9917346687614002
"If you have read the book - do not set your hopes high, if you have not - go read it, and never watch the film. It is strange to learn that Toby Young was actually involved a lot in the writing of the script (as he claims himself in the post script of the book). Because the film is very different from the book.<br /><br />What the film seems to be aiming at - taking a rather thought provoking and entertaining piece that combines philosophical ideas with plain funny sarcasm and simplifying it so that everyone would understand it - it achieves with perfection. The film is full of bad and cheap jokes suitable for a sitcoms, and has lost any meaningful message that it could have had.<br /><br />You are better off not seeing it.",Negative,yes,Negative,0.9997905165347258
"Maybe the movie itself isn't one of the best Jackie Chan's movies, but I think everybody will agree with me that the mall fight was one of the best fighting scenes ever made. There also was some memorable stunts, which were so impressive that they made this movie an action classic. This movie influenced many other action movies and I think that nowadays action movie makers should learn from this film (like they could remake that chase scene, I thing with modern technologies they could make it even better). There also were some funny scenes which made this movie enjoyable even when Jackie wasn't fighting. Althou I think they could put more fighting scenes in this film.",Positive,yes,Positive,0.9998948765268796
"I've always liked this John Frankenheimer film. Good script by Elmore Leonard and the main reason this wasn't just another thriller is because of Frankenheimer. His taut direction and attention to little details make all the difference, he even hired porn star Ron Jeremy as a consultant! You can make a case that its the last good film Roy Scheider made. I've always said that Robert Trebor gave just a terrific performance. Clarence Williams III got all the publicity with his scary performance and he's excellent also but I really thought Trebor stood out. Frankenheimer may not be as proud of this film as others but it is an effective thriller full of blackmail, murder, sex, drugs, and real porno actors appear in sleazy parts. What can you say about a film that has Ann Margaret being shot up with drugs and raped? A guilty pleasure to say the least. Vanity has a real sleazy role and a very young Kelly Preston makes an early appearance. A classic exploitive thriller that shouldn't be forgotten.",Positive,yes,Positive,0.9997463782553003
"You gotta love the cheesy low budget movies. This one comes complete with bad effects, props and bad acting (really bad). Plus, every time I see Mercedes McNab (the sister) I keep thinking 'Watch out! She's a vamp!""- for those that know Buffy/Angel.<br /><br />A perfect example of what happens when someone with bad taste and wants to waste money making a flick, the little that was spent of course. I don't know if I feel more sorry for the writer of the movie or the producer who didn't make back any money.<br /><br />I'd say it's good for little kids in it's simplicity, but I don't know if I'd want to subject a kid to it...<br /><br />umm...1/10 because that's the lowest it will go.",Negative,yes,Negative,0.9998569979103737
"The music of Albeniz pervades this film. Once and a while it is played with original instrumentation (e.g. piano, but never full orchestra), but often it is re-worked with various contemporary ensembles (e.g.guitar) and treatments (e.g. jazz piano). Only occasionally is the music the sole focus of the film: the vast majority of the time the music is set to various dances, often flamenco, but not always. I would guess that there are 1214 scenes, which are not united by a plot. Not all scenes will reach the heights for an individual viewer. In my case about half reached the pinnacle, though all the rest were in their own way very fine. Those that worked for me moved me to goose-flesh aesthetic delight; indeed, the final scene left me weepy with joy. And in some very magical way it brings you deep into Spanish culture. If you don't like subtitles, don't worry. The film is virtually wordless, though each scene carries a title of an Albeniz piece. Seeing this very beautiful film sharpens my complaint that virtually none of the films of Saura are available on DVD in the USA. I am thinking here particularly of his flamenco version of ""Carmen,"" a spectacular work of art that is available in Europe but not here (European DVD's won't play on American DVD players). This is a scandal.",Positive,yes,Positive,0.9997316871901887
"Another case of a decent DVD case betraying the shot-on-video quality of the film. <br /><br />It wasn't that bad. Rochon does a serviceable job and Damn! the cast is good looking. I've never seen that many musclebound guys hang out together on a regular basis. This movie really wanted to make you think Rochon was the killer, but it was not to be. My biggest problem with the film was that by the end, I didn't much care who was the killer, and the real killer made little sense, since it was out of the blue and the filmmakers were thinking 'ha, betcha didn't see that one coming, sucker!'. Yeah, there were continuity errors about (mainly with ms. Rochon's ever-changing wardrobe), but for an indie slasher it's not that bad. I was pretty sure at the beginning it was just a thinly veiled excuse for girls to go topless, but that was just a gimmick. The dialog was overly think and painful at times.<br /><br />Just don't have high expectations going into this, and it won't be that bad. And Lloyd Kaufman's cameo is wonderfully understated.",Negative,yes,Positive,0.9853186041082667
"Fot the most part, this movie feels like a ""made-for-TV"" effort. The direction is ham-fisted, the acting (with the exception of Fred Gwynne) is overwrought and soapy. Denise Crosby, particularly, delivers her lines like she's cold reading them off a cue card. Only one thing makes this film worth watching, and that is once Gage comes back from the ""Semetary."" There is something disturbing about watching a small child murder someone, and this movie might be more than some can handle just for that reason. It is absolutely bone-chilling. This film only does one thing right, but it knocks that one thing right out of the park. Worth seeing just for the last 10 minutes or so.",Negative,yes,Negative,0.9868413104266562
"I like movies about morally corrupt characters, but this was too much. The acting wasn't great, but that wasn't the real problem. The issue was the sinking feeling I got in the pit of my stomach about 20 minutes into the film. These characters were hollow. They had almost no depth, and what little they did have was devoted to the cruelty they displayed to each other in the guise of friendship. Exploring the darker sides of a set of characters can be fascinating, but you have to give those characters actual personalities or they are just cardboard cutouts. These characters were cardboard and the picture they gave was just ugly.",Negative,yes,Negative,0.999892928418591
"Let me first state that while I have viewed every episode of StarTrek at least twice, I do not consider myself a Trekker or Trekkie. Those are people who live in their parents basement and attend conventions wearing costumes with pointed rubber ears. I gave this movie a seven casting aside the fiction historical errors. The acting was better than average, but the plot held no surprises. They tried very hard to reverse engineer the technology but still the special effects were just to great a temptation. Now as to the historical errors, if you call them that, the first Capitan to pilot the Enterprise was Commander April, then Capt. Pike, Jim Kirk, etc.. According to a statement made by both Riker and Kirk we dicovered the Klingons and educated them and gave them the technology (that's the reason a prime directive was created) but like I said these are no reason to discredit this fine series. I hope the plots will get deeper, and then special effects can take a backseat.",Positive,yes,Positive,0.9997968132520572
"A few summer space campers actually were accidently sent into space by a robot. And the oxygen in ship was running short. They had to sent someone to a space station to get the gas tanks, etc, etc.<br /><br />First of all, this movie's plot is not possible in real life. But it gives a warm feelings of anything is possible if you set your heart in.<br /><br />It is amazing to see those young actors who still look about the same after so many years. (I saw this movie for the first time in the year of 2000, it was filmed in 1986) There are quite a few people in that movie who are still working in Hollywood.<br /><br />The view was great from outer space. It does not look unreal. It is about 2 hours long, it runs so fast that you won't even notice. You know that it is not real, but you just get sucked into it until the end.<br /><br />Overall, it is a good family movie.<br /><br />",Positive,yes,Positive,0.999806928035901
"Of course, ""Flatley"" is already not exactly the ideal name for a dancer, but I think Michael is really pushing the irony envelope with this new title: ""Feet of Flames"" <br /><br />One really can't resist recommending Desenex Foot Spray to the retiring (and clearly, ailing) Flatley.<br /><br />I might add that, much like that cheering London crowd (per review below), I too am enthusiastic about this being his last live performance.<br /><br />""Hinting that it may be his last live performance, Flatley is cheered on by an enthusiastic London crowd."" ~ Perry Seibert, All Movie Guide",Negative,yes,Negative,0.9852227870472786
"This is an excellent, heartbreaking movie. It is by far the best I've seen that depicts the current reality in Latin America...kidnappings, corruption, ruthless and greedy police officials and heartless mayhem towards innocent victims. Denzel Washinton gives the most moving performance in his career, in my opinion. Dakota Fanning is an amazing young actress. The relationship between Washington and Fanning is wonderfully written and portrayed, I believed every minute. The cast is brilliant, Christopher Walken, Mickey Rourke are great as always. Walken lights up the screen for me like no other actor. I would have loved to see more of both of them. The authentic locations are remarkable. The camera work is interesting and different. There are many famous Latin actors in the cast, making it all the more interesting for people familiar with Latin American cinema. I highly recommend this movie.",Positive,yes,Positive,0.9998174061025619
"This is really a great unknown movie.Perfect dialogue without the typical clichés.This movie relied on the actor's talent and it was pulled off.It even had a little bit a comedy in it,but it wasn't overdone.Once in the Life is what a crime drama is supposed to be,not the typical special affects garbage with sex thrown in.I especially loved the interracial aspects of it all.<br /><br />Now onto the actors themselves. Laurence Fishburne was superb at playing a career petty criminal.It's a shame that he's only allowed to show his talent in his own movie. Titus Welliver was fabulous as Fishburne's junky half-brother. Eamonn Walker added flavor to the already perfectly spiced film. Paul Calderon was perfect as a grease monkey/drug lord.I loved his acting since ""King of New York"". But the best acting in this film came from Gregory Hines and Michael Paul Chan,who were paired perfectly as two of Calderon's henchmen.<br /><br />Once in the Life is for sure a keeper. ****1/2* out of *****.",Positive,yes,Positive,0.9997167185829599
"Not the best of the films to be watched nowadays. I read a lot of reviews about Shining and was expecting it to be very good. But this movie disappointed me. The sound and environment was good, but there was no story here. Not was there a single moment of fright. I expected it to a horror thriller movie, but there was no horror no thriller. The only scene where I got scared was during the chapter change scene showing ""Wednesday"". There are lots of fragments i the movie. Most of the things are left unexplained with nothing to link it to anything. The story does not tell us about the women or other scenes that is shown. Might be a good movie to watch in the 80's, but not for the 21st century.",Negative,yes,Negative,0.9998666759314636
"""The Shop Around the Corner"" is one of the great films from director Ernst Lubitsch. In addition to the talents of James Stewart and Margaret Sullavan, it's filled with a terrific cast of top character actors such as Frank Morgan and Felix Bressart .They're the type of character actors that Hollywood sadly no longer employs. In fact, the film itself is the kind of movie that Hollywood doesn't make anymore. (The makers of ""You've Got Mail"" claim their film to be a remake, but that's just nothing but a lot of inflated self praise.) Anyway, if you have an affection for romantic comedies of the 1940's, you'll find ""The Shop Around the Corner"" to be nothing short of wonderful. Just as good with repeat viewings. Enjoy!",Positive,yes,Positive,0.9998365994468248
"****Excellent<br /><br />***Good<br /><br />**Fair<br /><br />*Poor<br /><br />`Go Ahead, make my Day!' <br /><br />The fourth picture in the series is directed by Eastwood himself (Who was rumored of directing most of Magnum Force) and he brings back the violent society from the first two films. However, the film still lacks impact and believability. This film was released in the early `80s, the time of Regan and the young republicans. The premise of a raped woman taking vengeance on her rapist doesn't appeal to this time frame. This plot would have been better for the Enforcer, which actually would have made it a good movie. What Sudden Impact needed was a plot like in Wall Street but with Dirty Harry in the middle. <br /><br />RATING: 3 STARS",Positive,yes,Negative,0.9997564649806683
"No, I'm not joking around. If you ever, EVER, have the chance to see this movie see it. If you need chop off your arm to see it, see it. It's worth it.<br /><br />Fatty Drives The Bus is unlike any film you've ever seen. It takes trash cinema and elevates it to a work of art. While it contains poor shots, idiotic characters, bad dialogue, strange acting, and cinematography that belongs on public access in Iowa, it actually succeeds in its goal as a film. It strives to be the dumbest, strangest, most inane movie you've ever seen. And boy does it ever succeed.<br /><br />I will lay out the plot for those of you who worry about such things (the filmmakers obviously didn't), but really you needn't pay too much attention because the entire film's plot is presented in a very long piece of text played before the opening credits. In any event, FDTB (as its admirers call it) is the story of a bus tour through Chicago, which is led by Satan. You see, Jesus is in town, and all the passengers on the bus are supposed to die, and all their souls would have gone to hell, except with Jesus in town, a lackey in hell calls off the job, and this angers Satan because, well he doesn't like looking like a fool in front of the guy, so he decides to get the people on the bus to sign over their souls to him directly, but he's a devil, so he needs to disguise himself, otherwise, who'd go on a tour with him right, so he disguises himself as Roger and he gets on the bus, where the driver is never referred to by name, but he is kind of fat, so I guess he's Fatty. The bus (and the riders) are on a collision course with wackiness!<br /><br />Examples of some lunacy: The title repeats on the screen 3 times. I don't know why. A character appears on the bus in mid-trip without explanation or introduction, and occassionally sits next to the others, and they look at her like she doesn't belong. I don't know why. Two characters fall in love and exchange longing glances, that are really the same shots repeated over and over again. I don't know why. After Satan gives a minute long monologue about transforming into human form a title card flashes ""Satan is going to transform."" I don't know why. One character is a woman who is very obviously a man in drag, and is referred to by other characters as ""the glamorous Bridget."" I don't know why.<br /><br />If there was one good thing that came out of my internship at Troma last summer it was getting my own copy of Fatty Drives The Bus.",Positive,yes,Positive,0.9997787099041326
"The lovely Eva Longoria Parker plays Kate, who dies after an ice angel crushes her before the ""I do's"" with fiancé Henry(Paul Rudd). After two years Henry has yet to move on and his sister Chloe(Lindsay Sloane)is very concerned. Chloe arranges for Henry to talk with an attractive psychic Ashley(Lake Bell). Ashley is to contact Kate's spirit hoping to help Henry get on with his life. When the psychic starts getting attracted to Henry, Kate's ghost appears to nip the romance in the bud. There are some funny situations; but if you've seen the trailers you have seen the substance of the film. Also in the cast: Stephen Root, Jason Biggs, William Morgan Sheppard and Wendi McLendon-Covey. I personally thought that Bell stole the show from Parker. And Biggs as usual a pain in the butt. Still this movie was over-hyped.",Negative,yes,Negative,0.9982575069788391
"I thought I should qualify my position after reading other reviews. The movie is not great, but it has a lot of great elements. The lighting and scenes along with the camera work are great. The story is slow and weak, but entertaining. The acting is bad, but no worse than you will find on the SyFy Channel. The music is pretty good and the gore is good. It has the great Leather Face in the film and is produced by Bruce Campbell. I watched the complete movie and while mostly predictable, it was still enjoyable. The women are attractive enough and the lead actor does a good job of being brooding and creepy. The movie was remarkably clean for a modern film and the violence appropriate for children 13 and up. There was no sex scenes. I gave it 7 out of 10 and I think that is fair. I would watch it again if I had nothing better to do. The gay sounding angel was the most annoying aspect of the film, the devil is quite creepy.",Positive,yes,Positive,0.999819495178356
