description,label
"Oh, I heard so much good about this movie. Went to see it with my best friend (she's female, I'm male). Now please allow me a divergent opinion from the mainstream. After the first couple of dozen ""take off your clothes,"" we both felt a very strange combination of silliness and boredom. We laughed (at it, not with it), we dozed (and would have been better off staying in bed), we were convinced we had spent money in vain. And we had. The plot was incoherent, and the characters were a group of people about whom it was impossible to care. A waste of money, a waste of celluloid. This movie doesn't even deserve one out of ten votes, but that's the lowest available. I'm not sure why this movie has the reputation that it does of being excellent; I don't recommend it to anyone who has even a modicum of taste or intelligence.",Negative
"What the F*@# was this I just watched? Steven STOP!! Please! This movie is insatiably bad and silly. In a bizarre departure from action and adventure, Mr. Seagal is now fighting (obviously) wish-they-were-vampire 'like' creatures with super human strength.? OK? Oh, and their eyes blink sideways in an inhuman way? Wow! Even still in this movie however, to quell Seagals have-to-have-the-last-punch-and-no-one-can-kick-my-a$$ ego, HE is somehow stronger than they are. However all of the average humans are getting crushed all around him. Come on, I can understand the big mouth neighborhood bully or drug dealer, but these are super human strength people. Oh and get this, Seagal goes through a brief sting of identity issues, because apparently he and his cohorts in the film think he is Wolverine! Oh My GO... And worst than all of that! Yes, there is a worse than that. He has a voice over even changing voice in mid sentence while we are looking at his face. They obviously sound nothing like him and I believe it may be one of the other actors in the film. It was pure madness. Although I wanted to turn it off I always watch a movie to he end. This is an all time low even for your direct to video movies Steven. Awful! Awful! Awful! Two thumbs down! Redemeption qualities? Well I guess so, I will be fair in that aspect. At least some of the special effects were OK, and I like the choice of wardrobe for the actors and actresses. The women all were quite attractive IMO. Still, and I said STILL, it does not make up for the blatant X-Men, Underworld, (insert your favorite zombie, vampire movie here) rip off! The director, writer, producer, ALL should be bansihed & exile from the movie business. I think I feel the way that most people feel about Blood Rayne (and just about all other Uwe Boll pictures) about this film. That's my whole $1.00 on this film. View if you dare.",Negative
"What a thrill ride! Twisted and thought provoking. Once again, Sharon Stone pulls off her drop dead gorgeous, spellbinding character of author Catherine Tramell impeccably. The original Basic Instinct takes place in San Francisco. The sequel takes place in London, where Catherine has now relocated. Both bustling cities known for excitement, haute couture ~ and a perfect place for someone like Catherine Trammel to take residency. David Morrisey, (""Derailed""), plays the smooth role of psychiatrist Dr. Michael Glass. The character David Thewlis plays as Roy Washburn with Scotland Yard, is a refreshing departure from his role as Lupin in the Harry Potter series. Flashy cars, designer clothes, sex, drama, humor,tension, - all of the ""basic instincts."" Mind bending throughout. Great screenplay. From the climactic opening scene to the surprise ending, this film is anything but boring! Everyone in the theater was glued to the screen.",Positive
"People don't seem to be giving Lensman enough credit where its due. A few issues have been overlooked which are key to understanding the Lensman experience.<br /><br />The Year: For the year it was made in (1984) Lensman features some of the most stunning effects I've ever seen. As a person who watches a lot of early 80's animation Lensman is unique in it's use of what appears to be computer-generated imagery at a time when computers were extremely primitive. Kim's battle against the geometric cutter pods in the laser maze can be taken as an excellent example of this. Every time I watch that I have to keep repeating to myself that it was 1984 when it was made.<br /><br />The Soundtrack: Lensman has one of the most insane soundtracks that I've heard, and this mad hysterical beat permeates every corner of the film. Lensman borrowed heavily on two western mistakes and managed to somewhat deal with the first one - the need to fill in every second of silence in a film with music and the need for a heroine. While the music is attuned well and galvanizes scenes such as the motorcycle battle in the Thionite Factory on Radelyx, the heroine theme fails due to the sheer annoyance value of Chris. It's interesting to note that the constant music thwarted my attempts at noise removal when I was archiving lensman over from analog tape to digital format - since there wasn't a single second of silence available to use as a reference point.<br /><br />Western Influences: Helmut - sounds like ""helmet"" and has roughly the same voice as Darth Vader. Clarissa Fairborn - has the same hairstyle as the princess of SW and her name sounds suspiciously similar to Marissa Fairborn of Transformers. Takes over Han Solos role by flying the ship and having some technical expertise. Buzzkirk - a definite improvement on Chewbaka. The lens - a nice concrete copy of the force that comes across less as a chance to preach Christianity at the audience than in the original SW. While the force relied on belief far more than concentration, the lens is a pure concentration tool. Theoretically, anyone could wield the lens. The lens is far more limited than the Force - being purely a defensive/offensive weapon.<br /><br />Technology: The boskone alliance have interesting meatball sponge ships. They look like stormtroopers only with red uniforms instead of white. The idea of a DNA weapon was nice if only it had been developed. The Galactic Alliance looked like Starblazers (or whatever it was called - that 60's series where they were battling the Xylons). There weren't enough ship to ship battles for me - this is much improved upon in the second Lensman film.<br /><br />Finally a note on Worzel. This character is a unique and very interesting character-design who fortunately continues on to the second film.<br /><br />",Positive
"Stage adaptations often have a major fault. They often come out looking like a film camera was simply placed on the stage (Such as ""Night Mother""). Sidney Lumet's direction keeps the film alive, which is especially difficult since the picture offered him no real challenge. Still, it's nice to look at for what it is. The chemistry between Michael Caine and Christopher Reeve is quite brilliant. The dynamics of their relationship are surprising. Caine is fantastic as always, and Reeve gets one of his few chances to really act.<br /><br />I confess that I've never seen Ira Levin's play, but I hear that Jay Presson Allen's adaptation is faithful. The script is incredibly convoluted, and keeps you guessing. ""Deathtrap"" is an enormously entertaining film, and is recommended for nearly all fans of stage and screen.<br /><br />7.4 out of 10",Positive
"I dont know why people think this is such a bad movie. Its got a pretty good plot, some good action, and the change of location for Harry does not hurt either. Sure some of its offensive and gratuitous but this is not the only movie like that. Eastwood is in good form as Dirty Harry, and I liked Pat Hingle in this movie as the small town cop. If you liked DIRTY HARRY, then you should see this one, its a lot better than THE DEAD POOL. 4/5",Positive
"Lensman is a rather lesser-known Anime gem from Toho and MK studios.It's loosely based on the novel,but it reminds me more of the game ""Metroid"".<br /><br />If you want to see this,see it in Japanese with Subtitles or just plain Japanese.The English dubbed version was almost cropped and edited to death.<br /><br />There is not much new,despite the fact that it's the 1st animated feature to combine CG-graphics with hand-drawn animation,but it's fun to watch,nevertheless.",Positive
"Castle of Blood is a good example of the quality work in the horror genre being turned out in Italy in the 60s. The film has all of the right elements - old dark house, atmosphere, a decent story, and Barbara Steele. Steele makes most any film worth seeing.<br /><br />The story concerns a haunted castle. People have visited, but none have returned. Our hero makes a wager that he can spend the night in the castle and return to collect his winnings. But, the night he visits is a special night. It's the night each year when the dead return to relive their deaths.<br /><br />The only flaw I see in the movie is the running time. It almost feels padded. There is a large portion of the first act where literally nothing happens. Our hero stumbles around in the dark finding nothing of interest. But once he does find something, the movie picks up and become quite enjoyable.<br /><br />Castle of Blood is a definite must for Steele fans and fans of Italian Gothic horror in general.",Positive
"Well...tremors I, the original started off in 1990 and i found the movie quite enjoyable to watch. however, they proceeded to make tremors II and III. Trust me, those movies started going downhill right after they finished the first one, i mean, ass blasters??? Now, only God himself is capable of answering the question ""why in Gods name would they create another one of these dumpster dives of a movie?"" Tremors IV cannot be considered a bad movie, in fact it cannot be even considered an epitome of a bad movie, for it lives up to more than that. As i attempted to sit though it, i noticed that my eyes started to bleed, and i hoped profusely that the little girl from the ring would crawl through the TV and kill me. did they really think that dressing the people who had stared in the other movies up as though they we're from the wild west would make the movie (with the exact same occurrences) any better? honestly, i would never suggest buying this movie, i mean, there are cheaper ways to find things that burn well.",Negative
"This crew-versus-monsta has been done a hundred times, sometimes better. This one was pretty slow-moving ; only the monster's resurrection was really worthwhile. Attempts at character developments gets botched by routine. Yeah, ""routine"" is the word. Went straight to video in France. No wonder",Negative
"I watched this last night on TV (HBO). I have to admit, that the tension in this movie was unsurpassed by most other FN era movies. I loved the way Chip would be all calm one moment and then VIOLENT the very next moment. It was classic. Ahh yes. The dames, the villians, the cigars and thuggish cops! It has it all. This movie delivered all the goods to me. I especially loved the way they mixed communism into the plot, very common for this era of movie. Very daring also since blacklisting was popular in those days. I rate this movie one of the best I have seen in the FN genre!",Positive
"The plot of GOODNIGHT MR TOM on paper makes it seem we are in for a large dose of maudlin,sickly sentiment.But,talented director Jack Gold is an expert on touching the emotions in the right manner,and it emerges instead as a compelling,deeply moving wartime drama with excellent production and lead performances.One of the best,if not the best TV movies of the 1990's which possibly would've had even greater success if it had been released in the cinemas.<br /><br />The evacuation of children to countryside towns and villages in World War II was of course a common practice,but in the case of the young boy here was doubly important because of a wretched home life in the UK's capital.The horrors of war on the home front are not drifted over though,and the construction of the film until it's throat-lumping,misty-eyed ending leaves us with a sense of optimism despite what has happened before.It is almost(but not quite)worthy of comparison with the finale to IT'S A WONDERFUL LIFE(1946).All in all,a modern classic.",Positive
".... And after seeing this pile of crap you won't be surprised that it wasn't published <br /><br />!!!! SPOILERS !!!!<br /><br />This is a terrible movie by any standards but when I point out that it's one of the worst movies that has the name Stephen King in the credits you can start to imagine how bad it is . The movie starts of with two characters staring open mouthed at a scene of horror : <br /><br />"" My god . What happened here ? "" <br /><br />"" I don't know but they sure hate cats "" *<br /><br />The camera pans to the outside of a house where hundreds of cats are strung up dead and mutilated . Boy this guy is right , someone does hate cats and with a deduction like that he should be a policeman . Oh wait a minute , he is a policeman and when a movie starts with a cop making an oh so obvious observation you just know you're going to be watching a bad movie <br /><br />The reason SLEEPWALKERS is bad is that it's very illogical and confused . We eventually find out the monsters of the title need the blood of virgins to survive . Would they not be better looking for a virgin in the mid west bible belt rather than an American coastal town ? Having said that at least we know of the monsters motives - That's the only thing we learn . We never learn how they're able to change shape or are able to make cars become invisible and this jars with the ending that seems to have been stolen from THE TERMINATOR . Monster mother walks around killing several cops with her bare hands or blowing them up via a police issue hand gun ( ! ) but if her monster breed is immune from police fire power then why do the creatures need the ability to change shape or become invisible ? The demise of the creatures is equally ill thought out as there killed by a mass attack of household cats . If they can be killed by cats then why did the monsters not kill all the cats that were lying around the garden ? There was a whole horde of moggies sitting around but the monsters never thought about killing them . I guess that's so the production team can come up with an ending . It was that they started the movie my complaint lies <br /><br />We're treated to several scenes where famous horror movie directors like John Landis , Clive Barker and even Stephen King make cameos . I think the reason for this is because whenever a struggling unknown actor read the script they instantly decided that no matter what , they weren't going to appear in a movie this bad so Stephen King had to phone up his horror buddies in order to fill out the cast . That's how bad SLEEPWALKERS is<br /><br />* Unbelievable as it seems that wasn't the worst line in the movie . The worst line is - "" That cat saved my life """,Negative
"When originally screened in America in 1972, 'The Night Stalker' became the highest rated made-for-T.V. movie in history. Based on Jeff Rice's unpublished novel, it told how a fearless investigative reporter named Carl Kolchak ( the late Darren McGavin ) discovered the existence of a vampire in modern-day Las Vegas. When it arrived on British television four years later, it did not quite have the same impact, but my friends were talking about it at school on Monday morning, as indeed was I. We all agreed that it was one of the most exciting things we had seen. <br /><br />I did not know of the existence of 'The Night Strangler' until it turned up nearly a decade later. I.T.V., who screened the 'Kolchak' movies, had apparently decided to pass on the spin-off series; they felt 'Barnaby Jones' starring Buddy Ebsen to be more of a draw, and anyway, viewers might confuse 'Kolchak' with 'Kojak'! For years my only source of information concerning the show was an article in Fangoria magazine. I could not even purchase the Jeff Rice novels.<br /><br />Then something wonderful happened. In 1990, B.B.C.-2 put out the show as part of a late-night Friday series devoted to the supernatural called 'Mystery Train', hosted by Richard O'Brian. 'Kolchak' found himself rubbing shoulders with the likes of 'The Brain Eaters' and 'Earth Vs.The Spider'. The opening titles were trimmed, removing Kolchak's whistling, and the closing credits...well, there were none.<br /><br />The first episode screened was 'Werewolf'. I cannot say I was overly impressed, but stuck with it, and am I glad that I did!<br /><br />I really wish I'd seen it in 1974. My twelve year old self would have adored it. Creepy, humorous, exciting, no wonder it fired Chris Carter's imagination. <br /><br />The show's biggest asset was, of course, McGavin. Unlike the recent Kolchak, the original was an everyman figure, eccentrically dressed, rather conservative. He was to the supernatural what 'Columbo' was to crime. The late Simon Oakland was great too as Kolchak's bad-tempered boss Tony Vincenzo. The scripts overflowed with wonderful, dry wit. I found myself enjoying the programme more for the humour content than the horror. When the twenty episodes ended, I felt bereft.<br /><br />'The X-Files' came along a few years later and filled the void - but only to an extent. I wanted Kolchak and Vincenzo back. I am glad that the show was never revived though. Without Oakland it would not have been the same.<br /><br />I have the Rice books now and have read them several times. I was very surprised when Stephen King slated the first ( in his book 'Danse Macabre' ) as it is as good as anything he has written. <br /><br />Alright, so some of the monsters were hardly state-of-the-art, but so what? The new 'Kolchak' totally missed the point of the original. What you don't see is sometimes more frightening than what you do...<br /><br />Best Episode - 'Horror In The Heights' Worst Episode - 'The Sentry'",Positive
"Having seen the short a number of times at horror movie marathons, I believe it to be a humorous parody that slices to the main point of its reference.<br /><br />Though the themes are crusty and stale to today's viewers, it is by no means a crumby waste of time.<br /><br />Though being a student film gives little rise to an excuse, the proof is that it appears crafted with care on a budget of little to no dough.<br /><br />As noted by another reviewer, it is less than ten minutes which is plenty of time to cleanse the viewing palate with a toast of joy, sit back and loaf idly through the film.<br /><br />I think this short-bread of a film should be enjoyed as an appetizer for the title reference and the viewer should relax and roll with it.",Positive
"I can hardly believe that this inert, turgid and badly staged film is by a filmmaker whose other works I've quite enjoyed. The experience of enduring THE LADY AND THE DUKE (and no other word but ""enduring"" will do), left me in a vile mood, a condition relieved only by reading the IMDb user comment by ali-112. For not only has Rohmer attempted (with success) to make us see the world through the genre art of 18th century France but, as ali has pointed out, has shown (at the cost of alienating his audience) the effects of both class consciousness and the revolution it inspired through the eyes of a dislikably elitist woman of her times. The director has accomplished something undeniably difficult, but I question whether it was worth the effort it took for him to do so -- or for us to watch the dull results of his labor.",Negative
"I rented this movie the other night because neither my girlfriend or myself had ever seen it, even though we had heard from a mutual friend how ""great it was"".<br /><br />Now, I am pretty conservative in my views, but I knew going in it would be pretty liberal given who directed it. I figured before the movie started Michael Douglas would play a compassionate popular liberal beloved by the masses, and there would be a stodgy conservative opponent as his antagonist. But I thought thats where the political statement would begin and end.<br /><br />OK, the plot was solid: Single president falls for a lobbyist. OK, this has potential I thought to be pretty entertaining, since the plot was unique. But then the movie turned into a liberal infomercial. The movie became more about gun control and environmental issues than it did about the relationship between the President and Sydney(Annette Bening).<br /><br />There were several ridiculous premises in this movie: 1) The character Sydney playing this six figure lobbyist who is a ""closer"". Could she have been more flighty? She was constantly disorganized and seemed in awe of everything. Hardly a ""closer"". I am an sales, and she could not ""close"" selling a glass of water to a man dying of thirst.<br /><br />2) Secondly, is there anything more ridiculous than Richard Dreyfuss playing a right wing fanatic? This is the most liberal man in Hollywood and her is playing some right wing ideologue. Give me a break. I liked how he took his conservative character and made him as sinister as possible.<br /><br />3) The speech at the end was simply ludicrous. The line about ""I am a proud card carrying member of the ACLU"" was a joke. First, no president would ever admit something like that, being an active member of an ultra fringe group. Second, why even bring something like that up. You just alienated off over half the movie going audience who is moderate or conservative.<br /><br />I thought the plot was great and unique. I thought Michael Douglas was a good choice as president. But the movie went from being a ""movie"" to a left wing political statement, which is why the movie failed.<br /><br />Its a shame to see a great plot ruined by Hollywood having to force their political views on the audience",Negative
"To say Funky Forest: The First Contact is a bad movie is an understatement of incredible proportions. I can really get into a good art house film, even a surreal and twisted romp like El Topo, Naked Lunch, and Survive Style 5+, because those movies actually have something worth discussing when the credits roll.<br /><br />FFFC attempts at every avenue to be this deep and intellectual, essentially there is no substance in this movie. This movie is badly done, the visuals in this movie are not inspiring, the dialog is worse, the musical numbers destroy this movie.. I chuckled for GUITAR BROTHERS, but that was immediately wiped out by something completely unnecessary, and irrelevant. It attempted to be deep and meaningful I think, but its just pretentious disoriented nonsense. Freshman film students without a camera could craft something more interesting.<br /><br />Guitar Brothers and the stand up routines in between skits get 1 point each, everything else is just badly paced, pseudo-creative, heavy handed attempts at being AS good as films by other REAL directors like, Sogo Ishii, David Lynch, and Jodoworsky. Give me a break. I am convinced that people that rave about FFFC are doing so because they have no idea of what they saw, because it was nothing but mild pertinent statements here and there mixed with stupidity and blended until you puke on your own shoes.<br /><br />This movie was an extreme disappointment, coming off the high that was Survive Style 5+, a film that actually has meaning, combined with excellent use of scenery, cinematography, catchy dialog, funny moments, good soundtrack, excellent performances, fantastic pacing and flow. FFFC features the exact opposite in every way, boring scenery (20 minutes staring at a bland beach at night? a completely white stage? Alien balls floating in white space? a dinky school hallway and then a... school hallway?), terrible cinematography, forgettable dialog, nothing funny or humorous, save the fact you just wasted your life for two hours, soundtrack?, amateurish performances, uneven, disjointed, and often flat out dragging pacing, zero flow whatsoever.<br /><br />There are those that claim this is what makes FFFC a great movie, that it is so unconventional at every turn that its pure genius. This is simply a way to stroke your own ego it seems, because ""unpredictable"" could be a good quality for a film if it wasn't coupled with ""boring"", ""innane"", and ""terrible"". Personally I have spoken with two people who admitted to me that FFFC was terrible when they left the theater, but overwhelming rave by art-house elitist made them watch the movie again and then come back to me with a... ""Hey it was pretty good I liked it"".<br /><br />I'm going to put my foot down, this movie is slop, I don't care if Roger Ebert says this film is the best thing he's ever watched since he lost his own virginity. ""The Emperor's new cloak"" I say... this movie is no way indicative of the other psychedelic/trippy films to come from Japan in the last 10 years. Taste of Tea, Party 7, and Kamikaze Girls are much better movies (even with a low budget), and none can honestly compare with Survive Style 5+. Watch FFFC only if your interested in making a pretentious pile of nothing on a shoestring budget.",Negative
"A sequel to (actually a remake of) Disney's 1996 live-action remake of 101 Dalmations. Cruella deVil (Glenn Close) is released from prison after being ""cured"" of her obsession with fur by a psychologist named Dr. Pavlov (ugh!). But the ""cure"" is broken when Cruella hears the toll of Big Ben, and she once again goes on a mad quest to make herself the perfect coat out of dalmation hides.<br /><br />This movie is bad on so many levels, starting with the fact that it's a ""Thanksgiving family schlock"" movie designed to suck every last available dime out of the Disney marketing machine. Glenn Close over-over-over-over-acts as Cruella. With all that she had to put up with in this movie -- the lame script, the endless makeup, getting baked in a cake at the end -- I hope they gave her an extremely-large paycheck.<br /><br />(Speaking of which, where in the world are you going to find a fur coat factory, a bakery with a Rube Goldberg assembly line, and a candlelight restaurant all located within the same building -- as you do in the climax of this film?) Of course, the real stars of the movie are supposed to be the dogs. They serve as the ""Macaulay Culkin's"" of this movie, pulling all the stupid ""Home Alone"" gags on the villains. (Biting them in the crotch, running over their hands with luggage carts, squirting them with icing, etc., etc., etc., ad nauseum.) I have to admit, the dogs were fairly good actors -- much better than the humans.<br /><br />Gerard Depardieu is completely wasted in this movie as a freaked-out French furrier. The two human ""dog lovers"" -- rehashed from the earlier film, but with different actors -- are completely boring. When they have a spaghetti dinner at an Italian restaurant, the movie cuts back and forth between the two lovers, and their dogs at home, watching the dinner scene from ""Lady and the Tramp."" I thought to myself, ""Oh please, don't go there!"" I half-expected the humans to do a satire on the ""Lady and the Tramp"" dinner scene -- as Charlie Sheen did in ""Hot Shots: Part Deux"" -- doing the ""spaghetti strand kiss,"" pushing the meatball with his nose, etc.<br /><br />And don't get me started on the annoying parrot with Eric Idle's voice.<br /><br />The costumes were nominated for an Oscar, and the costumes in the movie *are* good. But they are the only good thing in the movie. The rest of it is unbearable dreck.",Negative
"This movie is pretty awful but I have some interesting information about it:<br /><br />It was filmed in 1976 at Northern Arizona University in Flagstaff, AZ, as well as at Oak Creek Canyon near Sedona, AZ. A good bulk of the extras in the film are then-drama students from NAU. I was a freshman there that year, minoring in theatre, but for some reason I didn't get involved with the production. I did however know several people who did and can supply this rather odd fact:<br /><br />There is a scene in this movie where two of the principals, as part of their hazing ritual, have to run naked into the woods. They are seen from behind in the movie, doing just that. The thing is, those aren't the actors at all but two guys I knew from the theatre department. The identity of these ""stunt posteriors"" will remain anonymous, at least to this website, unless they decide to, um, ""reveal"" themselves!",Negative
"This is not Bela Lagosi's best movie, but it's got a good old style approach for some 40's horror entertainment.<br /><br />Brides are dropping dead at the altar like flies. I think I'd postpone the wedding until after the fiend is caught, but it's a horror movie, so I guess people ignore the danger for some reason. Anyway, Lagosi is a mad doctor, who needs young female blood to keep his aging, sickly wife healthy and happy. He always eludes the Keystone Cops by hiding the bodies in a hearse (who would think of looking for a corpse in a hearse?), and the brides just keep on getting zapped.<br /><br />No movie like this would be complete without a Lois Lane type female reporter who wants to catch the criminal on her own. Good at solving crime, bad at keeping her mouth shut at all the wrong times, guess who Lagosi picks for his next intended victim. I love the ""haunted house"" bit where Lois Lane gets stranded by a thunderstorm as a guest at Lagosi's sinister mansion. Hidden passageways, a vampire-like wife, an evil dwarf Igor assistant, and so on. Good stuff.<br /><br />Fairly well done pacing keeps the film moving, and the story resolves itself in a typical but satisfying manner. If you like old horror movies, this one is worth a watch.",Positive
"This is a ""B Series"" Film Noir, and my vote reflects its membership in that genre. I saw this film last night at a left-bank cinema in Paris, where it opened a two-week film noir run. The film has some flaws, yes, but far too many delicious elements to ignore.<br /><br />As the previous reviewer remarked, the drumming scene is incredible! (B-movies could tread where A-movies were forbidden to enter!) And the plot is intriguing. Regarding Franchot Tone, however, I beg to disagree: to me, he's suitably mysterious; just the right shade of creepy. One must bear in mind that there's a sort of German expressionism happening here (the director, Robert Siodmark, was a German who came to Hollywood during the war), and so an air of exaggeration fits into the whole of this film. At least it does for me.<br /><br />However, it's the gorgeous Ella Raines who, in only her third credited performance, held this viewer entranced throughout the film. A ""Girl Friday"" type with a strong resemblance to Gene Tierney, it's a wonder that she didn't become a household name. But she's so good here that I've just ordered another film of hers ('Impact') off the Internet, and I can't wait to see it as well.",Positive
I honestly don't understand how tripe like this gets made. The worst junior-high talent show skit you've ever seen is more entertaining than this film. Will Ferrell's wrestling fetish provides the only (briefly) humorous moments. Utterly horrible.,Negative
"and rent a GOOD horror movie. It's like the writer had never seen a horror movie before and didn't realize every single thing he wrote was clichéd and hackneyed and has been parodied to perfection in movies like ""Scream"" and ""Scary Movie"".<br /><br />In between the scary bits is the most BANAL and BORING dialog ever written. Stupid ""we're going to the prom"" junk. I wanted to claw my ears off. Honestly, ""The Hills"" has better dialog.<br /><br />There really was no need to make this movie. Leading lady is uninteresting and I kept thinking ""Her? Really? Guy is obsessed with her? Really?"" <br /><br />All the characters act in stupid ways, including the police. (Cover the place in teams of 2! Front and back! Not one sleepy cop sitting in his car with the window rolled down just waiting for his throat to be slashed.) <br /><br />The serial killer just swans about murdering everyone he wants without the least bit of problem. No resistance from victims (or doors). Nobody has any protection or the least idea of fighting back (or flipping the security lock on the hotel room door). The people are like mentally disabled sheep.<br /><br />By the by, if you're a gore fan, you'll be disappointed too. All the killing is kept offscreen and is -- ahem -- tastefully done. (So boo hoo for you!) <br /><br />None of the killings is the least bit interesting. Most of the time they've already happened by the time we find out.<br /><br />The only cliché missing was the cat that always pops out in this kind of movies. ""Oh kitty! You scared me! I thought you were the killer -- AIIEEEE!"" <br /><br />And then at the end when it's time for the killer to die -- well, let's just say it's the easiest and most obvious choice. Snore.<br /><br />The audience was jeering and talking back to the screen throughout. It was too dumb to believe and not really scary enough. Don't encourage this kind of lazy film-making.<br /><br />(Oh, and by the way -- no crowning of a prom king or queen. No tiara. No bucket of blood.) <br /><br />So save your money and rent ""Carrie"" or ""Friday the 13th"" or ""Halloween"" or ""Scream"" or ""Scary Movie"" (any of them) to get a good scare with some original twists.",Negative
"It's refreshing to see a movie that you think will end happily just like almost every other American movie, and then be surprised when that doesn't happen. I like a happy ending as much as the next guy, but sometimes it's better to portray things in a more realistic manner, and I thought Brokedown Palace did this very well.<br /><br />The ending, with one friend basically sacrificing herself for the other, thus redeeming her earlier poor behavior which got them into the situation in the first place, was very moving. I almost rather would have done without the last line, which proved that she didn't actually do the deed she confessed to, because that would have made the movie more about the friendship between the two girls, and less about the crime. Whether she did it or not wasn't that important.<br /><br />The story itself bordered on the cliché, but the actresses kept my attention with their excellent performances. Very realistic, very captivating.<br /><br />7 out of 10.",Positive
"This had all the makings of a very good film -- good actors (Robert Loggia, Ellen Parker), a good plot (mysterious missile from space threatens to burn up the planet) and lots of stock footage (if the Air Force had film of jets firing rockets, it was used). Unfortunately, it is ruined by too much melodrama and an impossible time-line.<br /><br />The movie concerns a missile from space that is attacked by the Soviets and inadvertently diverted into a low atmospheric orbit. At under five miles and at a speed in excess of 4,000 miles, it emits an exhaust of a million degrees, burning up everything on the ground, including glaciers, Distant Early Warning (DEW) line bases and Eskimos.<br /><br />Every attempt at destroying the missile fails.<br /><br />The first flaws in this film appear early on. While we don't expect much from low-budget films, some things can't be forgotten -- like a little research. For instance, both the Soviets and the US fire anti-ballistic missiles that home in on the missile with unerring accuracy. However, the first successful ABM tests weren't done until March of 1961 by the Russians.<br /><br />There is too much melodrama. Dr. Loring (Loggia) and his assistant Joan Woods (Ellen Parker) play their romance with about as much wood as a log cabin. Parker's character cries and boo-hoos at Loggia's sacrifice like she was at a screen test. Loggia is about as heroic as a bored businessman. A scientist (Phillip Pine) hams it up so much he makes William Shatner look like a thespian. A bus driver continually spits out end-of-the-world crap in scene after scene. The only good actor is the film narrator, played by veteran character actor Lawrence Dobkins (""Naked City"").<br /><br />All of this could be overlooked if it wasn't for the time-line. After the missile's info is sent to DC, the Pentagon brings in a group of scientists. A general (Larry Kerr) announces that the missile will hit New York City in 63 minutes. After this, there are discussions by scientists and there is a deadly lull as word is sought from ambassadors to see if the missile is an attack from the Russians and if a response is necessary.<br /><br />The film shows the military being fully scrambled. Civil Defense people leave work and go to their stations. Eight million people scramble to fallout shelters while school buses pick up millions of kids (and we get to see the whitest New York City I've ever seen, though watching 50's sci-fi films made it seems like this was the standard). The press is kept in the dark for tens of minutes. Then, incredibly, a man at the Pentagon announces that the missile will hit Ottawa, Canada in 51 minutes! All of the aforementioned action happened in 12 minutes! Then, to add fuel to the fire, Loggia somehow thinks of a way to stop the alien missile. He slowly produces a caseload of plutonium, loads it in a jeep and takes it from DC to a distant missile base to put it atop a missile. Along the way, he is knocked off the road by a wild driver, breaks down and then is carjacked. He finally gets the plutonium back and drives to the base to arm the missile. Again, all this in the same 63-minute time frame.<br /><br />The movie also irks the viewer by making it seem as if Ottawa might be saved, only to show men, women and children get roasted. The missile is then said to have five minutes to reach New York. Loggia is still driving to the base (4 more miles to go). He gets to the base and arms the missile, a two-minute countdown is then announced. All within five minutes. The boroughs of New York should have been at least scorched.<br /><br />By the way, the missile is destroyed if you haven't guessed. The ABM warhead destroys it with a massive plutonium-based nuclear blast. Five seconds later, the blast dissipates and all is clear. Yeah, they caused a nuclear blast equivalent to 100 Hiroshimas on the outskirts of New York City and nothing happens.<br /><br />The film had all the elements necessary to be a good B film, but wasted them. Loggia played his character so lamely you didn't care that he sacrificed himself in the end. You didn't care about the other characters, not even the smarmy scientist played by Pine. The tension that should have moved the film along just wasn't physically possible in the time-line allowed (it still wouldn't be today, not even with Jack Bauer).<br /><br />This film is very difficult to find. As far as I know, it hasn't been re-issued on any medium and for good reason. I don't know if the film meant to be or if it was standard practice, but there's a scene where the government sends all of the best scientists, military men and businessmen into deep shelters, saying they're too valuable to lose. There isn't a single woman or minority in the bunch. Hari Rhodes is the only black man in the film and he gets a brief bit playing a piano. It was worse than ""27 Days"" where an alien gives five Earthlings the chance to either save or destroy the planet and he doesn't include any blacks or Hispanics.<br /><br />I saw this on a special Sci-fi night on Turner Classic Movies and I don't expect it to show up again. If you do find a copy of this somewhere, you might want to put it up on Amazon.com.",Negative
