label,entity1,entity2
duplicate,Title: mukii tip-pu301cb 2-port usb 3.0 expresscard; Category: electronics - general; Brand: mukii; ModelNo: tip-pu301cb; Price: 32.0;,Title: mukii transimp tip-pu301cb usb 3.0 2 port express card adapter; Category: memory card adapters; Brand: mukii; ModelNo: tip-pu301cb; Price: 29.99;
not duplicate,Title: da-lite da-plex deluxe rear projection screen - 78 x 139 hdtv format; Category: electronics - general; Brand: da-lite; ModelNo: 27573; Price: 7452.99;,Title: da-lite data pro thru-the-wall rear projection screen - 52 x 92 hdtv format; Category: projection screens; Brand: da-lite; ModelNo: 23181; Price: 15985.81;
not duplicate,Title: case logic slr camera backpack; Category: mp3 accessories; Brand: case logic; ModelNo: dcb-309black; Price: 79.99;,Title: case logic tbc-303 medium camera camcorder case black; Category: cases bags; Brand: case logic; ModelNo: tbc-303black; Price: 6.99;
not duplicate,Title: verbatim 500gb clln usb portable hard drive 97060; Category: hard drives; Brand: verbatim; ModelNo: 97060; Price: 77.84;,Title: 500 gb portable hard drive; Category: external hard drives; Brand: western digital; ModelNo: wdme5000tn; Price: 140.27;
not duplicate,Title: polaroid i1237 pink 12mp digital camera w 3x optical zoom 2.7 lcd display; Category: digital cameras; Brand: polaroid; ModelNo: cia-1237pc; Price: 68.0;,Title: polaroid 12 megapixel digital camera with 3x optical zoom 2.7 color lcd display sd card compatible model i1236 bundle black; Category: digital cameras; Brand: polaroid; ModelNo: i1236; Price: nan;
not duplicate,Title: da-lite da-glas deluxe rear projection screen - 84 x 84 av format; Category: electronics - general; Brand: da-lite; ModelNo: 27650; Price: 4958.99;,Title: da-lite 27565 da-plex deluxe rear projection screen - 72 x 96 video format; Category: nan; Brand: da-lite; ModelNo: nan; Price: nan;
not duplicate,Title: maxell 631012 blu-ray disc 15 pk; Category: mp3 accessories; Brand: maxell; ModelNo: 631012; Price: 61.88;,Title: maxell 631004 blu-ray disc rewritable; Category: memory cards; Brand: maxell; ModelNo: nan; Price: 25.96;
not duplicate,Title: logitech wireless mouse m310 bundle; Category: computers; Brand: nan; ModelNo: nan; Price: 29.88;,Title: logitech wireless mouse m510; Category: mice; Brand: logitech; ModelNo: 910-001822; Price: 29.94;
not duplicate,Title: energizer lithium aaa battery; Category: electronics - general; Brand: energizer; ModelNo: ea92bp-8; Price: 21.0;,Title: energizer ecr2032 watch battery; Category: coin button cell; Brand: energizer; ModelNo: ecr2032; Price: 1.45;
not duplicate,Title: da-lite da-plex thru-the-wall rear projection screen - 81 x 108 video format; Category: electronics - general; Brand: da-lite; ModelNo: 23096; Price: 10048.99;,Title: da-lite da-plex self trimming rear projection screen - 94 1 2 x 168 hdtv format; Category: projection screens; Brand: da-lite; ModelNo: 27151; Price: 9233.33;
not duplicate,Title: sharpie retractable permanent markers fine point assorted 3pk; Category: stationery & office machinery; Brand: sharpie; ModelNo: 32726pp; Price: 8.18;,Title: new-sharpie 32707 - retractable permanent markers fine point asstd . 12 set - san32707; Category: shredders; Brand: sharpie; ModelNo: nan; Price: 40.17;
not duplicate,Title: v7 10 cat6 snagless molded network patch cable gray; Category: electronics - general; Brand: v7; ModelNo: v7n2c6-10f-grys; Price: 5.88;,Title: v7 cat5e snagless molded network patch cable rj45 male to male grey 7-feet v7n3c5e-07f-grys; Category: ethernet cables; Brand: v7; ModelNo: v7n3c5e-07f-grys; Price: 3.48;
not duplicate,Title: panasonic stereo earbud headphones rp-hv21 green; Category: electronics - general; Brand: panasonic; ModelNo: rphv21g; Price: 10.49;,Title: panasonic rp-hje350-p slimz in-ear earbud headphones pink; Category: headphones; Brand: panasonic; ModelNo: rp-hje350-p; Price: 17.19;
not duplicate,Title: centon 8gb sdhc memory card; Category: usb drives; Brand: centon; ModelNo: rc8gbsdhc4; Price: 17.49;,Title: dane-elec 4gb class 4 sdhc memory card; Category: memory cards; Brand: dane-elec; ModelNo: nan; Price: 13.89;
not duplicate,Title: quartet cork bulletin board natural cork fiberboard 60 x 36 aluminum frame; Category: stationery & office machinery; Brand: quartet; ModelNo: 2305; Price: 91.44;,Title: universal 43712 - bulletin board natural cork 24 x 18 aluminum frame; Category: laminating supplies; Brand: universal; ModelNo: nan; Price: nan;
not duplicate,Title: pendaflex cutless watershed file folders 1 3 cut top tab letter manila 100 per box; Category: stationery & office machinery; Brand: nan; ModelNo: 48434; Price: 22.69;,Title: new-pendaflex r15213asst - two-ply reinforced file folders 1 3 cut top tab letter assorted 100 box - essr15213asst; Category: laminating supplies; Brand: pendaflex; ModelNo: nan; Price: 54.0;
not duplicate,Title: verbatim 96438 2gb store n go usb 2.0 flash drive; Category: usb drives; Brand: verbatim; ModelNo: 96438; Price: 14.84;,Title: verbatim store n go pro 8 gb usb 2.0 flash drive with encryption and synchronization 96316 blue; Category: usb flash drives; Brand: verbatim; ModelNo: 96316; Price: 20.46;
not duplicate,Title: hp laserjet 53x black print cartridge; Category: printers; Brand: hp; ModelNo: q7553x; Price: 164.84;,Title: hp q7551x laserjet 51x black print cartridge; Category: printer ink toner; Brand: hp; ModelNo: q7551x; Price: 191.0;
not duplicate,Title: dell 90-watt inspiron ac power adapter; Category: computers; Brand: dell; ModelNo: 330-6258; Price: 59.0;,Title: genuine dell 30 watt ac power adapter; Category: ac adapters; Brand: dell; ModelNo: mini 9/12 adapter fsp030-dqda1; Price: 24.99;
not duplicate,Title: xantech 282d designer emitter single; Category: stereos/audio; Brand: xantech; ModelNo: 282d; Price: 15.88;,Title: xantech 283d designer blink emitter single; Category: amplifier installation; Brand: xantech; ModelNo: nan; Price: nan;
not duplicate,Title: smead folders front interior pocket straight end tab letter manila 50 box; Category: stationery & office machinery; Brand: nan; ModelNo: 24117; Price: 45.94;,Title: smead 10300 - file folders straight cut one-ply top tab letter manila 100 box; Category: nan; Brand: smead; ModelNo: nan; Price: 22.11;
duplicate,Title: verbatim smartdisk acclaim 320gb usb portable hard drive blue; Category: hard drives; Brand: verbatim; ModelNo: ver97185; Price: 59.84;,Title: verbatim acclaim 320 gb usb 2.0 portable external hard drive 97185 blue; Category: nan; Brand: verbatim; ModelNo: 97185; Price: 59.84;
not duplicate,Title: logitech m305 wireless mouse black; Category: mice; Brand: logitech; ModelNo: 910-001752; Price: 29.73;,Title: logitech wireless mouse m310 blue shards 910-002483; Category: mice; Brand: logitech; ModelNo: 910-002483; Price: 19.95;
not duplicate,Title: pendaflex cutless watershed file folders 1 3 cut top tab letter manila 100 per box; Category: stationery & office machinery; Brand: nan; ModelNo: 48434; Price: 22.69;,Title: new-smead 10343 - watershed cutless file folders 1 3 cut top tab letter manila 100 box - smd10343; Category: laminating supplies; Brand: smead; ModelNo: nan; Price: 37.0;
not duplicate,Title: michigan wolverines iphone 4 case silicone cover; Category: electronics - general; Brand: tribeca; ModelNo: fva3437; Price: 24.99;,Title: lsu tigers iphone 4 case silicone cover; Category: computers accessories; Brand: tribeca; ModelNo: nan; Price: 17.99;
not duplicate,Title: crown cushion-step rubber mat 36 x 72 marbleized black; Category: home care; Brand: crown; ModelNo: cu3672bk; Price: 194.97;,Title: new-crown cu3660bk - cushion-step mat rubber 36 x 60 marbleized black - cwncu3660bk; Category: laminating supplies; Brand: crown; ModelNo: nan; Price: nan;
not duplicate,Title: startech.com pci1394 4 4 port ieee 1394 firewire pci card; Category: electronics - general; Brand: startech; ModelNo: pci1394_4; Price: 19.88;,Title: startech.com 4 port pci express 1394a firewire adapter card - 3 external 1 internal pex13943; Category: computers accessories; Brand: startech; ModelNo: pex13943; Price: 27.99;
not duplicate,Title: da-lite dual vision tensioned advantage deluxe electrol - hdtv format 92 diagonal; Category: electronics - general; Brand: da-lite; ModelNo: 88285; Price: 4242.99;,Title: da-lite 98812 cinema vision tensioned cosmopolitan electrol - av format 12 x 12 diagonal; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: nan;
not duplicate,Title: smead acid-free poly folder 2 fasteners 1 3 cut top tab letter manila 24 box; Category: stationery & office machinery; Brand: nan; ModelNo: 10545; Price: 42.94;,Title: smead 10334 - file folders 1 3 cut assorted reinforced top tab letter manila 100 box; Category: nan; Brand: smead; ModelNo: nan; Price: nan;
not duplicate,Title: western digital 2tb my book studio edition ii external hard drive; Category: computers; Brand: western digital; ModelNo: wdh2q20000n; Price: 199.0;,Title: western digital wd elements 3 tb usb 2.0 external hard drive; Category: external hard drives; Brand: western digital; ModelNo: wdbaau0030hbk-nesn; Price: 119.99;
not duplicate,Title: da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format; Category: electronics - general; Brand: da-lite; ModelNo: 27604; Price: 1609.99;,Title: da-lite holo screen - projection screen rear; Category: video projectors; Brand: da-lite; ModelNo: nan; Price: nan;
duplicate,Title: microsoft lifecam studio 1080p usb hd webcam q2f-00001; Category: electronics - general; Brand: microsoft; ModelNo: q2f00001; Price: 57.82;,Title: microsoft lifecam studio 1080p hd webcam gray; Category: webcams; Brand: microsoft; ModelNo: q2f-00001; Price: 61.25;
not duplicate,Title: epson t020201 color ink cartridge; Category: printers; Brand: epson; ModelNo: t020201; Price: 27.0;,Title: canon remanufactured cl-41 color ink cartridge; Category: inkjet printer ink; Brand: canon; ModelNo: nan; Price: 13.95;
not duplicate,Title: smead capacity box bottom hanging file folders letter green 25 box; Category: stationery & office machinery; Brand: nan; ModelNo: 64259; Price: 30.94;,Title: smead 64410 - interior pocket hanging folders untabbed letter standard green 25 box; Category: nan; Brand: smead; ModelNo: nan; Price: nan;
not duplicate,Title: siig 1m mini displayport to display port adapter cable; Category: electronics - general; Brand: siig; ModelNo: cb-dp0d11-s1; Price: 12.88;,Title: display port to vga adapter vga m f cable; Category: connectors adapters; Brand: siig; ModelNo: cb-dp0082-s1; Price: 28.24;
not duplicate,Title: da-lite da-glas self trimming rear projection screen - 96 x 120 av format; Category: electronics - general; Brand: da-lite; ModelNo: 27915; Price: 7443.99;,Title: da-glas self trimming rear projection screen - 60 x 80 video format; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: 3095.99;
not duplicate,Title: kodak easyshare m531 red 14mp digital camera w 3x optical zoom 2.7 lcd display w 50 bonus prints; Category: digital cameras; Brand: kodak; ModelNo: m531 red; Price: 89.0;,Title: kodak easyshare c183 14mp digital camera w 3x optical zoom 3.0 inch lcd black; Category: point shoot digital cameras; Brand: kodak; ModelNo: nan; Price: 79.99;
not duplicate,Title: samsung s2 640gb usb 3.0 portable external hard drive red; Category: hard drives; Brand: samsung; ModelNo: hx-mta64da / g42; Price: 78.88;,Title: hewlett packard hp portable 750 gb usb 3.0 2.0 external hard drive; Category: external hard drives; Brand: hp; ModelNo: wdbacz7500abk-nesn; Price: 79.0;
not duplicate,Title: polaroid ultraclear screen protector bold 9000; Category: mp3 accessories; Brand: polaroid; ModelNo: pscucbb9000; Price: 14.99;,Title: ultraclear screen protector bold 9700 portable audio cellular accessories; Category: batteries; Brand: polaroid; ModelNo: pscucbb9700; Price: 11.87;
not duplicate,Title: da-lite matte white deluxe model b manual screen - 60 x 80 video format; Category: electronics - general; Brand: da-lite; ModelNo: 74698; Price: 188.99;,Title: medium oak veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: nan;
not duplicate,Title: kingston hyperx 4gb kit 2 x 2gb ddr3 desktop memory module; Category: memory; Brand: kingston; ModelNo: khx1600c9d3k2/4gx; Price: 49.99;,Title: kingston hyperx 4 gb kit 2x2 gb modules 1600 mhz ddr3 desktop memory khx1600c8d3k2 4gx; Category: computers accessories; Brand: kingston; ModelNo: khx1600c8d3k2/4gx; Price: 68.99;
not duplicate,Title: belkin 16 circuit quilted laptop sleeve black; Category: electronics - general; Brand: belkin; ModelNo: f8n296; Price: 24.88;,Title: built ny 17 laptop sleeve - black; Category: bags cases; Brand: built ny; ModelNo: ls17-blk; Price: 17.39;
not duplicate,Title: da-lite da-plex deluxe rear projection screen - 78 x 139 hdtv format; Category: electronics - general; Brand: da-lite; ModelNo: 27573; Price: 7452.99;,Title: da-plex base rear projection screen - 57 3 4 x 77 video format; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: 2608.99;
not duplicate,Title: da-lite da-mat tensioned advantage electrol - av format 8 x 10 diagonal; Category: electronics - general; Brand: da-lite; ModelNo: 84374; Price: 3077.99;,Title: da-lite 97991 dual vision tensioned cosmopolitan electrol - av format 10 6 x 14 diagonal; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: nan;
not duplicate,Title: evga geforce 8400 gs 1gb ddr3 pci express 2.0 graphics card; Category: electronics - general; Brand: evga; ModelNo: 01g-p3-1302-lr; Price: 44.99;,Title: evga geforce gtx 560 1024 mb gddr5 pci-express 2.0 graphics card 01g-p3-1460-kr; Category: graphics cards; Brand: evga; ModelNo: 01g-p3-1460-kr; Price: 184.88;
not duplicate,Title: da-lite da-plex self trimming rear projection screen - 60 x 60 av format; Category: electronics - general; Brand: da-lite; ModelNo: 27575; Price: 2680.99;,Title: da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: nan;
not duplicate,Title: da-lite da-glas deluxe rear projection screen - 40 1 4 x 53 3 4 video format; Category: electronics - general; Brand: da-lite; ModelNo: 27655; Price: 1752.99;,Title: da-lite 27903 da-plex self trimming rear projection screen - 96 x 120 av format; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: nan;
not duplicate,Title: da-lite da-glas deluxe rear projection screen - 40 1 4 x 53 3 4 video format; Category: electronics - general; Brand: da-lite; ModelNo: 27655; Price: 1752.99;,Title: da-lite data pro thru-the-wall rear projection screen - 52 x 92 hdtv format; Category: projection screens; Brand: da-lite; ModelNo: 23181; Price: 15985.81;
duplicate,Title: rubbermaid 6-tier jumbo incline sorter plastic clear; Category: stationery & office machinery; Brand: rubbermaid; ModelNo: 96600ros; Price: 19.94;,Title: rubbermaid 96600ros - six-tier jumbo incline sorter plastic 9 3 8 x 10 1 2 x 7 3 8 clear; Category: laminating supplies; Brand: rubbermaid; ModelNo: nan; Price: 41.69;
not duplicate,Title: aurora products elements eco-friendly round ring binder; Category: stationery & office machinery; Brand: nan; ModelNo: 20328; Price: 8.27;,Title: new-aurora products 20320 - elements eco-friendly round ring binder 1-1 2 capacity white - aua20320; Category: adapter rings; Brand: aurora; ModelNo: nan; Price: 14.52;
not duplicate,Title: msi ati radeon hd6670 1gb ddr5 pci-express video card; Category: electronics - general; Brand: msi; ModelNo: r6670-md1gd5; Price: 107.0;,Title: msi radeon hd 6850 1 gb ddr5 2dvi hdmi displayport pci-express video card r6850 cyclone pe oc; Category: computers accessories; Brand: msi; ModelNo: r6850 cyclone pe/oc; Price: 177.99;
not duplicate,Title: da-lite high power advantage manual with csr - av format 8 x 10 diagonal; Category: electronics - general; Brand: da-lite; ModelNo: 85687; Price: 1303.99;,Title: da-lite advantage manual with csr - projection screen - 1 1 - high power; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: 709.95;
not duplicate,Title: case logic 13.3 black neoprene notebook sleeve; Category: electronics - general; Brand: case logic; ModelNo: pls-13 black; Price: 20.0;,Title: case logic pas-217 17-inch macbook neoprene sleeve black; Category: laptop netbook computer accessories; Brand: case logic; ModelNo: pas-217black; Price: 18.1;
not duplicate,Title: cables to go 03131 6ft premium universal power cord; Category: electronics - general; Brand: cables to go; ModelNo: 03131; Price: 7.88;,Title: cables to go 03134 18 awg universal power cord iec320c13 to nema 5-15p 10 feet; Category: power cables; Brand: cables to go; ModelNo: 03134; Price: 6.06;
not duplicate,Title: da-lite da-plex deluxe rear projection screen - 96 x 96 av format; Category: electronics - general; Brand: da-lite; ModelNo: 27557; Price: 6426.99;,Title: da-lite da-plex thru-the-wall rear projection screen - 72 x 96 video format; Category: projection screens; Brand: da-lite; ModelNo: 23049; Price: 10252.0;
not duplicate,Title: da-lite da-plex deluxe rear projection screen - 58 x 104 hdtv format; Category: electronics - general; Brand: da-lite; ModelNo: 27571; Price: 4629.99;,Title: da-lite da-view thru-the-wall rear projection screen - 50 1 2 x 67 1 4 video format; Category: projection screens; Brand: da-lite; ModelNo: 23034; Price: 9739.76;
not duplicate,Title: da-lite da-plex deluxe rear projection screen - 36 x 48 video format; Category: electronics - general; Brand: da-lite; ModelNo: 27559; Price: 1630.99;,Title: da-lite 20032 holoscreen rear projection screen - 33 x 50 1 2 video format; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: nan;
not duplicate,Title: hp 75 tri-color inkjet cartridge cb337wn; Category: printers; Brand: hp; ModelNo: hp cb337wn140; Price: 19.47;,Title: hp 75xl tri-color ink cartridge in retail packaging cb338wn 140; Category: inkjet printer ink; Brand: hp; ModelNo: cb338wn # 140; Price: nan;
not duplicate,Title: lexmark x644a11a black toner print cartridge; Category: stationery & office machinery; Brand: lexmark; ModelNo: x644a11a; Price: 326.24;,Title: lexmark 36 xl high yield black print cartridge 18c2170; Category: inkjet printer ink; Brand: lexmark; ModelNo: 18c2170; Price: 26.95;
not duplicate,Title: lexmark 16 black print cartridge 10n0016; Category: printers; Brand: lexmark; ModelNo: 10n0016; Price: 28.0;,Title: lexmark 70 black ink cartridge 12a1970; Category: inkjet printer ink; Brand: lexmark; ModelNo: 12a1970; Price: 24.49;
not duplicate,Title: vantec nexstar mx dual 3.5 sata hard drive enclosure; Category: electronics - general; Brand: vantec; ModelNo: nst-400mx-s2; Price: 49.71;,Title: vantec nexstar cx nst-300s2-bk 3.5-inch sata to usb 2.0 external hard drive enclosure black; Category: hard drive enclosures; Brand: vantec; ModelNo: nst-300s2-bk; Price: 21.28;
not duplicate,Title: kodak easyshare m530 red 12mp digital camera w 3x optical zoom 2.7 lcd w 50 bonus prints; Category: digital cameras; Brand: kodak; ModelNo: m530 red; Price: 99.54;,Title: kodak easyshare m552 14mp digital camera with 5x optical zoom and 2.7-inch lcd in black 4gb accessory kit; Category: digital slr camera bundles; Brand: kodak; ModelNo: m552; Price: 119.95;
not duplicate,Title: da-lite hc cinema vision tensioned cosmopolitan electrol - av format 7 x 9 diagonal; Category: electronics - general; Brand: da-lite; ModelNo: 89892; Price: 2240.0;,Title: da-lite 97974 hc cinema vision tensioned cosmopolitan electrol - video format 210 diagonal; Category: nan; Brand: da-lite; ModelNo: nan; Price: nan;
duplicate,Title: western digital 2tb my book studio edition ii external hard drive; Category: computers; Brand: western digital; ModelNo: wdh2q20000n; Price: 199.0;,Title: western digital my book studio ii - 2 tb 2 x 1 tb usb 2.0 firewire 800 400 esata desktop external hard drive; Category: external hard drives; Brand: western digital; ModelNo: wdh2q20000n; Price: 179.99;
not duplicate,Title: sharpie fine point permanent markers assorted 5ct; Category: stationery & office machinery; Brand: sharpie; ModelNo: 30653pp; Price: 8.19;,Title: sharpie 32001 - twin-tip permanent marker fine ultra fine point black; Category: home security systems; Brand: sharpie; ModelNo: nan; Price: 20.85;
not duplicate,Title: smead acid-free poly folder 2 fasteners 1 3 cut top tab letter manila 24 box; Category: stationery & office machinery; Brand: nan; ModelNo: 10545; Price: 42.94;,Title: new-smead 10565 - acid-free poly folder two fasteners 1 3 cut top tab legal manila 24 box - smd10565; Category: laminating supplies; Brand: smead; ModelNo: nan; Price: 76.0;
duplicate,Title: kodak easyshare m531 red 14mp digital camera w 3x optical zoom 2.7 lcd display w 50 bonus prints; Category: digital cameras; Brand: kodak; ModelNo: m531 red; Price: 89.0;,Title: kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black; Category: digital cameras; Brand: kodak; ModelNo: nan; Price: 104.95;
not duplicate,Title: hp laserjet 53x black print cartridge; Category: printers; Brand: hp; ModelNo: q7553x; Price: 164.84;,Title: hp laserjet 49a black print cartridge in retail packaging; Category: laser printer toner; Brand: hp; ModelNo: q5949a; Price: nan;
duplicate,Title: cooler master hyper 212 plus universal cooler; Category: electronics - general; Brand: coolermaster; ModelNo: rr-b10-212p-g1; Price: 29.99;,Title: cooler master hyper 212 plus 120mm sleeve cpu cooler rr-b10-212p-g1; Category: computers accessories; Brand: cooler master; ModelNo: rr-b10-212p-g1; Price: 27.66;
not duplicate,Title: logitech wireless mouse dark fleur; Category: mice; Brand: logitech; ModelNo: 910001898; Price: 27.82;,Title: logitech wireless mouse m310 flame red 910-002486; Category: mice; Brand: logitech; ModelNo: 910-002486; Price: 17.95;
not duplicate,Title: logitech corded mouse black; Category: mice; Brand: logitech; ModelNo: 910001830; Price: 17.82;,Title: logitech wireless mouse m305 black; Category: mice; Brand: logitech; ModelNo: 910-001752; Price: 20.59;
not duplicate,Title: da-lite da-plex self trimming rear projection screen - 60 x 60 av format; Category: electronics - general; Brand: da-lite; ModelNo: 27575; Price: 2680.99;,Title: da-plex base rear projection screen - 40 1 4 x 53 3 4 video format; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: 1525.99;
not duplicate,Title: philips 3 high speed hdmi cable; Category: electronics - general; Brand: philips; ModelNo: swv3431w/17; Price: 10.43;,Title: sony dlc-he20p round high speed hdmi cable; Category: hdmi cables; Brand: sony; ModelNo: dlche20p; Price: 25.52;
not duplicate,Title: hp in-ear stereo headset; Category: electronics - general; Brand: hp; ModelNo: hp vp052aa #aba; Price: 14.88;,Title: internet stereo headset; Category: accessories supplies; Brand: audio-technica; ModelNo: ath-330com; Price: 27.78;
not duplicate,Title: canon powershot a3300 is black 16.0 mp digital camera with 5x optical zoom 3.0 lcd 720p video w 50 bonus prints; Category: digital cameras; Brand: canon; ModelNo: 5035b001aa; Price: 156.54;,Title: canon powershot a2200 14.1 mp digital camera with 4x optical zoom blue; Category: point shoot digital cameras; Brand: canon; ModelNo: a2200 ( blue ); Price: 119.0;
not duplicate,Title: case logic 208 capacity nylon cd dvd wallet; Category: electronics - general; Brand: case logic; ModelNo: 87974; Price: 19.99;,Title: case logic cde-72 72 capacity heavy duty cd wallet blue; Category: disc storage wallets; Brand: case logic; ModelNo: cde-72blue; Price: 14.71;
not duplicate,Title: sharpie retractable permanent markers fine point set of 12 black; Category: stationery & office machinery; Brand: sharpie; ModelNo: 32701; Price: 13.64;,Title: sharpie 32003 - twin-tip permanent marker fine ultra fine point blue; Category: accessory kits; Brand: sharpie; ModelNo: nan; Price: 20.85;
not duplicate,Title: tops american pride writing pad jr. legal rule 5x8 white 12 50-sheet pads pack; Category: stationery & office machinery; Brand: tops business forms; ModelNo: 75101; Price: 18.88;,Title: tops 63960 - docket gold perforated pads legal rule letter white 12 50-sheets pads pack; Category: gps system accessories; Brand: tops; ModelNo: nan; Price: 37.21;
not duplicate,Title: startech pexsat31e1 1x esata 1x sata 6gbps pci express sata controller card adapter; Category: electronics - general; Brand: startech; ModelNo: pexsat31e1; Price: 42.5;,Title: startech.com 2 port mini pci express internal sata ii controller card mpexsata22i; Category: computer components; Brand: startech; ModelNo: mpexsata22i; Price: 49.0;
not duplicate,Title: griffin technology screen care kit for ipad; Category: mp3 accessories; Brand: griffin technology; ModelNo: gb01595; Price: 24.56;,Title: griffin technology screen care kit iphone 4 with 2-way privacy film; Category: cases; Brand: griffin technology; ModelNo: gb01720; Price: 14.24;
not duplicate,Title: da-lite da-plex deluxe rear projection screen - 96 x 96 av format; Category: electronics - general; Brand: da-lite; ModelNo: 27557; Price: 6426.99;,Title: da-lite 27512 da-plex unframed rear projection screen - 72 x 96 video format; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: nan;
not duplicate,Title: vantec nexstar mx dual 3.5 dual bay external hard drive enclosure with jbod raid 0 1; Category: electronics - general; Brand: vantec; ModelNo: nst-400mx-sr; Price: 100.21;,Title: vantec nexstar tx 2.5-inch sata to usb 2.0 external hard drive enclosure; Category: hard drive enclosures; Brand: vantec; ModelNo: nst-210s2-bk; Price: 9.77;
not duplicate,Title: quartet cork bulletin board natural cork fiberboard 60 x 36 aluminum frame; Category: stationery & office machinery; Brand: quartet; ModelNo: 2305; Price: 91.44;,Title: new-quartet 307 - bulletin board natural cork over fiberboard 72 x 48 solid oak frame - qrt307; Category: radios; Brand: quartet; ModelNo: nan; Price: 250.0;
duplicate,Title: vantec nexstar mx dual 3.5 sata hard drive enclosure; Category: electronics - general; Brand: vantec; ModelNo: nst-400mx-s2; Price: 49.71;,Title: vantec nexstar mx nst-400mx-s2 dual 3.5-inch sata to usb 2.0 with jbod external hard drive enclosure black; Category: hard drive enclosures; Brand: vantec; ModelNo: nst-400mx-s2; Price: 44.99;
not duplicate,Title: lexmark e450h11a toner 11000 page-yield black; Category: printers; Brand: lexmark; ModelNo: e450h11a; Price: 248.27;,Title: lexmark 08a0476 - 08a0476 toner 3000 page-yield black; Category: computers accessories; Brand: lexmark; ModelNo: nan; Price: nan;
not duplicate,Title: da-lite da-glas standard rear projection screen - 50 x 50 av format; Category: electronics - general; Brand: da-lite; ModelNo: 27628; Price: 1631.99;,Title: da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: nan;
not duplicate,Title: da-lite da-plex deluxe rear projection screen - 50 1 2 x 67 1 4 video format; Category: electronics - general; Brand: da-lite; ModelNo: 27562; Price: 2544.99;,Title: da-lite da-view thru-the-wall rear projection screen - 50 1 2 x 67 1 4 video format; Category: projection screens; Brand: da-lite; ModelNo: 23034; Price: 9739.76;
not duplicate,Title: middle atlantic drk series cable management brush grommel panel; Category: tv accessories; Brand: middle atlantic; ModelNo: br1; Price: 35.99;,Title: middle atlantic br2 - cable management panel - 2u; Category: nan; Brand: middle atlantic; ModelNo: br2; Price: 45.94;
not duplicate,Title: boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input; Category: car stereos; Brand: boss; ModelNo: bv9958b; Price: 180.0;,Title: boss audio bv9955 in-dash dvd mp3 cd receiver with full detachable 7 widescreen touchscreen tft monitor; Category: accessories supplies; Brand: boss; ModelNo: bv9955; Price: 158.93;
not duplicate,Title: peerless paramount universal tilting lcd plasma wall mount 32 to 60 screens; Category: furniture; Brand: peerless; ModelNo: nan; Price: 89.99;,Title: universal plasma mount 32 screens; Category: nan; Brand: luxor; ModelNo: nan; Price: 189.99;
not duplicate,Title: startech.com scsi22 cable; Category: electronics - general; Brand: startech; ModelNo: nan; Price: 16.82;,Title: startech.com; Category: print servers; Brand: startech; ModelNo: nan; Price: 45.95;
not duplicate,Title: panasonic kx-tg4022n dect 6.0 plus expandable cordless answering system w 2 handsets; Category: electronics - general; Brand: panasonic; ModelNo: kx-tg4022n; Price: 44.98;,Title: panasonic kx-tg4012n dect 6.0 plus expandable digital cordless phone champagne gold 2 handsets; Category: cordless telephones; Brand: panasonic; ModelNo: kx-tg4012n; Price: 41.09;
not duplicate,Title: guardian cleanstep outdoor polypropylene rubber scraper mat 36 x 60 black; Category: home care; Brand: guardian; ModelNo: 14030500; Price: 56.97;,Title: guardian 24031202 - air step antifatigue mat polypropylene 36 x 144 black; Category: distribution; Brand: guardian; ModelNo: nan; Price: nan;
not duplicate,Title: epson t068120-d2 dual black ink cartridge; Category: printers; Brand: epson; ModelNo: epson t068120-d2; Price: 39.84;,Title: epson t017-18 black color ink cartridge dual pack; Category: inkjet printer ink; Brand: epson; ModelNo: t017201-bcd; Price: 56.99;
not duplicate,Title: d-link dir-412 mobile broadband wireless router; Category: networking; Brand: d-link; ModelNo: dir412; Price: 119.99;,Title: d-link dir-815 wireless n 300 dual band router; Category: routers; Brand: d-link; ModelNo: dir-815; Price: 67.22;
not duplicate,Title: pendaflex recycled top tab file guides 25 set; Category: stationery & office machinery; Brand: nan; ModelNo: pn925; Price: 12.77;,Title: new-pendaflex en225 - recycled top tab file guides alpha 1 5 tab manila letter 25 set - essen225; Category: laminating supplies; Brand: pendaflex; ModelNo: nan; Price: 24.0;
