text,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit
"""...I think that others understand that while density may require sacrifice, that it's a necessary direction to go. 

It's one thing if the density is resulting in more sustainable livable communities, but we are not exactly evaluating these developments and this growth on both sides of the ledger--including in particular metrics for displacement. We aren't requiring that enough social good be done. And when we try to incentivize social good instead of require it, it is comes in measures far too inadequate to do much to solve the problems we're facing. Many people in the grassroots understands that density is a radically transformational force in neighborhoods--and one that is controversial in both legitimate ways and in NIMBYist ways. I don't think the issue is as black and white as the city thinks it is and that's why environmentalists haven't been galvanized by Commissioner Novick's comments. <continued>",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"No, he wants to increase the health of our children's teeth.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Beyond that, the Comp Plan is a massive and complex document with interconnected issues and policies that many folks have trouble fully understanding what it all means and how it might affect them. The meetings are usually quite dry, require large investments in terms of hours with no guarantee of a slot to speak. And each hearing covers a wide range of issues. It's not the kind of process that makes it easy to organize around policies, rouse the public, and find a way to speak in a unified voice--especially in a way that elevates the voices of those most vulnerable to displacement, climate change, and other major challenges like lack of adequate transportation access. 350PDX has promoted the Comp Plan hearings and has sent people there to speak, though at a certain point it becomes hard to distinguish anyone from such a large crowd with differing interests. <continued>",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"We had plenty of people testify at the Comp Plan hearings. Some of our members testified on ADPDX, others talked about supporting the industrial lands policies in the plan. And more who had come never got the chance to speak.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Can we save everyone some time and money and just declare her the winner now?   I mean Novick has done everything possible to alienate the voters in this town.  I have not been impressed with much, if anything, he has done for the city.  ""Hey, here's a new street tax idea that totally hammers the residents and basically leave out the trucking industry"" in three different forms.    No thanks to Steve.   
Looking forward to hearing what Sue has to offer.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Actually that is likely not the case.   I understand your basic theory of Uber/Lyft are taking all the regular rides leaving traditional cabbies to pick up those who require disabilities.
What this doesn't take into consideration is that with whatever chunk of profit Uber/Lyft take, it eats that profit from cab companies.  Less profit, less drivers, less ride for folks with disabilities.
But the real issue is that if you offer a business it should be for everyone.   Hence why ALL stores have to offer ramp entrances for the disabled.   Uber and Lyft are skirting that and it is at the detriment to the civil liberties of those with disabilities.  It gets a tad sticky...",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Have you heard the complaints of Beaumont and Eastmoreland neighborhood associations that the city planners are censoring comments that don't fit the city's preferred narrative? Do you feel like your group is being heard or censored?  These aren't rhetorical questions, I am really concerned. BTW- thanks for your comments. You seem well-informed.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
And Bernie supporters here prove his point right on cue.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"It's tough to lose Carl Wolfson's show yet again!   Out here in the wilderness of Clackamas County, his show has been a bright spot for insightful commentary and humor.  He's a very gifted radio host and fine human being.  I can't imagine how tough it is to toil away with no salary--dependent totally upon community support to keep going.
I understand the need to step away from politics, though and wish him the best.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"How very ""Portlandia"" of you. 
We never watched the show until after we moved here and only up until half way of season 3. To even suggest someone would move here because of a tv show.... With that logic I would be living in Philadelphia where it's always sunny and much more funny. But we're not. We're here and we love it. Even when ""locals"", from other states complain about influx of newcomers. This is pure comedy right here. No show needed.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exactly the same thought I have when considering a possible Clinton nomination.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I can identify with your feelings. I worked in the trenches in politics for 25 years, and that was in a place where Republicans run unopposed! I'm still recovering, but now pursuing other interests. As to the Sanders supporters, and I am one, they are just frustrated that someone who is truly left has to tackle the Democratic Party establishment to even have a chance to be heard. I'm not interested in attacking Hillary supporters but I do get angry when she shuts the door on single-payer health care. I cannot afford the ""affordable"" health care that is out there today, so I am seeking an advocate.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I'm more of an ""eye-for-an-eye"" kind of guy.   

He should be stabbed 22 times in the precise places and manner he killed his victim and die without any family or friends in attendance.  

Victims of vehicular homicides should experience death precisely as their victims died as well.

You don't want to experience what I want as a punishment for rapists!",0.7,0.4,0.1,0.7,0.2,0.0,0.1
I dont want to meet any of you pieces of shit. Get the fuck out of our county child fucking scumbags. ISLAM IS A SATANIC DEATH CULT . Muhammad  was a CHILD RAPIST,0.98828125,0.3671875,0.97265625,0.0703125,0.9609375,0.91796875,0.1875
"Aren't you changing the subject here? We see a muslim convert pursuing religious totalitarianism through terror exactly as proscribed in the muslim holy books. That looks like a bit of a connection there, doesn't it, Art? Think for a minute, for the last 1400 years Sunni and Shia have been murdering each other with religious zeal all in the name of islam with no infidel intervention required. That is not peace, that is murder. Blaming attacks like this on political events ignores the direct instructions in the holy books instructing devout muslims to do exactly what that muslim murderer did, does it not?",0.9,0.4,0.0,0.0,0.4,0.9,0.0
fuck this mother fucker,0.9751073,0.35107297,0.95193136,0.098712444,0.8540773,0.03862661,0.68240345
"Fuck u Donald trump
 On my way! Come get me you little mouthless bitch. Fuck you!! Your a moron pussy butch bitch",0.993531,0.42048517,0.9908356,0.17628032,0.9897574,0.0425876,0.7509434
Sick F's like you only bring our nation  down!!.  F you forever and hope you eat S and die soon !!,0.8292683,0.30081302,0.35772356,0.5365854,0.72357726,0.12195122,0.032520324
You are an ignorant bitch and are talking shit. Get a life bitch. I dont have guns or do I know someone that killed themselves after killing someone else. You better check your facts!!!,0.9810427,0.47867298,0.9336493,0.24644549,0.97630334,0.13744076,0.06635071
"Canadians are so ...""

Don't stop there. 

Americans are so hypocritical, self-deceiving, self-interested, and gullible, they've gladly allowed themselves to be the objects of a huge misinformation campaign by the 1% and the governments of the USA.

Canadians simply turn on the CNN and flip through Time Magazine...",0.6,0.4,0.0,0.0,0.6,0.6,0.0
Throw in a couple scenes of female genital mutilation and you have a ' How to Behave ' documentary for Muslim dominated countries.,0.7,0.4,0.0,0.2,0.3,0.6,0.6
Darn that Pierre Trudeau and his ideology that we should all have rights that Government can't override.,0.8,0.4,0.8,0.0,0.7,0.0,0.0
"The free world... all of Christendom... is at war with Islamic horror. Not one penny of American treasure should be granted to any nation who harbors these heathen animals. Not a single radicalized Islamic suspect should be granted any measure of quarter. Their intended entry to the American homeland should be summarily denied. Every conceivable measure should be engaged to hunt them down. Hunt them, identify them, and kill them. Kill them all. For the sake of all that is good and righteous. Kill them all. - Captain Clay Higgins""",0.9,0.4,0.1,0.9,0.6,0.8,0.0
"For those complaining of how much we spend feeding poor people, how much do we spend killing them with bombs and guns?

What's cheaper and more effective?

Test time.",0.5,0.4,0.0,0.4,0.1,0.0,0.0
"I have NEVER seen a nastier,  evil group of jerks in my entire LIFE! YOU are worse than ANY foreign terrorist group because your evil intentions reach FAR and wide!
I am not particularly religious (like you all pretend to be), but I DO hope and pray there is a special kind of hell for every one of you! YOU who are so willing to cause a staggering amount of men, women and innocent children such horrific pain, suffering and death! Why? Because they were born disabled (BTW nice photo op Ryan. Did you tell that little disabled kid it was time for him to go lay down and die when you said goodbye?)  Many just like him will be put through agony because you want to bath in the blood money!
Dear God....please let everyone of these people die an excruciating, painful and merciless slow death...Amen.",0.8,0.4,0.3,0.6,0.8,0.1,0.0
EXTERMINATE the NIGER RACE and their WHITE SCUM RACE TRADERS,0.95714283,0.34285715,0.34285715,0.8857143,0.7285714,0.9285714,0.014285714
You both are SICK FUCKS AND SHOULD ROT IN HELL.I HOPE YOU GUYS FEEL THE RAPE WRATH WHILE YOU TWO ARE IN PRISON AND IM SURE SOMEONE WILL VIOLATE YOU AS YOU TWO DID AGAINST INNOCENT CHILDREN .AND THE MAN IN THIS CASE SHOULD HAVE HIS PENUS AND BALLS REMOVED AND HIS HANDS CUT OFF AND HIS TONGE REMOVED AND FOR THE LADY ACTUALLY I CANT EVEN CALL THEM MAN / WOMEN YOU TWO ARE A WASTE OF HUMAN FLESH DISCUSTING .,0.9798658,0.49944073,0.82941836,0.8461969,0.9552573,0.17617449,0.905481
SHOOT EVERY NIGER---MUSLUM----PROGRESSIVE and the POLLUTION FROM this SCUM will be GONE,0.95187795,0.31631455,0.31044602,0.87382627,0.7934272,0.8973005,0.0134976525
"NIGERS WERE SEEN SWIMMING in the POND
The FILTHY NIGERS are DISEASED SCUM
EXTERMINATE ALL the MONKEY NIGERS",0.96137106,0.38030466,0.4733406,0.47225246,0.937432,0.9396083,0.013601741
"Oh for God's sake Trid, hang it up already!",0.7,0.4,0.0,0.7,0.0,0.0,0.0
Good! Now charge them with murder!,0.7,0.4,0.0,0.6,0.1,0.0,0.0
"EUTHANIZE the NIGERS----SPICCKS----MUSLUM PIG RAPERS ---and PROGRESSIVES
NO VALUE in ANY of the VEREMIN",0.97648317,0.43452698,0.32442543,0.6980224,0.9599145,0.9732763,0.06627472
"PROGRESSIVES and their NIGER and MUSLUM CHILDREN WILL SOON BE ELIMINATED in the USA----
The END of the NIGER TERROR is about to CEASE
ARM UP HUMANS the DAY of RECKONING is NEAR",0.9443016,0.3856041,0.3144816,0.72065127,0.6418166,0.9374464,0.010282776
Kill 'em all!  They don't belong there.  /s,0.87142855,0.35714287,0.014285714,0.87142855,0.071428575,0.028571429,0.0
i am just sorry that khadr didnt get a bullet in the head before he blew the head off that innocent father because his islamic boogie skywizard told him to.,0.9,0.5,0.1,0.9,0.3,0.8,0.0
They should be persecuted and executed. There needs to be consequences for this kind of stupidity as it is counterproductive to civilization.  There is not time in our short lives to tolerate people who do not contribute to the betterment of our planet.,0.9,0.4,0.0,0.5,0.8,0.0,0.0
"Lisa, Ohio Dan, and Don Young should form a united front in rejecting this bill. There is safety in numbers. They can just say to voters, this bill is bad for Alaska, so that's why I voted against it.

Of course Don Young already betrayed us by voting for the House version. Every two years he runs claiming he fights for Alaska. Well he didn't fight for Alaska, he passed the buck to Lisa and expected her to take the heat. What a spineless coward. He will have a chance to redeem himself if this bill ever makes it to a House-Senate conference committee.

But I hope it never makes it that far. Lisa and Ohio Dan should vote against the motion to proceed, and not even let it come up for a vote. KILL it!",0.7,0.4,0.1,0.7,0.4,0.0,0.0
"Wrong. If a government official preaches about Christ s/he demonstrates a prejudice in favor of Christianity in violation of the Establishment Clause.

Of course government officials do this sort of thing all the time because American government is suffused with Christian religiosity.

You wrote:

<<I didn't say the country was Christian.>>

You invoked the same points routinely deployed by those who claim the United States is ""a Christian nation.""",0.5,0.5,0.0,0.0,0.5,0.25,0.25
"Sure you will find your peace.  Blow yourself up, get 72 virgins; you won't care where you're buried. Just be sure to kill innocent women and children, like a good and true muslim, for extra special afterlife accommodation.",0.9,0.5,0.1,0.6,0.4,0.6,0.0
Muslims - the new witches of our time.,1.0,0.4,0.1,0.0,0.9,0.8,0.0
Shoot the messenger .,0.9,0.4,0.0,0.9,0.0,0.0,0.0
"Hey dolphin. Those darn raping muslims have some catching up to do.  

""The figures released February showed 7% of Australian priests, as well as other non-ordained religious brothers and sisters and other Church personnel, were accused of abusing children between 1950 and 2010.

The Commission found that approximately 40% of the priests from the religious order Brothers of St. John of God have allegations of abuse against them during this period.""",1.0,0.4,0.8,0.0,1.0,1.0,0.3
"Donnie will be the first one to the lifeboat, women and children be damned.",1.0,0.4,0.8,0.1,0.9,0.3,0.0
"Do two legged animals who live like dogs qualify for this program?  Or must they be spayed and neutered?  Did the Nazis castrate only the mentally challenged  or all the dogs. Come to think of it the US gov't had a spay and neuter program for Blacks a while back. 

If Air Alaska will commit to bringing food, clothing, and shelter  for people in need, 'll donate miles.",0.5,0.4,0.0,0.1,0.4,0.5,0.0
"When a HOMOSEXUAL that HAS SEX WITH DOGS WAS PRESIDENT LITTLE BLAK BARRY the MUSLUM DOG RAPING NIGER
he was DESTROYING the NATION
His ARMY of CANINE MEAT LOCKER MOUTH PROGRESSIVES will SOON be EXTINCT
ALONG WITH the NIGER RACE
GOD is CALLING the SCUM HOME",0.8428571,0.31428573,0.5285714,0.21428572,0.74285716,0.8,0.67142856
"U 
Like
Sucking
Black
C
O
C
K",0.9650146,0.31559765,0.84402335,0.002186589,0.59329444,0.643586,0.9271137
"BARRY the BOY that has SEX WITH DOGS NEEDS to KEEP HIS NIGER FAGGOT ASS in the CLOSET 
NOT IN FRONT of HUMANS",0.9354839,0.37096775,0.82258064,0.016129032,0.7419355,0.7258065,0.8548387
"BURN THIS DOG RAPING WHITE NIGER ALIVE
TIME for THESE NIGER LOVERS to DIE for THEIR CAUSE
KILL THEM ALL REAL SLOW",0.9739357,0.5690704,0.59687227,0.8922676,0.88705474,0.91746306,0.13032146
The ONLY ANSWER to the RACE PROBLEM is to KILL EVERY NIGER and NIGER LOVER that BREATHES,0.9849537,0.3587963,0.509838,0.953125,0.7841435,0.9490741,0.012152778
"BITCH SHOULD HAVE STUCK to HAVING SEX WITH DOGS and NIGERS
SHE WAS AN EXPERT at THAT---",0.9883441,0.46623793,0.9300643,0.022508038,0.96221864,0.79340833,0.903537
we'll beat your ass and cut your throat maggot.,0.9921773,0.46316817,0.9172099,0.96219033,0.5488918,0.020860495,0.666558
"dummy and anti military.

cluck cluck cluck

Liberal checklist 2016/2017
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
Let the criminals out. Let illegals in. Mainstream media 100% gospel. Let boys in the girls bathrooms. Condemn police officers. Don't care about the veterans. Eradicate history if offensive. Believe Healthcare is a Constitutional right.
Kill the unborn-Stomp on and burn the American flag. Accept barbarity in the name of Islam- hugs,love and no borders will stop terrorism. Protect the Sanctuary cities. Black lives only matter. Coddle the lazy.
Encourage hate crimes. 
Call for the assassination of our president, talk of overthrowing our
government. Burn
businesses, attack innocent bystanders, destroy City property, call for, and try to incite a civil war. Refuse freedom of speech on others, while demanding their own political and government obstructionists.",0.5,0.4,0.2,0.5,0.3,0.4,0.0
"To eliminate North Korean insects / bugs, the US must use RAID and eliminate those pests !!!",0.837037,0.3037037,0.15555556,0.65185183,0.6814815,0.8148148,0.0
"Dont like it here in OUR country Mr Bryant ? Get the fuck out and take your bed wetting , bed sheet wearing pussy ass buddies with you . LMAO a skin head who talked tough on camera then cried lied a baby when he found out he was wanted by the law .",0.8961156,0.3116531,0.8699187,0.020776875,0.84281844,0.10117435,0.67028004
The righteous ALT LEFT will eradicate fascist inbred redneck white supremacists like cockroaches. We will hunt them down like pigs and lynch them in our town squares and cities. We will gut them as they emerge from their backwoods swamps. Be warned white supremacist/nationalist scum. We will kill you and burn down your homes and destroy you and your families. The righteous ALT LEFT will cut your filthy throats in your homes in fort of your children.,0.91292137,0.50351125,0.30126405,0.818118,0.8644663,0.79143256,0.0063202246
"Awesome! Lets cut the head off hate! Lets stab it and burn its house down! lets march together and beat hate with rocks and clubs and run out out of town! Hooray for us for showing hate we will not tolerate it and will kill or beat down any that oppose or stance against hate. 

Yeah, that sounds like the good guys. Why is it so hard for people to admit that using violence to achieve a goal is not acceptable in a civil society?",1.0,1.0,0.0,1.0,1.0,0.0,0.0
I hope the all gays end up with HIV/AIDs and super STD viruses.,0.9538188,0.32089993,0.01124926,0.6412078,0.31853166,0.92836,0.033155713
Shoot every one of these bastards.,0.9824438,0.3574438,0.24087079,0.9494382,0.88132024,0.016151685,0.0014044944
fucking scumbag asshole. fuck you.,0.9,0.35714287,0.87142855,0.028571429,0.8857143,0.028571429,0.2
"If these immigrants had it so bad they would leave but they won't. The globalist parasites who spout their rhetoric about diversity and inclusion know it's a lie. They flood the countries with these dysfunctional 3rd worlders because they know they will cause chaos in society. They let these people in to cause division among the citizens, they want racial violence so they can lock us all down with martial law. Once the parasites get their martial law they will ramp up the immigration genocide to ethnically cleanse white people in short order. The globalist parasites are vile haters that are working day and night since the end of WW2 to bring down western society and ethnically cleanse white people. While they flood your kids school with 3rd worlders and thug kids they tell you to be tolerant and inclusive, then in private they laugh at the chaos it causes while they send their kids to their own homogenous private schools just for their own ethno racial group.",1.0,0.4,0.0,0.1,1.0,0.5,0.0
STUPID NIGGERS,0.991327,0.41283607,0.6201214,0.0043365136,0.97745013,0.94362533,0.0034692108
Throwing this guy out of the plane with no parachute would have been cool.,0.7,0.4,0.0,0.7,0.0,0.0,0.0
"The issue of the 19 - 16 year old is, who's the aggressor and why? The 19 yo is college age, the girl a junior  (?) in high school. True love or nailing a virgin (maybe)? With teenage sex, the girl takes home the puppy.
As to did the old guy commit crimes? He denies it - of course. I imagine there's more evidence than an accusation.",0.6,0.2,0.4,0.0,0.1,0.1,0.7
I do love Yataimura Maru's ramen.   It is a perfect food for Portland's long winter.   And PDX does kick a little ass.,0.825,0.025,0.7375,0.1875,0.3,0.0,0.6125
"I guess I would say that you, as a man, haven't had to deal with systematic oppression based on your gender and that you are part of the dominant group and therefore have the luxury of thinking that gender doesn't play a role in anything. And thank you for telling me who I want to vote for! I won't say it was your testicles that helped you do it, but I don't think they hurt in this situation either.",0.8,0.0,0.2,0.0,0.3,0.1,0.7
"These parents are a bunch of pussy ass crybabies. As a Lincoln student I personally know that approxametilie 80% of he school is white. Pat Adelman had every right to get mad at the players for being racist themselves.  The parents are to blame, as they need to pull the stick out of their ass",0.8301887,0.094339624,0.7735849,0.018867925,0.7735849,0.11320755,0.7735849
F u c k the homeless. The people giving handouts should be a s s raped!,0.9730061,0.2613497,0.9423313,0.7190184,0.7220859,0.11840491,0.8668712
"Ladies, please don't vote with your vaginas: http://www.elephantjournal.com/2016/01/i-dont-vote-with-my-vagina-susan-sarandon-feelsthebern/",0.7297297,0.04054054,0.21621622,0.0,0.2972973,0.13513513,0.7297297
It would take a lot of practice and muscles control to vote with your vagina.,0.7763158,0.02631579,0.27631578,0.0,0.21052632,0.013157895,0.7894737
"Child rape is cool, if the right people do it.",0.9404762,0.19583334,0.09642857,0.25416666,0.12857144,0.07083333,0.90119046
"The GOP doesn't act on their values vs the left that doesn't even pretend to have any values. That's not a very tough call to make Ryan. Hillary Clinton will be indicted that much has become clear and crazy Bernie da Bomber wasn't even a successful senator...and values? No one ran from his values faster than Bernie. But lets start with the crazy part:

He wrote in the 1970s that the country was close to experiencing a nuclear apocalypse or ""death by poison gas."" He claimed cervical cancer was caused by women not experiencing enough orgasms

When he launched his campaign in May, this economic illiterate blamed the abundance of consumer goods for child hunger

Don’t forget how much women love being raped because Bernie hasn’t.",0.9,0.1,0.0,0.0,0.6,0.1,0.7
Throw his lousy ass in jail !,0.9884963,0.14461792,0.89646673,0.18734594,0.81183237,0.0032867708,0.7428102
"You forgot his most important stat, which is his tiny, tiny penis.",0.92544985,0.11568123,0.38217652,0.003427592,0.48586118,0.020565553,0.9203085
Sounds like some of you are scared of pussy and its obvious who that is!😁,0.825,0.0875,0.775,0.0,0.325,0.0,0.725
"It's obvious  that the man hates pussy, lol, I guess everyone has the right to not like something, but when you go into someone else's Place, and grab there pussy they love so much and then grab there pussy right in front of them!!, and then beat it up real bad, he must be a real bad man!!!!!!",0.8513514,0.14864865,0.8108108,0.08108108,0.5540541,0.054054055,0.7837838
Un-Americans for Disparity needs to stay out of Alaska's politics.  Anchorage voters can vote to overwhelmingly vote to cap property taxes but when out comes down to paying for COMMUNITY services somebody's gotta pay and it won't  be the low-income workers.  They don't have the income to buy a house.  Vote for kicking the tax can down the road.  Can't wait to see what services Anchorage voters will be willing to pay for.  Sucking off the state teat is pretty much over for state pork.,0.7,0.0,0.4,0.0,0.4,0.0,0.7
"Let's just cut to the chase ...

This ""nanny"" software is a paint-in-the-ass and accomplishes nothing useful.",1.0,0.0,0.9,0.0,0.6,0.0,0.8
"800 pounds huh,  I am sure she would love that comment when in truth your only referring to her butt!  :-)  She would end up peeing her pants and running off stage bawling here head off when Trump starts to work on her!  You can write that down as fact also!",0.6,0.0,0.4,0.0,0.5,0.0,0.7
Thank you Kathy for having the balls to call out the spineless state senators.,0.8,0.0,0.3,0.0,0.2,0.0,0.8
Would you like a little cheese with your whine?,0.7,0.0,0.2,0.0,0.2,0.0,0.7
"Canada's ash my ass, its Alaska's ash!",0.9142857,0.08571429,0.75714284,0.0,0.67142856,0.5285714,0.7285714
Sigh. Did it have to be blondes with big boobs? I'm sure there were all kinds of students out there enjoying the sun.,0.625,0.0875,0.25,0.0,0.05,0.075,0.7
"remove their clitoris and sew their vaginas closed... alah, alah, alah Donald Trump..",0.9583333,0.18229167,0.4253472,0.5173611,0.2528935,0.07928241,0.9484954
Fuck this asshole and fuck ADN with it's fascist peer reviewed comment censorship.,0.9714286,0.34285715,0.9142857,0.028571429,0.8857143,0.057142857,0.6857143
Cannabis is non addictive you should do some research before you show everyone your Ass.,0.8684211,0.078947365,0.7763158,0.0,0.40789473,0.0,0.69736844
I couldn't care less what the Germans or other outsiders think.   German boys sit on their butts while our troops fight terrorists.,0.7,0.1,0.5,0.0,0.2,0.5,0.7
"Andi Taggart, I busted my butt to get someone to listen to me and do something while legislature, government agencies, governors, officials at the DOC and people like you ignored what I said about the DOC harming of health, killing people, causing trauma illness by the DOC since 2008. Now people are outraged finally, but I knew all this time and worked really hard to get something done about it while being ignored and having people like you make nasty comments to me. Way more than just nasty comments happened to me and it is not too hard to figure out why. At this point if you can't be a part of the solution maybe you could just be silent.",0.7,0.0,0.6,0.0,0.2,0.0,0.7
HIS small white penis is showing,0.8939394,0.121212125,0.37878788,0.0,0.45454547,0.28787878,0.8939394
"Last time I checked roughcut, I have balls.  How about you?",0.7,0.0,0.4,0.0,0.1,0.0,0.7
"Call your legislative rep and chew their asses. Won't help but you can get some stress out. 

These guys are going to rob every working Alaskan.",0.8,0.0,0.8,0.0,0.4,0.0,0.8
"Very funny!!!!.. But seriously.... There kids!!!!lets kick,them in the ass... And love them!!!",0.8857143,0.17142858,0.74285716,0.62857145,0.32857144,0.0,0.7285714
"Go suck an egg, dog.",0.859375,0.203125,0.640625,0.0,0.671875,0.015625,0.640625
This is what's dreadfully wrong with our so-called judicial system; criminals can do harm and get away with it.  I don't  care if the spouse went along to get along with her husband.  Children were sexually abused and didn't even know that the sexual predator was planning to kill them.  The spouse deserves a minimum of 10-years.,0.8,0.0,0.0,0.3,0.2,0.0,0.7
Y'all pull your head out of your ass. Transgender women are not going to hurt you or your children. It's just yur ignorance about other people that puts fear into yur thick skulls. Yur just pissed off cuz you lost the LBGT fight in the supreme court. It's the transgender girls that need protection from you.,0.78571427,0.1,0.6857143,0.0,0.6142857,0.3,0.64285713
we see the results of the meat salvage by the trophy hunters. Above all else save the antlers. Goes along with penis envy I suppose.,1.0,0.0,0.3,0.0,0.2,0.1,0.9
"""July 28, 1868 - Secretary of State William Seward issued a proclamation certifying the ratification of the 14th Amendment by the states.""

""If you want to get laid go to college. If you want an education go to the library."" Frank Zappa

The Thomas Jefferson Building; Library of Congress
https://www.loc.gov/rr/program/bib/ourdocs/14thamendment.html",0.7,0.0,0.2,0.0,0.2,0.0,0.7
has some one ever called the cops on him......becouse he was being on the rag.....and talking about kicking some one ass...,0.8857143,0.057142857,0.78571427,0.47142857,0.31428573,0.0,0.6571429
"""Alaska kicks ass."" - Abraham Lincoln",0.85,0.0625,0.825,0.1375,0.3625,0.0625,0.6625
"Really... They edited out the word ass? Political correctness, and censorship run amuck? The press reserves the right to say ass, why censor the public? Is the word vagina bad? Foot? Should I have said ""rats foot""",0.8181818,0.045454547,0.6666667,0.015151516,0.1969697,0.0,0.6969697
"Just another little Carol C. does not any body remember the Carol jerk she could spend more money than anyone worst than Obama. I would like to know what in the hell did Ed Graff do wrong, I never reason any reason why, maybe he did not kiss ass.",0.8787879,0.09090909,0.74242425,0.0,0.75757575,0.045454547,0.75757575
"Limited increases, my butt. Taxes have gone up every year. 1000s of homes have been built in the valley.  If the borough bozos would quit spending on ill thought out programs, there would be plenty of cash.",0.7,0.0,0.2,0.0,0.4,0.0,0.7
I'd rather eat my own arse.,0.7285714,0.042857144,0.51428574,0.071428575,0.12857144,0.0,0.64285713
First the porno place and now the Carousel. Is Spenard about to go yuppie?,0.8,0.0,0.1,0.0,0.3,0.0,0.7
"your liberal lying ass is whats wrong with America today. I hope hillary is in jail by nov 9. and what about guns? Are you a freak, or what?",0.87096775,0.11290322,0.7419355,0.032258064,0.7419355,0.12903225,0.6935484
All the men must love trump because he told them he has a large penis.,0.825,0.0125,0.3375,0.0,0.1625,0.05,0.85
Nathan please remove thine head from thine arse,0.7875,0.0625,0.625,0.025,0.4625,0.0375,0.6125
"Next, beer for women and gays made with sperm. Yuck to both!",0.8375,0.1125,0.375,0.025,0.6375,0.6875,0.65
Most everything Trump says can be reduced to one idea: suck my d*ck.,0.8852459,0.08196721,0.75409836,0.016393442,0.52459013,0.016393442,0.78688526
I can't tell if the guy on the bike with the Donald Trump cannon penis is a supporter or protester. Poe's law irl.,0.6875,0.05,0.3125,0.0,0.25,0.0,0.6625
"Paul - So when your teenage daughter is showering in the girls locker room at school and a teenage guy who identifies himself as a girl showers and walks around with his penis exposed, are you ok with that?

http://dailysignal.com/2015/12/21/why-these-high-school-girls-dont-want-transgender-student-a-in-their-locker-room/",0.9,0.0,0.2,0.0,0.1,0.2,0.8
Show me the statistics which support your position and that they didn't come out of your buttocks.,0.7027027,0.0,0.3108108,0.0,0.3783784,0.0,0.6081081
Well that's not very inclusive of Women's bathrooms!  The President should decree that all Women's Restrooms receive urinals so as to be more inclusive for the gender confused who just happen to have a penis.,0.7,0.025,0.25,0.0,0.175,0.2875,0.6875
"What wrong with using the word pussy, ADN?  Haven't you heard the word pussy cat?  Going a little overboard in censoring aren't you?",0.84805197,0.05324675,0.8149351,0.0,0.09805195,0.0025974025,0.7467533
"Shit fuck ass....nope, not fixed.",0.97105044,0.2382134,0.96277916,0.0024813896,0.45740283,0.004135649,0.7287014
"So you allow people to have sex on the beach in front of kids and don't say anything ? Then you are just as much the problem. 

We constantly allow kids to be exposed to things their minds can't process and then wonder why we have messed up kids.  Teenagers ""choking out"" some old 70+ year old woman while he robs her. Teenagers performing drive by shootings.  We ""adults"" create or allow the situation and environment that poisons the young minds we are supposed to nurture, and then ask ""and what is your point"" ?  Our own greedy, self righteous, self indulgences are the problem. Then we sue those that caught us and teach our kids to blame everyone else.",0.7,0.0,0.0,0.0,0.3,0.0,0.7
Today take the complaints to the JIVE MAN FROM KENYA that is landing here today. All of Alaska leaders will there to kiss his rear-end.,0.7,0.0,0.5,0.0,0.1,0.1,0.7
"u know so much..  40 million people across the United States have monumental student debt... in total, a staggering $1.2 trillion is bleeding students dry... grip that smart ass..",0.7375,0.0375,0.725,0.0125,0.3875,0.025,0.625
"Oh, our legislators have testicles.  Big brass ones.  Look what they're doing to us in the full light of day.  No fear.  No shame.",0.7105263,0.05263158,0.14473684,0.0,0.23684211,0.02631579,0.7368421
Her having a vagina makes it exponentially easier to stay completely hidden.,0.9433962,0.018867925,0.16981132,0.0,0.2264151,0.03773585,0.9622642
"I give my man incredible blowjobs now! To anybody who wants to learn how to give blowjobs the right way, http://sexlifefix.com/jack-blowjob-lessons-review is a really helpful guide and worth checking out. You'll learn all the tricks to giving your man such amazing head that he'll think of you and only you.",0.8045007,0.09353024,0.4978903,0.0,0.033755273,0.005625879,0.84599155
"And you need to pull your head out of your butt. Get a clue if you don't like guns don't own one, I hate Prius's and I don't own one.",0.796875,0.0625,0.421875,0.03125,0.59375,0.015625,0.625
Oh brother. Yea I got no problem showering with women too buddy. But a lot of young girls don't feel comfortable showering with somebody with a penis. Especially somebody our age. And no they don't have to learn to get over it. They have rights too.,0.5135135,0.027027028,0.1891892,0.0,0.08108108,0.027027028,0.6891892
Then show me the vagina.,0.90909094,0.060606062,0.37878788,0.0,0.13636364,0.0,0.90909094
"oh for crying out loud. all the money spent on sex ed and this is what we get? born with a penis=male, vagina=female. in your dna. and don't run the 'mixed genitalia at birth nonsense'. does not apply.",0.6875,0.025,0.25,0.0,0.1375,0.15,0.7375
