input,label
"Product Name: Chic Star Plus Size Lace Collar Dress In White Description: It's a short sleeve midi dress with laces and ruffles in collar and bow in bust. High waist with ruffles. Front buttons closure.
 
 Standard size S approx. length: 103 cm/ 40.5 inches; Plus size approx. length: 112 cm/ 44.1 inches.
 
 FREE WORLDWIDE SHIPPING WITH ONE WEEK DELIVERY TIME.
 CUSTOM LABEL AVAILABLE, PLEASE CONTACT US FOR DETAILS.
 
 
 MATERIAL:
 BODY
 97% COTTON
 3% SPANDEX
 TRIM
 48% NYLON
 52% COTTON
 
 CARE:
 HAND WASH
 DO NOT WRING
 DO NOT BLEACH
 MEDIUM IRON
 NO TUMBLE DRY
 DRIP DRY",Midi
Product Name: Loom- Paneled Sharp Tailored Linen Ruffled Belted Dress. Description: Loom- paneled sharp tailored linen ruffled belted dress.,Mini
"Product Name: CAMI MAXI DRESS WITH SIDE POCKETS Description: SKU : SIZ24
 
 
 
 V-NECK CAMI MAXI DRESS WITH SIDE POCKETS
 
 ADJUSTABLE STRAPS
 
 TOTAL BODY LENGTH (HIGH POINT BUST)48.5INCH BUST 34INCH approx.
 
 MEASURED FROM SMALL
 
 57% polyester 38% rayon 5% spandex",Maxi
"Product Name: ...SI-15471 PREMIUM LONG SLEEVE FLARE DRESS WITH POCKETS Description: ***Image usage is allowed to the buyers who purchase from us via Faire only.
 
 Breeze through your weekday with the effortless look of this relaxed tunic dress enriched with pockets for keeping hands cozy. Its solid hue makes a fresh base to pair with jackets and boots for season-spanning comfort and style.
  Size S: 36"" long from high point of shoulder to hemModel (wearing size S): 5' 7'' tall; 32'' chest; 25'' waist; 35'' hips55% polyester / 40% rayon / 5% spandexMachine washImported",Knee-Length
"Product Name: Chic Star Roll Collar Dress In Black Description: This dress has a large shawl full rolled collar. Empire darts. Large belt at the natural waist. Skirt is full swing skirt with box pleats. Side zip. The petticoat is not included.
 
 Standard size approx. length: 41 inches; Plus size approx. length: 44 inches.
 
 FREE WORLDWIDE SHIPPING WITH ONE WEEK DELIVERY TIME.
 
 MATERIAL:
 97% POLYESTER
 3% SPANDEX
 
 CARE:
 HAND WASH
 DO NOT WRING
 DO NOT BLEACH
 MEDIUM IRON
 NO TUMBLE DRY
 DRIP DRY",Knee-Length
"Product Name: The Wrap Dress- Yellow Description: Picnics that turn into sunsets and moments that turn into memories; this dress is a go-to staple. Timeless and delicate, this dress features flouncy sleeves and a feminine waist-defining wrap detail that creates a vintage-inspired classic. Pair with sandals and a sun hat or dress it up for wedding season paired with slip-on mules and a clutch. It also looks great paired with boots and a denim jacket for fall.
 
 Color: Yellow
 
 Faye is 5'6 and wearing a size small.
 
 100% Organic Cotton",Mini
"Product Name: Eva Poplin Cotton Cutout Midi Dress - Cream Description: Wear our dreamy handcrafted poplin cotton Eva Midi dress to make everyone swoon. Designed with voluminous skirt, puff sleeves, matching fabric covered buttons on the back and elegantly daring cutouts at the waist framed by wraparound ties.
 
 Style this midi length frock with slides for a romantic promenade stroll or wear it with your favorite heels to add some sass to your look and enjoy the night out.
 
 Comes in four colors: Fuchsia, Cream, Lilac, and Black
 
 -Content: 100% Organic Poplin Cotton
 -Hand wash warm
 -Elasticated gathered boatneck 
 -Elasticated waist adorned with adjustable ties
 -Dolman sleeve
 -Midi length
 -Back button closure
 -Unlined
 
 Length:
 S = 109 cm (42.5"")
 M = 112.5 cm (44"")
 L = 115.5 cm (45"")
 XL = 119 cm (46"")
 2XL = 121.5 cm (47"")
 3XL = 125 cm (49"")",Midi
Product Name: TERRY HOODIE MINI DRESS Description: #NAME?,Mini
"Product Name: CAFTAN DRESS, Golden Green, Women Description: Women's green light weight linen dress with narrow v-neck. Dropped shoulder line, 3/4 sleeves. Round hem is longer from the back. Dress comes with a detachable fabric belt. When choosing a size please note that the linen garment shrinks slightly in the first wash.
 
 Take a look into a measurement table to see the directional measurements of this item!
 
 
  * Made from 100% linen 
  * Sizes XS/S - XL/XXL 
  * The model is a 164 cm tall and wears a size XS/S 
 Linen is a breathable material that is absorbent and dries fast. It is a strong, antibacterial, antistatic and dirt repellent natural fiber. Linen is a perfect choice for year-round use: in hot weather linen keeps you cool and in a chilly weather it keeps you warm.",Knee-Length
Product Name: Solid One-Shoulder Dress Description: Solid One-Shoulder Dress,Midi
"Product Name: 8230 Description: LEOPARD PRINT DRESS
 
 LEOPARD PRINT DRESS",Maxi
"Product Name: DEMETRIA dress Description: The Demetria dress, tied at the front to highlight your waist.
 
  
 
 100% Polyester",Knee-Length
"Product Name: BORDER PRINT BOHO DRESS Description: A mini dress features a smocking bodice with button up front, puffed sleeves and a square neckline, giving it a charming retro vibe. The dress is adorned with an allover border floral print that adds a touch of femininity and elegance. To complete the look, the dress is finished with a ruffle flounce at the bottom hem, which creates a playful and flirty feel.
 
 -Model is 5'9"" and wearing a Small",Mini
"Product Name: Victoria Embellished Flapper Party Dress Description: Stand out from the crowd and make an entrance in this beautifully designed 1920’s Great Gatsby inspired dress. Adorned in grey sequins and beads, this hand-crafted flapper dress is perfect for the party season. Lavish, vintage and glamorous.
 
 S Length: 105 cm Bust 80 cm Waist 72 cm ( has some stretch) 4US 8UK
 
 M Length: 105 cm Bust 84 cm Waist 76 cm ( has some stretch) 6US 10UK
 
 L Length: 105 cm Bust 88 cm Waist 80 cm ( has some stretch) 8US 12UK
 
 XL Length: 105 cm Bust 92 cm Waist 84 cm ( has some stretch) 10US 14UK
 
 2XL Length: 105 cm Bust 96 cm Waist 88 cm ( has some stretch) 12US 16UK",Knee-Length
