example,label
"All notices and demands given under the terms of Agreement shall be in writing and may be effected by personal delivery, including by any commercial courier or overnight delivery service, or by United States registered or certified mail, return receipt requested, with all postage and fees fully prepaid.  Notices shall be effective upon receipt by the party being given notice, as indicated by the return receipt if mailed; except that if a party has relocated without providing the other party with its new address for service of notices, or if a party refuses delivery of a notice upon its tender, the notice shall be effective upon the attempt to serve the notice at the last address given for service of notices upon that party.  Alternatively, notices may be sent by email, with written confirmation sent the same day by overnight delivery using a nationally recognized overnight courier, in which case notice shall be deemed delivered upon receipt of confirmation of transmission of such email.  Notices shall be addressed as provided in the Basic Provisions.  Any address for service of notice on either party may be changed by that party serving a notice upon the other of the new address, except that any change of address to a post office box shall not be effective unless a street address is also specified for use in effectuating personal service.",Notices
THIS JOINDER SHALL BE CONSTRUED AND ENFORCED IN ACCORDANCE WITH AND GOVERNED BY THE LAW OF THE STATE OF NEW YORK WITHOUT REFERENCE TO ITS CONFLICT OF LAWS PRINCIPLES TO THE EXTENT THAT THE SAME ARE NOT MANDATORILY APPLICABLE BY STATUTE AND WOULD PERMIT OR REQUIRE THE APPLICATION OF LAWS OF ANOTHER JURISDICTION.,Miscellaneous
"Each party’s obligations under this Section 3.3 shall survive the resignation or replacement of the Administrative Agent or any assignment of rights by, or the replacement of, a Lender or the Issuing Bank, the termination of the Commitments and the repayment, satisfaction or discharge of all obligations under any Credit Document.",Survival
"Each Party shall be responsible for its own fees and expenses incurred in connection with the negotiation, execution and effectuation of this Agreement and the transactions contemplated hereby; provided , however , that within five business days of the receipt of reasonable documentation, Arlo shall reimburse the VIEX Parties for their reasonable, documented out-of-pocket fees and expenses, including such fees and expenses of counsel for the VIEX Parties, incurred in connection with the 2019 Annual Meeting and the negotiation and execution of this Agreement, up to $55,000 in the aggregate.",Expenses
"This Note and the obligations evidenced hereunder are secured by the equity interests of Ursa Major Corporation and J.B. Lease Corporation held by EVO Transportation & Energy Services, Inc. and Maker, respectively, pursuant to a Stock Pledge Agreement of even date herewith.",Liens
"Borrower shall pay, indemnify, defend, and hold the Agent-Related Persons, the Lender-Related Persons, and each Participant (each, an "" Indemnified Person "") harmless (to the fullest extent permitted by law) from and against any and all claims, demands, suits, actions, investigations, proceedings, liabilities, fines, costs, penalties, and damages, and all reasonable fees and disbursements of attorneys', experts, or consultants and all other costs and expenses actually incurred in connection therewith or in connection with the enforcement of this indemnification (as and when they are incurred and irrespective of whether suit is brought), at any time asserted against, imposed upon, or incurred by any of them (a) in connection with or as a result of or related to the execution and delivery (provided that Borrower shall not be liable for costs and expenses (including attorneys' fees) of any Lender (other than Wells Fargo) incurred in advising, structuring, drafting, reviewing, administering or syndicating the Loan Documents), enforcement, performance, or administration (including any restructuring or workout with respect hereto) of this Agreement, any of the other Loan Documents, or the transactions contemplated hereby or thereby or the monitoring of Parent's and its Subsidiaries' compliance with the terms of the Loan Documents (provided, that the indemnification in this clause (a) shall not extend to (i) disputes solely between or among the Lenders, (ii) disputes solely between or among the Lenders and their respective Affiliates; it being understood and agreed that the indemnification in this clause (a) shall extend to Agent (but not the Lenders) relative to disputes between or among Agent on the one hand, and one or more Lenders, or one or more of their Affiliates, on the other hand, or (iii) any Taxes or any costs attributable to Taxes, which shall be governed by Section 16 ), (b) with respect to any investigation, litigation, or proceeding related to this Agreement, any other Loan Document, or the use of the proceeds of the credit provided hereunder (irrespective of whether any Indemnified Person is a party thereto), or any act, omission, event, or circumstance in any manner related thereto, and (c) in connection with or arising out of any presence or release of Hazardous Materials at, on, under, to or from any assets or properties owned, leased or operated by Borrower or any of its Subsidiaries or any Environmental Actions, Environmental Liabilities or Remedial Actions related in any way to any such assets or properties of Borrower or any of its Subsidiaries (each and all of the foregoing, the "" Indemnified Liabilities ""). The foregoing to the contrary notwithstanding, Borrower shall have no obligation to any Indemnified Person under this Section 10.3 with respect to any Indemnified Liability that a court of competent jurisdiction finally determines to have resulted from the gross negligence or willful misconduct of such Indemnified Person or its officers, directors, employees, attorneys', or agents. This provision shall survive the termination of this Agreement and the repayment in full of the Obligations. If any Indemnified Person makes any payment to any other Indemnified Person with respect to an Indemnified Liability as to which Borrower was required to indemnify the Indemnified Person receiving such payment, the Indemnified Person making such payment is entitled to be indemnified and reimbursed by Borrower with respect thereto. SUBJECT TO THE FOREGOING PROVISIONS OF THIS SECTION 10.3 , THE FOREGOING INDEMNITY SHALL APPLY TO EACH INDEMNIFIED PERSON WITH RESPECT TO INDEMNIFIED LIABILITIES WHICH IN WHOLE OR IN PART ARE CAUSED BY OR ARISE OUT OF ANY NEGLIGENT ACT OR OMISSION OF SUCH INDEMNIFIED PERSON OR OF ANY OTHER PERSON.",Indemnifications
All costs and expenses incurred in connection with this Agreement and the transactions contemplated by this Agreement shall be paid by the party incurring such cost or expense.,Expenses
"Other than to other parties to this Letter Agreement or to the Noteholder’s and each Syndicatee’s representatives, including, without limitation, its officers, directors, partners, legal and other advisors, employees, agents and affiliates, the Noteholder and each Syndicatee has maintained the confidentiality of all disclosures made to it in connection with this transaction (including the existence and terms of this transaction). The Noteholder and each Syndicatee acknowledges that, as a result of certain confidential information disclosed to it, the Noteholder and each Syndicatee may be subject to restrictions on its ability to trade in the Company’s securities prior to public announcement of such information.",Confidentiality
"Subject to the terms and conditions and within the limitations of the Plan, Stock Options shall be evidenced by such form of agreement or grant as is approved by the Committee, and the Committee may (i) modify, extend or renew outstanding Stock Options granted under the Plan (provided that the rights of a Participant are not reduced without such Participant’s consent and provided further that such action does not subject the Stock Options to Section 409A of the Code without the consent of the Participant), and (ii) accept the surrender of outstanding Stock Options (to the extent not theretofore exercised) and authorize the granting of new Stock Options in substitution therefor (to the extent not theretofore exercised).  Notwithstanding the foregoing, an outstanding Option may not be modified to reduce the exercise price thereof nor may a new Option at a lower price be substituted for a surrendered Option (other than adjustments or substitutions in accordance with Section 4.2), unless such action is approved by the stockholders of the Company.  Moreover, no payment in cash for an Option that has an exercise price less than the Fair Market Value shall be permitted.",Modifications
"Executive shall dedicate Executive’s full business time and attention to the performance of duties hereunder, perform Executive’s duties in good faith and to a professional standard, and fully comply with all laws and regulations pertaining to the performance of Executive’s responsibilities, all ethical rules, ABM’s Code of Business Conduct and Ethics, ABM’s Recoupment Policy as well as any and all of policies, procedures and instructions of ABM, in each case as in effect from time to time; provided, it shall not be a violation of the foregoing for Executive to manage Executive’s personal, financial and legal affairs to the extent that they do not interfere with Executive’s ability to perform Executive’s duties to the Company. Prior to joining or agreeing to serve on corporate, civil or charitable boards or committees, Executive shall obtain approval of the Chief Executive Officer or otherwise as required by ABM’s Corporate Governance Guidelines as in effect from time to time.",Compliance With Laws
"Employer shall pay or reimburse Executive for all reasonable expenses actually incurred or paid by Executive during the Term in connection with the performance of Executive’s services hereunder upon presentation of expense statements, vouchers or other supporting documentation as Employer may require of Executive; provided that, such expenses are otherwise in accordance with Employer’s policies applicable to members of the Key Executive. Executive shall undertake such travel as may be required in the performance of Executive’s duties pursuant to this Agreement. Under no circumstances shall the Employer’s reimbursement for expenses incurred in a calendar year be made later than the end of the next following calendar year; provided, however, this requirement shall not alter the Employer’s obligation to reimburse Executive for eligible expenses on a current basis.",Expenses
"The authorized capital stock and other equity and equity-linked interests of Seller consist solely of those set forth on Section 4.3 of the Disclosure Schedule, which such schedule sets forth the equity capital structure of Seller by listing thereon the number of shares of capital stock, other equity and equity-linked interests of Seller which are authorized and which are issued and outstanding and the record holders and the amounts held by such record holders of such shares.  All of the outstanding capital stock of Seller is validly issued, fully paid, non-assessable and not certificated.  There are no options, warrants, profits interests, phantom units or other rights, agreements, arrangements or commitments of any character relating to the issued or unissued equity or equity-linked interests of Seller or obligating Seller or Equityholder to issue or sell any equity interests or equity-linked interests.  There are no outstanding contractual obligations of Seller or Equityholder to repurchase, redeem or otherwise acquire any of the equity interests or equity-linked interests of any Person, including Seller, or to provide funds to, or make any investment (in the form of a loan, capital contribution or otherwise) in, any Person, including Seller.  The capital stock and other equity and equity-linked interests of Seller have been issued in compliance with all applicable securities Laws and other applicable Laws and in accordance with Seller’s Organizational Documents.  As of immediately prior to the Closing, each Equityholder is the sole record and sole beneficial owner of the capital stock and other equity and equity-linked interests of Seller and set forth opposite its name on Section 4.3 of the Disclosure Schedule, free and clear of any Liens .",Capitalization
"This Agreement may be executed in any number of counterparts, each of which shall be deemed an original and all of which, taken together, shall constitute one and the same instrument. Delivery of an executed counterpart to this Agreement by facsimile or other electronic method of transmission shall be as effective as delivery of a manually executed counterpart hereof.",Counterparts
"The Company agrees to pay any and all original issue taxes and stock transfer taxes that may be imposed on the issuance of Shares received by a Participant in connection with the Restricted Stock Units, together with any and all other fees and expenses necessarily incurred by the Company in connection therewith.",Fees
"Employee represents and warrants to the Company that he is not subject to any agreement restricting his ability to enter into this Agreement and fully carry out his duties and responsibilities hereunder. Employee hereby indemnifies and holds the Company harmless against any losses, claims, expenses (including reasonable attorneys’ fees), damages or liabilities incurred by the Company as a result of a breach of the foregoing representation and warranty.",Representations
"None of the Obligors will, nor will they permit any Subsidiary to, enter into any arrangement, directly or indirectly, whereby it shall sell or transfer any property, real or personal, used or useful in its business, whether now owned or hereinafter acquired, and thereafter rent or lease such property or other property that it intends to use for substantially the same purpose or purposes as the property sold or transferred , except, in each case, during the Senior Term Period, for (a)  any such sale of any fixed or capital assets (other than any such transaction to which (b)  or (c) below is applicable) that is made for cash consideration in an amount not less than the cost of such fixed or capital asset in an aggregate amount less than or equal to $10,000,000, so long as the Capital Lease Obligations associated therewith are permitted by  Section 10.2.1(a)(viii) , (b) in the case of property owned as of or after the Original Closing Date, any such sale of any fixed or capital assets that is made for cash consideration in an aggregate amount not less than the fair market value of such fixed or capital assets not to exceed $20,000,000 in the aggregate, in each case, so long as the Capital Lease Obligations (if any) associated therewith are permitted by  Section 10.2.1(a)(viii) , and (c)  any Acquisition Lease  Financing .",Sales
"The Company shall pay to Executive an annual base salary (“ Base Salary ”) of $250,000 in accordance with the Company’s normal payroll procedures. The Compensation Committee of the Board of Directors of the Company (the “ Board ”) shall review the Executive’s Base Salary no less than annually and may increase (but not decrease) such Base Salary during the Term.",Base Salary
"UPON AN EVENT OF DEFAULT AND AT ANY TIME THEREAFTER, THE SECURED PARTY MAY DECLARE ALL OBLIGATIONS SECURED HEREBY IMMEDIATELY DUE AND PAYABLE AND SHALL HAVE THE REMEDIES OF A SECURED PARTY UNDER THE UCC. The requirements of reasonable notice shall be met if delivered in accordance with Section 3 at least ten (10) days before the time of the sale or disposition. The Secured Party may buy the Collateral at any public sale.",Remedies
This Seventeenth Amendment may not be amended except in writing signed by the parties hereto.,Amendments
"From the date hereof through the Closing, each party hereto shall promptly notify the representative of the other parties of any lawsuits, claims, proceedings or investigations which after the date hereof are threatened or commenced against such party or any of its affiliates or any officer, director, employee, consultant, agent or shareholder thereof, in their capacities as such, which, if decided adversely, could reasonably be expected to have a Material Adverse Effect on the other.",Litigations
"The Company shall indemnify and hold harmless each member of its Board, each member of the Committee, and any other person or persons (other than a corporate trustee) to whom any duty with respect to the Plan is allocated or delegated, from and against any and all liabilities, damages, claims, demands, losses, costs, or expenses, including reasonable attorneys fees, arising out of or as a result of the performance or nonperformance of their duties under the Plan or applicable law, other than such liabilities, damages, claims, demands, losses, costs, and expenses for which indemnification is prohibited by law.",Indemnity
"The parties agree that certain matters in which the Executive was involved during his employment with the Company may necessitate the Executive’s cooperation in the future. Accordingly, following the termination of the Executive’s employment for any reason, to the extent reasonably requested by the Board, the Executive shall cooperate with the Company in connection with matters arising out of the Executive’s service to the Company; provided that, the Company shall make reasonable efforts to minimize disruption of the Executive’s other activities. The Company shall reimburse the Executive for reasonable expenses incurred in connection with such cooperation and, to the extent that the Executive is required to spend substantial time on such matters, the Company shall compensate the Executive at an hourly rate based on the Executive’s Base Salary on the Separation Date.",Cooperation
"Any term or provision of this Agreement that is invalid or unenforceable in any situation in any jurisdiction shall not affect the validity or enforceability of the remaining terms and provisions hereof or the validity or enforceability of the offending term or provision in any other situation or in any other jurisdiction. If the final judgment of a court of competent jurisdiction declares that any term or provision hereof is invalid or unenforceable, the Parties agree that the court making the determination of invalidity or unenforceability shall have the power to reduce the scope, duration or area of the term or provision, to delete specific words or phrases, or to replace any invalid or unenforceable term or provision with a term or provision that is valid and enforceable and that comes closest to expressing the intention of the invalid or unenforceable term or provision, and this Agreement shall be enforceable as so modified after the expiration of the time within which the judgment may be appealed.",Severability
"The execution and delivery of each Loan Document by each Loan Party party thereto and performance thereof: (a) do not require any consent or approval of, registration or filing with, or any other action by, any Governmental Authority, except such as have been obtained or made and are in full force and effect (except for (i) any reports required to be filed by the Borrower with the SEC pursuant to the Exchange Act or (ii) those that may be required from time to time in the ordinary course of business that may be required to comply with certain covenants contained in the Loan Documents), (b) will not violate the charter or by-laws (or equivalent organizational documents) of the Borrower or of any other Loan Party, (c) will not violate any applicable law (including ERISA and Environmental Laws) or regulation or any order of any Governmental Authority to which any Loan Party is subject, and (d) will not violate or result in a default under any indenture, agreement or other instrument binding upon the Borrower or any other Loan Party or its assets or give rise to a right thereunder to require any payment to be made by the Borrower or any of its Subsidiaries, except in the case of clauses (a), (c) and (d) above for any such violations or defaults that, individually or in the aggregate, would not reasonably be expected to have a Material Adverse Effect.",No Conflicts
This Agreement shall be deemed to be a contract under the Laws of the State of New York in accordance with Section 5-1401 of the New York General Obligation Law without regard to its conflict of laws principles.,Governing Laws
"During the Employment Period Executive   shall be employed in the capacity of Executive Vice President of FLIC (the “ Executive Position ”) and shall have such other senior executive title as may from time to time be determined by the Boards of Directors .     Executive shall have such duties and responsibilities as usually appertain to the Executive Position, as well as those as shall be assigned by the Chief Executive Officer or by the Board of Directors .  The Executive shall report to the Chief Executive Officer.",Employment
"On the Closing Date, upon the terms and subject to the conditions set forth herein, substantially concurrent with the execution and delivery of this Agreement by the parties hereto, the Company agrees to sell, and the Purchasers, severally and not jointly, agree to purchase, up to an aggregate of $2,050,000 in principal amount of the Debentures. Each Purchaser shall deliver to the Company, via wire transfer or a certified check, immediately available funds equal to such Purchaser’s Subscription Amount as set forth on the signature page hereto executed by such Purchaser, and the Company shall deliver to each Purchaser its respective Debenture and a Warrant, as determined pursuant to Section 2.2(a), and the Company and each Purchaser shall deliver the other items set forth in Section 2.2 deliverable at the Closing. Upon satisfaction of the covenants and conditions set forth in Sections 2.2 and 2.3, the Closing shall occur at the offices of EGS or such other location as the parties shall mutually agree.",Closings
"The Company will indemnify and hold you harmless to the maximum extent permitted by applicable law against judgments, fines, amounts paid in settlement and reasonable expenses, including reasonable attorneys’ fees, in connection with the defense of, or as a result of any action or proceeding (or any appeal from any action or proceeding) in which you are made or are threatened to be made a party by reason of the fact that you are or were an officer of the Company or any Affiliate (as defined in the Severance and Non-Competition Plan). In addition, the Company agrees that you shall be covered and insured up to the maximum limits provided by any insurance which the Company maintains to indemnify its directors and officers (as well as any insurance that it maintains to indemnify the Company for any obligations which it incurs as a result of its undertaking to indemnify its officers and directors).",Indemnifications
"As of the Closing Date, all consents and approvals of, and filings and registrations with, and all other actions of, all governmental agencies, authorities or instrumentalities required to have been obtained or made by the Credit Parties in order to execute and deliver and perform their obligations under the Credit Documents to which they are a party, have been or will have been obtained or made and are or will be in full force and effect.",Consents
"The Grant Documents constitute the entire agreement among the parties hereto with respect to the subject matter hereof, and supersede any prior agreement or understanding among them with respect to such matter; provided that in the event of any conflict between the Exchange Agreement and the Partnership Agreement, the Partnership Agreement shall prevail and provided , further that in the event of any conflict between the Partnership Agreement and this Agreement, this Agreement shall prevail.",Entire Agreements
The provisions of Sections 7 through 20 of this Agreement shall survive any expiration or termination of this Agreement.,Survival
The Company hereby employs Executive and Executive accepts employment under the terms and conditions of this Agreement.,Employment
"The headings contained in this Agreement are for convenience only and are not a part of this Agreement, and do not in any way interpret, limit or amplify the scope, extent or intent of this Agreement, or any of the provisions of this Agreement.",Headings
"In case one or more of the provisions of this Agreement shall for any reason be invalid, illegal or unenforceable in any respect under any applicable law, the validity, legality and enforceability of the remaining provisions contained herein or in the other Credit Documents shall not be affected or impaired thereby.",Severability
"During the Term, Executive shall be paid a base salary (“Base Salary”) of $37,500 per month (or $450,000 on an annualized basis), subject to applicable withholdings, in accordance with the Company’s normal payroll procedures. Executive’s Base Salary shall be reviewed on an annual basis by the Board for possible increase (but not decrease) based on the Company’s operating results and financial condition, salaries paid to other Company executives, and general marketplace and other applicable considerations. Such increased Base Salary, if any, shall then constitute Executive’s “Base Salary” for purposes of this Agreement.",Base Salary
All communications and notices hereunder shall (except as otherwise expressly permitted herein) be in writing and given as provided in Section 9.01 of the Credit Agreement.  All communications and notices hereunder to the Borrower or any other Grantor shall be given to it in care of the Borrower as provided in Section 9.01 of the Credit Agreement.,Notices
"The Company is duly incorporated, validly existing, and in good standing under the laws of the State of Delaware. The Company has all requisite power and authority to own and operate its properties and assets and to carry on its business as presently conducted and as proposed to be conducted. The Company is qualified to do business as a foreign entity in every jurisdiction in which the failure to be so qualified would have, or would reasonably be expected to have, a material adverse effect, individually or in the aggregate, upon the business, properties, tangible and intangible assets, liabilities, operations, prospects, financial condition or results of operation of the Company or the ability of the Company to perform its obligations under the Transaction Agreements (a “ Material Adverse Effect ”).",Organizations
This Twelfth Amendment may not be amended except in writing signed by the parties hereto.,Amendments
"Any notice or other communication required or permitted under this Agreement must be in writing and must be delivered personally, sent by certified, registered or express mail, sent by overnight courier (at the sender’s expense), or (if from the Corporation or the Corporation’s stock plan administrator) by electronic mail.  Notice will be deemed given (a) when delivered personally, (b) if mailed, three days after the date of deposit in the U.S. mail, (c) if sent by overnight courier, on the regular business day following the date sent, or (d) when electronically mailed.  Notice to the Corporation should be sent to Cboe Global Markets, Inc., 400 South LaSalle Street, Chicago, Illinois 60605, Attention: General Counsel.  Notice to Participant should be sent to the mailing address and/or electronic mailing address set forth on the Corporation’s records.  Either party may change the address to which the other party must give notice under this Section ‎ 18 by giving the other party written notice of such change, in accordance with the procedures described above or otherwise established by the Corporation or its stock plan administrator.",Notices
"The Borrower will not request any Borrowing or Letter of Credit, and the Borrower shall not use, and shall procure that its Subsidiaries and its or their respective directors, officers, employees and agents shall not use, the proceeds of any Borrowing or Letter of Credit (A) in furtherance of an offer, payment, promise to pay, or authorization of the payment or giving of money, or anything else of value, to any Person in violation of any Anti-Corruption Laws, (B) for the purpose of funding, financing or facilitating any activities, business or transaction of or with any Sanctioned Person, or in any Sanctioned Country, or (C) in any manner that would result in the violation of any Sanctions applicable to any party hereto.",Use Of Proceeds
"A Performance Unit Award shall entitle the Participant to receive, at a specified future date, payment of an amount based, all or in part, upon achievement of Performance Goals. The Performance Unit Award shall be equal to all or a portion of either (i) the value of a specified or determinable number of units (stated in terms of a designated or determinable dollar amount per unit) granted by the Committee, or (ii) a percentage or multiple of a specified amount determined by the Committee. At the time of the grant, the Committee must determine the base value of each unit; the number of units subject to a Performance Unit Award, the specified amount and the percentage or multiple of the specified amount, as may be applicable; and the Performance Goals applicable to the determination of the ultimate payment value of the Performance Unit Award. The Committee may provide for an alternative base value for each unit or an alternative percentage or multiple under certain specified conditions.",Terms
"By Participant’s acceptance (whether in writing, electronically or otherwise) of the Notice, Participant and Redfin agree that the RSUs are granted under and governed by the terms and conditions of the Plan, the Notice and this Agreement. Participant has reviewed the Plan, the Notice and this Agreement in their entirety, has had an opportunity to obtain the advice of counsel prior to executing this Agreement, and fully understands all provisions of the Plan, the Notice and this Agreement. Participant hereby agrees to accept as binding, conclusive and final all decisions or interpretations of the Committee upon any questions relating to the Plan, the Notice and this Agreement. Participant further agrees to notify Redfin upon any change in Participant’s residence address indicated on the Notice. By acceptance of the RSUs, Participant agrees to participate in the Plan through an on-line or electronic system established and maintained by Redfin or a third party designated by Redfin and consents to the electronic delivery of the Notice, this Agreement, the Plan, account statements, Plan prospectuses required by the U.S. Securities and Exchange Commission, U.S. financial reports of Redfin, and all other documents that Redfin is required to deliver to its security holders (including, without limitation, annual reports and proxy statements) or other communications or information related to the RSUs and current or future participation in the Plan. Electronic delivery may include the delivery of a link to Redfin intranet or the internet site of a third party involved in administering the Plan, the delivery of the document via e-mail or such other delivery determined at Redfin’s discretion. Participant acknowledges that Participant may receive from Redfin a paper copy of any documents delivered electronically at no cost if Participant contacts Redfin by telephone, through a postal service or electronic mail to Stock Administration. Participant further acknowledges that Participant will be provided with a paper copy of any documents delivered electronically if electronic delivery fails; similarly, Participant understands that Participant must provide on request to Redfin or any designated third party a paper copy of any documents delivered electronically if electronic delivery fails. Also, Participant understands that Participant’s consent may be revoked or changed, including any change in the electronic mail address to which documents are delivered (if Participant has provided an electronic mail address), at any time by notifying Redfin of such revised or revoked consent by telephone, postal service or electronic mail to Stock Administration. Finally, Participant understands that Participant is not required to consent to electronic delivery if local laws prohibit such consent.",Disclosures
"Other than consummating the transactions contemplated hereunder, such Purchaser has not directly or indirectly, nor has any Person acting on behalf of or pursuant to any understanding with such Purchaser, executed any purchases or sales, including Short Sales, of the securities of the Company during the period commencing as of the time that such Purchaser first received a written term sheet of the Offering from the Company setting forth the material terms of the transactions contemplated hereunder and ending immediately prior to the execution hereof. Notwithstanding the foregoing, in the case of a Purchaser that is a multi-managed investment vehicle whereby separate portfolio managers manage separate portions of such Purchaser’s assets and the portfolio managers have no direct knowledge of the investment decisions made by the portfolio managers managing other portions of such Purchaser’s assets, the representation set forth above shall only apply with respect to the portion of assets managed by the portfolio manager that made the investment decision to purchase the Securities covered by this Agreement. Other than to other Persons party to this Agreement, such Purchaser has maintained the confidentiality of all disclosures made to it in connection with this transaction (including the existence and terms of this transaction). Notwithstanding the foregoing, for avoidance of doubt, nothing contained herein shall constitute a representation or warranty, or preclude any actions, with respect to the identification of the availability of, or securing of, available shares to borrow in order to effect Short Sales or similar transactions after the Closing Date.",Confidentiality
"Except for the representations and warranties contained in Section 3 and any schedules or certificates delivered in connection herewith, the Company makes no other representation or warranty, express or implied, written or oral, and hereby, to the maximum extent permitted by applicable Law, disclaims any such representation or warranty, whether by the Company or any other Person, with respect to the Company or with respect to any other information (including, without limitation, pro forma financial information, financial projections or other forward-looking statements) provided to or made available to the Purchaser or any of their respective Representatives in connection with the transactions contemplated hereby.",Warranties
"If any one or more of the provisions contained in this Agreement are held to be invalid, illegal or unenforceable, the other provisions of this Agreement shall be construed and enforced as if the invalid, illegal or unenforceable provision had never been included.",Severability
"If Purchaser is not satisfied with the matters disclosed in the Title Commitment or Survey (including all documents underlying the status of title including, without limitation, any exceptions identified in the Title Commitment and the Survey), then Purchaser shall, if it desires, be entitled to give written notice (the “ Defect Notice ”) to Seller on or before the end of the thirtieth (30th) calendar day from the date the Title Company delivered the Title Commitment to Purchaser of any objectionable matters (the “ Objections ”). If Purchaser fails to timely deliver the Defect Notice, all exceptions (other than the standard printed exceptions committed to be deleted) disclosed in the Title Documents shall become “ Permitted Matters .” If Purchaser delivers a Defect Notice within the time period provided, Seller may elect to: (i) cure or, if applicable and reasonably acceptable to Purchaser, cause the Title Company to insure against or endorse over such Objections at any time prior to Closing or (ii) take no action with regard thereto. Seller shall give Purchaser written notice of Seller’s election within five (5) days after Seller’s receipt of a Defect Notice from Purchaser. Seller’s failure to provide such a notice within five (5) days shall be deemed to be Seller’s notice that it will take no action with respect to any matters which are the subject of Purchaser’s Objections. If Purchaser is dissatisfied with Seller's cure or election not to cure, Purchaser may either (i) elect to waive such Objection and proceed to Closing, or (ii) terminate this Agreement by delivering written notice to Seller within five (5) days of receiving notice of Seller’s election (or of the end of Seller’s period in which to so elect if no election is made by Seller) in which event Purchaser shall receive the entirety of the Deposit then held by Title Company, including any interest accrued thereon, and the Agreement shall terminate and the Parties shall be relieved of any further liability or obligation hereunder except to the extent otherwise provided herein to survive termination. Purchaser’s failure to timely elect to waive such Objection(s) in writing shall be deemed Purchaser’s election to terminate. The Property shall be conveyed to Purchaser by Seller subject to the Permitted Matters. If Seller elects to cure any Objection, using commercially reasonable, good faith efforts, and is unable to effect such cure or otherwise fails to do so prior to the Closing Date, such failure shall not be a default under this Agreement, and Purchaser shall have the same remedies that are available for the failure of a condition not within Seller’s control.",Titles
"This Agreement may be executed in several counterparts and it shall not be necessary for each Party to execute each of such counterparts, but when all of the parties have executed and delivered one of such counterparts, the counterparts, when taken together, shall be deemed to constitute one and the same instrument, enforceable against each Party in accordance with its terms.",Counterparts
"This Amendment shall be governed by, and construed in accordance with, the laws of the State of New York.",Governing Laws
"This Agreement may be executed by the parties hereto in one or more counterparts, and each fully executed counterpart shall be deemed an original.  Any facsimile and/or electronic copy of an executed signature page hereto shall be deemed an original signature page hereto for all purposes.",Counterparts
"The Servicer will indemnify the Asset Representations Reviewer and its officers, directors, employees and agents (each, an “ Indemnified Person ”), for all costs, expenses, losses, damages and liabilities resulting from the performance of its obligations under this Agreement (including the costs and expenses of defending itself against any loss, damage or liability), but excluding any cost, expense, loss, damage or liability resulting from (i) the Asset Representations Reviewer’s willful misconduct, bad faith or negligence (other than errors in judgment), (ii) the Asset Representations Reviewer’s failure to comply with the requirements of applicable federal, state and local laws and regulations in the performance of its duties hereunder or (iii) the Asset Representations Reviewer’s breach of any of its representations, warranties, covenants or other obligations in this Agreement.",Indemnifications
Section headings are for convenience of reference only and shall in no way affect the interpretation of this Guaranty.,Headings
Employee shall be entitled to a reasonable vacation(s) during each year of his employment under this Agreement pursuant to the Company’s Paid Time Off policy as in effect from time to time.,Vacations
"Any provisions of this Amendment which are prohibited or unenforceable in any jurisdiction shall, as to such jurisdiction, be ineffective to the extent of such prohibition or unenforceability without invalidating the remaining provisions hereof, and any such prohibition or unenforceability in any jurisdiction shall not invalidate or render unenforceable such provision in any other jurisdiction.",Severability
"This Agreement shall be binding upon and inure to the benefit of Executive and the Company, and their officers, directors, executives, agents, legal counsel, heirs, successors and assigns.",Binding Effects
"The Employee shall, while employed by the Company and thereafter, preserve in confidence all proprietary information heretofore or hereafter acquired by him or disclosed to him relating to customers, products, processes, machines, inventions, or improvements of the Company and its affiliates (collectively, the “Companies”) or in which the Companies are interested and all other information of any kind or nature pertaining to the business of the Companies, and the Employee will not disclose any such information to any other person without the express prior written authorization of the Companies or make use of such information for the Employee’s personal benefit or for the benefit of any person (other than the Companies) or assist others in using such information. Confidential information shall not include: a) information which the Companies permit the Consultant to disclose in the course and scope of performing his duties under the Employment Agreement; b) information which at the time of its disclosure is or which thereafter becomes part of the public domain by publication or otherwise, other than as a result of a disclosure by Employee; or c) any information which is required to be disclosed by law or any administrative or legal proceedings.",Confidentiality
"This Agreement, together with that certain Confidential Information and Invention Assignment Agreement previously entered into by and between Employee and the Company as of December 15, 2016, and the Indemnification Agreement previously entered into by and between Employee and the Company as of December 9, 2015 (together, the Confidential Information and Invention Assignment Agreement and the Indemnification Agreement are referred to herein as the “ Prior Agreements ”) , constitutes a single, integrated written contract expressing the entire Agreement of the parties concerning the subject matter referred to in this Agreement.  No covenants, agreements, representations, or warranties of any kind whatsoever, whether express or implied in law or fact, have been made by any party to this Agreement, except as specifically set forth in this Agreement.  All prior and contemporaneous discussions, negotiations, and agreements have been and are merged and integrated into, and are superseded by, this Agreement, including without limitation that certain Employment Agreement dated March 23, 2015 by and between the Employee and the Company.",Integration
"You will serve as Chief Operating Officer for the enterprise. You agree that you will devote your full time, energy, and skill to the business of the Company and to the promotion of the Company’s best interest, and shall not work or perform services for any other employer as an employee, consultant or otherwise during the term of your employment.",Titles
"As compensation for his services hereunder, during the Term, the Company shall pay the Executive in accordance with its normal payroll practices, an annualized base salary of $450,000 (“ Base Salary ”), subject to periodic review by the Human Resources & Compensation Committee of the Board of Directors of the Company (the “ Compensation Committee ”) to determine appropriate increases, if any, in accordance with the Company’s practices and policies for other senior executives.",Base Salary
This Agreement may not be amended except by the written consent of the parties.,Amendments
